,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Player,Inj,Likes,Pos,pDepth,Salary,Team,Opp,Def v Pos,VegasPts,STDV,2023 Avg,2024 Avg,Pct,Att,Yrds,TDs,Int,Pct,Att,Yrds,TDs,Att+Tar,Pct,Tar,Rec,Yrds,TDs,Sacks,Int,Fum,Sfty,TDs,PTs,FC,My,Diff,Floor,Ceiling,FC Proj,My Proj,FPs,Salary,FC Proj,My Proj,Rdm %,Exp.,Used,FPs,Salary,FC Proj,My Proj,Con.,Value,Score,Val,Att,Comp,Yrds,Int,Sack,TDs,Rtg,Att,Yrds,TDs,Trgts,Rec,Yrds,TDs,Sack,Ints,Fmbls,TDs,Sfty,Pts,Yrds
Malik Washington,,0,WR,WR2,3700,MIA,vs SF,29,21.5,3.7,0,3.1,0,0,0,0,0,0,0,0,0,2.76,0.0785,2.76,1.87,13.37,0,0,0,0,0,0,0,3.21,3.21,0,0,10.61,3.21,3.21,20,43,100,100,0,100,,56,49,239,239,0,0.9,0,,,,,,,,,0.36,3.27,0.09,2,1.36,9.64,,,,,,,,
Robert Woods,,0,WR,WR3,3000,HOU,@ KC,16,19.5,8.4,6.4,2.3,0,0,0,0,0,0,0,0,0,2.05,0.063,2.05,1.33,14.96,0.06,0,0,0,0,0,0,3.19,3.19,0,0,19.99,3.19,3.19,15,50,101,101,0,100,,38,56,240,240,27,1.1,4.9,1.6,,,,,,,,0.53,3.61,0.04,6.58,4.2,50.8,0.22,,,,,,,
Audric Estime,,0,RB,RB2,4500,DEN,@ LAC,14,19.25,1.7,0,2.5,0,0,0,0,0,0.2482,7.36,31.39,0,7.36,0,0,0,0,0,0,0,0,0,0,0,3.14,3.14,0,0.59,6.54,3.14,3.14,8,37,49,49,0,100,,22,41,241,241,32,0.7,10.8,2.4,,,,,,,,4.6,20.4,,0.4,0.4,1.4,,,,,,,,
Jahan Dotson,,0,WR,WR3,3300,PHI,@ WAS,32,25.25,7,7.5,2,0,0,0,0,0,0,0,0,0,2.19,0.0761,2.19,1.24,13.57,0.08,0,0,0,0,0,0,3.08,3.08,0,0,17.08,3.08,3.08,20,47,102,102,0,100,,56,53,242,242,0,0.9,0,,,,,,,,,0.07,0.14,,3.95,2.29,27.69,0.26,,,,,,,
Jeremy McNichols,,0,RB,RB2,4300,WAS,vs PHI,7,21.25,4.4,0,4.1,0,0,0,0,0,0.1493,4.51,19.91,0.18,4.51,0,0,0,0,0,0,0,0,0,0,0,3.07,3.07,0,0,11.87,3.07,3.07,20,39,50,50,0,100,,56,43,243,243,0,0.7,0,,,,,,,,,3.33,14.6,0.12,1.43,1.02,7.19,0.02,,,,,,,
Tylan Wallace,,0,WR,WR3,3100,BAL,vs PIT,27,25.75,4.2,0.3,4.2,0,0,0,0,0,0,0,0,0,1.24,0.0403,1.24,1.01,15.73,0.08,0,0,0,0,0,0,3.06,3.06,0,0,11.46,3.06,3.06,20,49,103,103,0,100,,56,55,244,244,0,1,0,,,,,,,,,,,,0.83,0.57,8.6,0.03,,,,,,,
Nick Vannett,,0,TE,TE2,2500,TEN,@ IND,14,19.25,3.4,1.3,3.6,0,0,0,0,0,0,0,0,0,1.83,0.0568,1.83,1.33,11.1,0.1,0,0,0,0,0,0,3.04,3.04,0,0,9.84,3.04,3.04,14,29,46,46,0,100,,56,61,245,245,0,1.2,0,,,,,,,,,,,,2.01,1.44,13.4,0.11,,,,,,,
Ja'Lynn Polk,,0,WR,WR4,3000,NE,@ BUF,4,16.25,3,0,2.7,0,0,0,0,0,0,0,0,0,3.24,0.0964,3.24,1.08,7.48,0.2,0,0,0,0,0,0,3.03,3.03,0,0,9.03,3.03,3.03,20,50,104,104,0,100,,56,56,246,246,0,1,0,,,,,,,,,0.08,,,2.67,1,7.25,0.17,,,,,,,
Kimani Vidal,,0,RB,RB2,4800,LAC,vs DEN,1,22.25,3.9,0,4,0,0,0,0,0,0.2968,8.17,28.09,0.03,8.17,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0,0,10.79,2.99,2.99,16,34,51,51,0,100,,48,38,247,247,3,0.6,2.4,0.5,,,,,,,,4.71,15.29,,1,0.71,8.86,0.14,,,,,,,
Jamaal Williams,,0,RB,RB2,4600,NO,@ GB,15,14,7.6,4.7,2.7,0,0,0,0,0,0.2002,5.48,20.69,0.15,5.48,0,0,0,0,0,0,0,0,0,0,0,2.97,2.97,0,0,18.17,2.97,2.97,20,36,52,52,0,100,,56,40,248,248,12,0.6,0,,,,,,,,,9.3,35.93,0.28,2.04,1.65,11.41,0.07,,,,,,,
Devin Duvernay,,0,WR,WR3,3100,JAC,@ LV,19,19.25,4.6,0.6,1.6,0,0,0,0,0,0,0,0,0,2.08,0.0557,2.08,1.44,12.33,0.05,0,0,0,0,0,0,2.97,2.97,0,0,12.17,2.97,2.97,20,49,105,105,0,100,,56,55,248,248,0,1,0,,,,,,,,,0.46,3.26,0.01,2.13,1.51,14.26,0.07,,,,,,,
Kenneth Gainwell,,0,RB,RB2,4800,PHI,@ WAS,18,25.25,4.8,6.1,3.9,0,0,0,0,0,0.1085,4.15,18.99,0.16,4.15,0,0,0,0,0,0,0,0,0,0,0,2.86,2.86,0,0,12.46,2.86,2.86,20,34,53,53,0,100,,56,38,249,249,17,0.6,0,,0.02,0.02,0.27,,,,2.48,4.16,18.41,0.19,2.1,1.56,11.13,0.02,,,,,,,
Erik Ezukanma,,0,WR,WR4,3000,MIA,vs SF,29,21.5,0.7,1.1,0,0,0,0,0,0,0,0,0,0,2.99,0.0851,2.99,1.2,12.74,0.06,0,0,0,0,0,0,2.83,2.83,0,1.78,4.23,2.83,2.83,20,50,106,106,0,100,,56,56,250,250,22,0.9,0,,,,,,,,,1.25,5.5,,1,0.25,0.75,,,,,,,,
Jeremy Ruckert,,0,TE,TE2,2600,NYJ,vs LAR,18,21.75,1.8,3.1,2,0,0,0,0,0,0,0,0,0,2.71,0.0652,2.71,1.67,11.47,0,0,0,0,0,0,0,2.82,2.82,0,0.12,6.42,2.82,2.82,14,28,47,47,0,100,,56,60,251,251,25,1.1,0,,,,,,,,,,,,2.04,1.33,10.29,,,,,,,,
Saints,,0,DST,DST1,2400,NO,@ GB,5,28,6,8.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.51,0.08,0.08,0.08,28,2.79,2.79,0,0,14.79,2.79,2.79,6,14,29,29,0,100,,56,62,252,252,14,1.2,0,,,,,,,,,,,,,,,,2.55,0.84,0.54,0.12,0.02,22.01,350.24
Giants,,0,DST,DST1,2400,NYG,@ ATL,26,26,6,7.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.09,0.45,0,0,26,2.78,2.78,0,0,14.78,2.78,2.78,6,14,30,30,0,100,,56,62,253,253,3,1.2,0,,,,,,,,,,,,,,,,2.12,0.76,0.56,0.17,0.02,23.52,367.29
Trey Palmer,,0,WR,WR4,3000,TB,@ DAL,9,26,4,5.7,2.5,0,0,0,0,0,0,0,0,0,1.9,0.0572,1.9,1.05,13.02,0.06,0,0,0,0,0,0,2.71,2.71,0,0,10.71,2.71,2.71,20,50,107,107,0,100,,56,56,254,254,9,0.9,0,,,,,,,,,0.1,0.76,,2.97,1.69,18.14,0.14,,,,,,,
Patrick Taylor,,0,RB,RB1,5200,SF,@ MIA,2,23,3.1,2.7,2.6,0,0,0,0,0,0.1409,4.33,16.64,0.17,4.33,0,0,0,0,0,0,0,0,0,0,0,2.68,2.68,0,0,8.88,2.68,2.68,20,30,54,54,0,100,,56,34,255,255,0,0.5,0,,,,,,,,,3.04,11.96,0.08,0.85,0.58,3.12,,,,,,,,
Kylen Granson,,0,TE,TE1,2600,IND,vs TEN,31,23.25,3.2,4.9,1.7,0,0,0,0,0,0,0,0,0,2.16,0.0748,2.16,1.22,13.84,0.01,0,0,0,0,0,0,2.66,2.66,0,0,9.06,2.66,2.66,14,28,48,48,0,100,,56,60,256,256,9,1,0,,,,,,,,,0.04,0.04,,2.46,1.58,17.63,0.02,,,,,,,
Gerald Everett,,0,TE,TE2,2500,CHI,vs DET,11,20.25,5,7.4,1.4,0,0,0,0,0,0,0,0,0,1.8,0.0538,1.8,1.19,10.43,0.07,0,0,0,0,0,0,2.65,2.65,0,0,12.65,2.65,2.65,14,29,49,49,0,100,,56,61,257,257,24,1.1,0,,,,,,,,,0.11,0.56,0.01,4.04,2.7,26.55,0.18,,,,,,,
Jermaine Burton,,0,WR,WR4,3000,CIN,vs CLE,8,28,2.2,0,2.4,0,0,0,0,0,0,0,0,0,2.27,0.0551,2.27,0.8,14.32,0.03,0,0,0,0,0,0,2.41,2.41,0,0,6.81,2.41,2.41,20,50,108,108,0,100,,56,56,258,258,8,0.8,0,,,,,,,,,,,,2.33,0.67,17.83,,,,,,,,
Allen Robinson,,0,WR,WR4,3000,DET,@ CHI,6,26.75,9.2,4.1,0.6,0,0,0,0,0,0,0,0,0,1.59,0.0485,1.59,0.9,10.43,0.06,0,0,0,0,0,0,2.3,2.3,0,0,20.7,2.3,2.3,20,50,109,109,0,100,,56,56,259,259,25,0.8,0,,,,,,,,,0.03,0.08,,7.28,4.3,54.08,0.34,,,,,,,
Pierre Strong,,0,RB,RB2,4400,CLE,@ CIN,25,18.5,3.7,2.7,2.5,0,0,0,0,0,0.1633,4.32,19.25,0.06,4.32,0,0,0,0,0,0,0,0,0,0,0,2.29,2.29,0,0,9.69,2.29,2.29,20,38,55,55,0,100,,56,42,260,260,0,0.5,0,,,,,,,,,3.07,15.33,0.07,1,0.7,5.83,,,,,,,,
Craig Reynolds,,0,RB,RB2,4000,DET,@ CHI,28,26.75,4.4,2.6,1,0,0,0,0,0,0.1263,4.68,21.6,0.02,4.68,0,0,0,0,0,0,0,0,0,0,0,2.28,2.28,0,0,11.08,2.28,2.28,20,42,56,56,0,100,,56,46,261,261,0,0.6,0,,,,,,,,,4.55,19.52,0.03,0.83,0.76,7.52,,,,,,,,
Browns,,0,DST,DST1,2300,CLE,@ CIN,4,28,5.3,9.3,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.26,0.26,0,0.09,28,2.25,2.25,0,0,12.85,2.25,2.25,6,15,31,31,0,100,,56,63,262,262,9,1,0,,,,,,,,,,,,,,,,2.24,0.72,0.5,0.12,0.02,23.94,349.27
Jalin Hyatt,,0,WR,WR4,3000,NYG,@ ATL,2,17,4.7,4.9,1.5,0,0,0,0,0,0,0,0,0,2.05,0.0612,2.05,1.05,11.91,0,0,0,0,0,0,0,2.24,2.24,0,0,11.64,2.24,2.24,20,50,110,110,0,100,,56,56,263,263,0,0.7,0,,,,,,,,,,,,2.67,1.43,20.29,,,,,,,,
Zay Jones,,0,WR,WR4,3000,ARI,@ CAR,5,25.75,7.2,8.7,1.2,0,0,0,0,0,0,0,0,0,1.65,0.0425,1.65,0.96,9.45,0.05,0,0,0,0,0,0,2.21,2.21,0,0,16.61,2.21,2.21,20,50,111,111,0,100,,56,56,264,264,0,0.7,0,,0.02,0.01,0.29,,,,1.21,0.08,0.24,,5.05,2.92,30.67,0.18,,,,,,,
Bryce Oliver,,0,WR,WR4,3000,TEN,@ IND,14,19.25,1.8,0,1.9,0,0,0,0,0,0,0,0,0,1.02,0.0317,1.02,0.81,12.36,0.01,0,0,0,0,0,0,2.11,2.11,0,0,5.71,2.11,2.11,20,50,112,112,0,100,,56,56,265,265,5,0.7,0,,,,,,,,,,,,0.86,0.71,11.43,,,,,,,,
Devontez Walker,,0,WR,WR4,3000,BAL,vs PIT,27,25.75,4.3,0,3,0,0,0,0,0,0,0,0,0,0.48,0.0157,0.48,0.36,5.82,0.19,0,0,0,0,0,0,2.08,2.08,0,0,10.68,2.08,2.08,20,50,113,113,0,100,,56,56,266,266,0,0.7,0,,,,,,,,,,,,0.33,0.33,7,0.33,,,,,,,
Trey Sermon,,0,RB,RB2,4000,IND,vs TEN,23,23.25,4.3,2.5,4,0,0,0,0,0,0.1347,4.45,14.7,0.1,4.45,0,0,0,0,0,0,0,0,0,0,0,2.07,2.07,0,0,10.67,2.07,2.07,20,42,57,57,0,100,,56,46,267,267,0,0.5,0,,,,,,,,,4.65,17.81,0.12,0.88,0.73,4.58,,,,,,,,
Velus Jones,,0,RB,WR4,4000,CAR,vs ARI,12,20.75,3.3,0.9,1.9,0,0,0,0,0,0,0,0,0,1.53,0.0409,1.53,0.86,8.37,0.05,0,0,0,0,0,0,2,2,0,0,8.6,2,2,20,42,58,58,0,100,,56,46,268,268,0,0.5,0,,,,,,,,,0.79,6.88,0.04,0.92,0.5,5.63,0.04,,,,,,,
Blake Corum,,0,RB,RB2,4200,LAR,@ NYJ,32,24.75,1.6,0,2.4,0,0,0,0,0,0.1548,4.85,19.06,0,4.85,0,0,0,0,0,0,0,0,0,0,0,1.91,1.91,0,0,5.11,1.91,1.91,20,40,59,59,0,100,,56,44,269,269,33,0.5,0,,,,,,,,,4,15.58,,0.58,0.5,3.83,,,,,,,,
Xavier Hutchinson,,0,WR,WR4,3000,HOU,@ KC,16,19.5,1.5,1.8,1.5,0,0,0,0,0,0,0,0,0,2.18,0.0669,2.18,0.91,9.42,0,0,0,0,0,0,0,1.85,1.85,0,0,4.85,1.85,1.85,19,50,114,114,0,100,,50,56,270,270,12,0.6,1.8,0.6,,,,,,,,0.22,2.13,,1.65,0.7,7.52,,,,,,,,
Jake Bobo,,0,WR,WR4,3000,SEA,vs MIN,21,19.75,3.7,4.1,2.1,0,0,0,0,0,0,0,0,0,1.18,0.0357,1.18,0.86,7.94,0.03,0,0,0,0,0,0,1.83,1.83,0,0,9.23,1.83,1.83,20,50,115,115,0,100,,56,56,271,271,0,0.6,0,,,,,,,,,0.04,0.13,0.04,1.67,1.25,12.21,0.08,,,,,,,
Chris Conley,,0,WR,WR4,3000,SF,@ MIA,20,23,5.4,9.9,0.2,0,0,0,0,0,0,0,0,0,1.21,0.0374,1.21,0.64,8.73,0.04,0,0,0,0,0,0,1.75,1.75,0,0,12.55,1.75,1.75,20,50,116,116,0,100,,56,56,272,272,10,0.6,0,,,,,,,,,0.01,0.03,,3.77,2.2,28.72,0.15,,,,,,,
Jamari Thrash,,0,WR,WR4,3100,CLE,@ CIN,7,18.5,1.3,0,1.7,0,0,0,0,0,0,0,0,0,1.36,0.0338,1.36,0.89,6.84,0.02,0,0,0,0,0,0,1.69,1.69,0,0,4.29,1.69,1.69,20,49,117,117,0,100,,56,55,273,273,24,0.5,0,,,,,,,,,,,,1.33,1,7.33,,,,,,,,
Chris Brooks,,0,RB,RB2,4000,GB,vs NO,26,28,2,1.2,3,0,0,0,0,0,0.096,3.4,16.23,0,3.4,0,0,0,0,0,0,0,0,0,0,0,1.62,1.62,0,0,5.62,1.62,1.62,20,42,60,60,0,100,,56,46,274,274,29,0.4,0,,,,,,,,,2.6,11.3,,1.1,1,6.7,,,,,,,,
Deven Thompkins,,0,WR,WR4,3000,CAR,vs ARI,1,20.75,3.4,2.1,1.5,0,0,0,0,0,0,0,0,0,1.34,0.0359,1.34,1.03,4.66,0.02,0,0,0,0,0,0,1.62,1.62,0,0,8.42,1.62,1.62,20,50,118,118,0,100,,56,56,274,274,0,0.5,0,,,,,,,,,0.46,3.33,,1.63,1.08,5.63,0.04,,,,,,,
Ashton Dulin,!,0,WR,WR4,3300,IND,vs TEN,31,23.25,3.5,0,1.7,0,0,0,0,0,0,0,0,0,1.03,0.0358,1.03,0.45,7.44,0.07,0,0,0,0,0,0,1.61,1.61,0,0,8.61,1.61,1.61,20,47,119,119,0,100,,56,53,275,275,0,0.5,0,,,,,,,,,0.26,2.04,,1.23,0.7,10.64,0.09,,,,,,,
Patriots,,0,DST,DST1,2100,NE,@ BUF,1,30.25,6.9,6.5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.34,0.08,0,0.08,30.25,1.61,1.61,0,0,15.41,1.61,1.61,6,17,32,32,0,100,,56,65,275,275,18,0.8,0,,,,,,,,,,,,,,,,2.36,0.96,0.49,0.2,0.05,18.76,332.6
Khadarel Hodge,!,0,WR,WR4,3000,ATL,vs NYG,24,26,3.5,2.7,2.3,0,0,0,0,0,0,0,0,0,0.88,0.022,0.88,0.56,8.45,0.03,0,0,0,0,0,0,1.59,1.59,0,0,8.59,1.59,1.59,20,50,120,120,0,100,,56,56,276,276,0,0.5,0,,,,,,,,,0.02,,,1.63,0.95,14.8,0.03,,,,,,,
Dameon Pierce,,0,RB,RB2,4300,HOU,@ KC,13,19.5,7.1,5.5,2.6,0,0,0,0,0,0.0769,2.26,10.16,0.07,2.26,0,0,0,0,0,0,0,0,0,0,0,1.44,1.44,0,0,15.64,1.44,1.44,18,39,61,61,0,100,,54,43,277,277,10,0.3,0.4,0.1,,,,,,,,11.18,42.79,0.21,1.71,1.32,7.88,0.03,,,,,,,
Terrace Marshall Jr.,,0,WR,WR3,3100,LV,vs JAC,15,21.75,4,4.1,1.1,0,0,0,0,0,0,0,0,0,1.11,0.0266,1.11,0.67,6.89,0.01,0,0,0,0,0,0,1.42,1.42,0,0,9.42,1.42,1.42,20,49,121,121,0,100,,56,55,278,278,5,0.5,0,,,,,,,,,,,,3.14,1.83,21.67,0.03,,,,,,,
Johnny Wilson,,0,WR,WR4,3000,PHI,@ WAS,32,25.25,2.5,0,1.2,0,0,0,0,0,0,0,0,0,1.49,0.0518,1.49,0.27,1.69,0.15,0,0,0,0,0,0,1.34,1.34,0,0,6.34,1.34,1.34,20,50,122,122,0,100,,56,56,279,279,0,0.4,0,,,,,,,,,,,,1.25,0.25,1.75,0.13,,,,,,,
Ramel Keyton,,0,WR,WR4,3000,LV,vs JAC,15,21.75,0.8,0,0.6,0,0,0,0,0,0,0,0,0,1.13,0.0269,1.13,0.54,6.09,0.03,0,0,0,0,0,0,1.33,1.33,0,0.13,2.93,1.33,1.33,20,50,123,123,0,100,,56,56,280,280,0,0.4,0,,,,,,,,,,,,1,0.33,2.33,,,,,,,,
Xavier Gipson,,0,WR,WR4,3000,NYJ,vs LAR,18,21.75,3.1,3.2,1.1,0,0,0,0,0,0,0,0,0,0.79,0.019,0.79,0.5,4.05,0.07,0,0,0,0,0,0,1.33,1.33,0,0,7.53,1.33,1.33,20,50,123,123,0,100,,56,56,280,280,0,0.4,0,,,,,,,,,0.26,2.19,0.03,1.55,0.87,8.65,0.03,,,,,,,
Khalil Herbert,,0,RB,RB2,4500,CIN,vs CLE,29,28,7.8,10.2,1.5,0,0,0,0,0,0.0756,1.9,8.92,0.05,1.9,0,0,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,16.79,1.19,1.19,20,37,62,62,0,100,,56,41,281,281,0,0.3,0,,,,,,,,,7.52,36.28,0.18,1.24,0.92,5.96,0.04,,,,,,,
River Cracraft,,0,WR,WR3,3200,MIA,vs SF,29,21.5,3.3,4.5,0.8,0,0,0,0,0,0,0,0,0,0.59,0.0169,0.59,0.43,4.76,0.04,0,0,0,0,0,0,1.15,1.15,0,0,7.75,1.15,1.15,20,48,124,124,0,100,,56,54,282,282,0,0.4,0,,,,,,,,,,,,1.27,0.87,10.47,0.1,,,,,,,
Collin Johnson,,0,WR,WR4,3000,CHI,vs DET,11,20.25,5,2.1,0.4,0,0,0,0,0,0,0,0,0,0.35,0.0104,0.35,0.25,2.25,0.01,0,0,0,0,0,0,0.54,0.54,0,0,10.54,0.54,0.54,20,50,125,125,0,100,,56,56,283,283,0,0.2,0,,,,,,,,,,,,2.35,1.35,17.13,0.09,,,,,,,
DeeJay Dallas,!,0,RB,RB2,4000,ARI,@ CAR,31,25.75,4.3,0.6,0.2,0,0,0,0,0,0.0252,0.72,2.84,0.02,0.72,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,9,0.4,0.4,20,42,63,63,0,100,,56,46,284,284,0,0.1,0,,0.01,,,0.01,0.01,,,1.69,6.97,0.06,1,0.86,5.58,0.01,,,,,,,
Hunter Luepke,,0,RB,RB1,4000,DAL,vs TB,9,22.5,2,1.3,2.2,0,0,0,0,0,0.0358,0.86,2.1,0.03,0.86,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,4.39,0.39,0.39,20,42,64,64,0,100,,56,46,285,285,0,0.1,0,,,,,,,,,0.71,2,0.05,0.81,0.67,6.1,,,,,,,,
Kirk Cousins,,0,QB,QB2,5500,ATL,vs NYG,6,26,8.1,21.3,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,33,33,0,100,,56,31,286,286,58,0,0,,34.75,23.44,265.4,0.71,2.16,1.79,99.91,2.06,5.89,0.13,0.01,0.01,-0.01,,,,,,,,
Carson Wentz,,0,QB,QB2,5400,KC,vs HOU,28,23,7.5,27.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,33,33,0,100,,56,32,286,286,58,0,0,,34.52,21.63,232.45,0.7,2.5,1.59,89.77,3.72,14.77,0.11,0.02,0.02,0.11,,,,,,,,
Jameis Winston,!,0,QB,QB2,5300,CLE,@ CIN,30,18.5,9.6,2.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,33,33,0,100,,56,33,286,286,45,0,0,,31.17,19.06,237.52,1.09,2.16,1.51,79.28,3.16,12.75,0.12,,,,,,,,,,,
Sam Howell,,0,QB,QB2,5200,SEA,vs MIN,20,19.75,9.3,17.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,33,33,0,100,,56,34,286,286,44,0,0,,33.95,21.26,217.79,1.21,3.63,1.16,66.81,2.84,15.79,0.32,0.05,0.05,0.21,,,,,,,,
Ty Johnson,,0,RB,RB3,5200,BUF,vs NE,22,30.25,5.4,3.6,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,65,65,0,100,,56,34,286,286,0,0,0,,,,,,,,,3.51,15.93,0.07,2.09,1.43,13.22,0.09,,,,,,,
Desmond Ridder,,0,QB,QB2,5100,LV,vs JAC,29,21.75,7.8,13.7,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,33,33,0,100,,56,35,286,286,34,0,0,,25.48,16.22,173.52,0.61,1.78,0.7,64.6,3.39,12.74,0.22,0.04,0.04,-0.26,,,,,,,,
Will Levis,!,0,QB,QB2,5000,TEN,@ IND,8,19.25,7.1,12.6,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,33,33,0,100,,56,36,286,286,40,0,0,,26.95,16.5,186.2,0.8,3.4,1,76.07,3.3,11.6,0.05,,,,,,,,,,,
Isaiah Davis,,0,RB,RB3,5000,NYJ,vs LAR,10,21.75,5.4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,65,65,0,100,,56,36,286,286,0,0,0,,,,,,,,,2,8.6,0.1,1.1,0.8,6.7,0.1,,,,,,,
Joe Flacco,,0,QB,QB2,4900,IND,vs TEN,18,23.25,7.6,24.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,33,33,0,100,,56,37,286,286,51,0,0,,37.25,23.52,241.63,0.86,1.94,1.31,84.73,1.47,3.12,0.07,,,-0.04,,,,,,,,
Trey Lance,,0,QB,QB2,4700,DAL,vs TB,32,22.5,7.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,33,33,0,100,,56,39,286,286,7,0,0,,10.8,6,81.8,0.4,0.8,0.5,57.1,5.8,24.9,0.1,,,,,,,,,,,
Jake Haener,,0,QB,QB2,4600,NO,@ GB,4,14,2.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,33,33,0,100,,56,40,286,286,0,0,0,,4.88,2.25,28.25,0.13,0.75,0.13,39.49,1.38,2.75,,,,,,,,,,,,
Tyrod Taylor,,0,QB,QB2,4600,NYJ,vs LAR,16,21.75,8.6,9.3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,33,33,0,100,,56,40,286,286,39,0,0,,23.53,14.5,163.59,0.38,2.35,0.89,84.98,5.2,29.27,0.24,0.03,0.01,0.05,,,,,,,,
Jake Browning,,0,QB,QB2,4500,CIN,vs CLE,14,28,9.6,17.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,33,33,0,100,,56,41,286,286,40,0,0,,24.3,17.1,193.6,0.7,2.4,1.2,80.55,2.8,12.6,0.3,0.1,0.1,-0.7,,,,,,,,
Sean Tucker,,0,RB,RB3,4400,TB,@ DAL,24,26,8.6,1.7,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,65,65,0,100,,56,42,286,286,0,0,0,,,,,,,,,3.24,16.24,0.12,0.76,0.59,6.65,0.06,,,,,,,
Tommy DeVito,,0,QB,QB2,4400,NYG,@ ATL,31,17,6.3,10.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,33,33,0,100,,56,42,286,286,38,0,0,,20.18,13.18,123.45,0.27,3.91,0.73,86.37,4,20.64,0.09,,,,,,,,,,,
Tim Boyle,,0,QB,QB3,4400,NYG,@ ATL,31,17,4.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,33,33,0,100,,56,42,286,286,0,0,0,,10.59,6.41,55,0.59,0.55,0.23,28.42,1.32,0.41,,,,,,,,,,,,
Ke'Shawn Vaughn,,0,RB,RB3,4400,SF,@ MIA,2,23,3.9,1.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,65,65,0,100,,56,42,286,286,0,0,0,,,,,,,,,4.38,16.17,0.08,1.13,0.58,3.38,0.04,,,,,,,
Taylor Heinicke,,0,QB,QB2,4300,LAC,vs DEN,22,22.25,7.6,14,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,33,33,0,100,,56,43,286,286,36,0,0,,24.36,15.26,167.33,0.72,1.82,0.97,85.73,2.82,14.82,0.08,0.03,0.03,-0.05,,,,,,,,
Andy Dalton,,0,QB,QB2,4300,CAR,vs ARI,3,20.75,7.9,13.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,33,33,0,100,,56,43,286,286,50,0,0,,31.85,20.12,224.91,0.76,2.13,1.4,87.71,2.53,8.05,0.1,0.02,0.02,-0.06,,,,,,,,
