,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Hunter Henry,!,0,TE,TE1,4100,NE,vs BUF,5,16.25,6.1,6.5,8.1,0,0,0,0,0,0,0,0,0,4.25,0.1343,4.25,2.89,32.04,0.29,0,0,0,0,0,0,7.83,7.83,0,0,20.03,7.83,7.83,0,100,,38,1.9,9,18,18,46,130,130,,,,,,,,,,,5.01,3.43,40.69,0.38,,,,,,,
Wan'Dale Robinson,,0,WR,WR2,3800,NYG,vs WAS,11,18.75,6,9.1,9.2,0,0,0,0,0,0,0,0,0,5.3,0.192,5.3,4.42,31.48,0.04,0,0,0,0,0,0,7.81,7.81,0,0,19.81,7.81,7.81,0,100,,34,2.1,43,51,51,49,131,131,,,,,,,,0.4,0.7,,5.6,4.5,36.8,0.1,,,,,,,
Emari Demercado,,0,RB,RB2,4800,ARI,@ SEA,7,18.75,4.3,0,4.7,0,0,0,0,0,0.2629,6.76,25.65,0.33,9.34,0.0661,2.58,1.85,11.91,0.03,0,0,0,0,0,0,7.77,7.77,0,1.32,16.37,7.77,7.77,0,100,,9,1.6,26,34,34,39,132,132,,,,,,,,3.2,11.8,0.2,2,1.4,9.2,,,,,,,,
Tyler Allgeier,,0,RB,RB2,4500,ATL,@ TB,1,18.25,6.6,10.2,7.9,0,0,0,0,0,0.4336,11.47,49.21,0.21,12.67,0.046,1.2,0.89,5.57,0.02,0,0,0,0,0,0,7.75,7.75,0,0,20.95,7.75,7.75,0,100,,31,1.7,29,35,35,42,133,133,,,,,,,,12.95,58.05,0.23,1.23,1,7.77,0.05,,,,,,,
Commanders,,0,DST,DST1,3500,WAS,@ NYG,31,18.75,5.2,6.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0.76,0.43,0,0.22,18.75,7.73,7.73,0,0,18.13,7.73,7.73,0,100,,22,2.2,6,9,9,52,134,134,,,,,,,,,,,,,,,2.58,0.79,0.54,0.14,0.03,23.01,355.01
Juwan Johnson,!,0,TE,TE1,3000,NO,vs JAC,6,20.25,5.9,8.4,4.4,0,0,0,0,0,0,0,0,0,4.18,0.1497,4.18,2.57,28.04,0.38,0,0,0,0,0,0,7.65,7.65,0,0,19.45,7.65,7.65,0,100,,0,2.6,20,19,19,57,135,135,,,,,,,,,,,3.03,1.83,21.31,0.31,,,,,,,
Ezekiel Elliott,,0,RB,RB2,4800,NE,vs BUF,8,16.25,8.9,12.4,7.2,0,0,0,0,0,0.3853,7.25,30.62,0.27,9.26,0.0634,2.01,1.54,10.34,0.05,0,0,0,0,0,0,7.56,7.56,0,0,25.36,7.56,7.56,0,100,,51,1.6,26,36,36,39,136,136,0.02,0.01,0.04,0.01,,,-2.98,17.59,77.33,0.62,3.81,2.89,21.69,0.11,,,,,,,
JuJu Smith-Schuster,!,0,WR,WR3,3200,NE,vs BUF,10,16.25,9.3,12.1,4.5,0,0,0,0,0,0,0,0,0,4.59,0.145,4.59,3.18,33.32,0.17,0,0,0,0,0,0,7.53,7.53,0,0,26.13,7.53,7.53,0,100,,31,2.4,49,52,52,55,137,137,,,,,,,,0.05,0.26,0.01,7.11,4.92,57.4,0.35,,,,,,,
Marquez Valdes-Scantling,,0,WR,WR2,3200,KC,vs LAC,12,26.25,7.1,7.4,3.1,0,0,0,0,0,0,0,0,0,4.67,0.1218,4.67,2.33,38.65,0.21,0,0,0,0,0,0,7.46,7.46,0,0,21.66,7.46,7.46,0,100,,3,2.3,49,53,53,55,138,138,,,,,,,,0.11,0.6,,4.26,2.16,37.05,0.19,,,,,,,
Trey McBride,,0,TE,TE2,2600,ARI,@ SEA,23,18.75,4.8,6.8,4.3,0,0,0,0,0,0,0,0,0,4.63,0.1185,4.63,3.53,33.85,0.08,0,0,0,0,0,0,7.4,7.4,0,0.2,17,7.4,7.4,0,100,,17,2.8,24,20,20,61,139,139,,,,,,,,,,,3.6,2.73,27.07,0.07,,,,,,,
Roschon Johnson,!,0,RB,RB1,4600,CHI,vs LV,27,17.25,5.6,0,7,0,0,0,0,0,0.2659,7.12,32.53,0.21,9.16,0.0827,2.04,1.76,10,0.02,0,0,0,0,0,0,7.39,7.39,0,0,18.59,7.39,7.39,0,100,,20,1.6,28,37,37,41,140,140,,,,,,,,5,24.4,0.2,2.4,2.2,11.6,,,,,,,,
Zack Moss,,0,RB,RB2,6200,IND,vs CLE,16,19,7.8,5.3,21.9,0,0,0,0,0,0.4428,11.25,51.41,0.36,11.25,0,0,0,0,0,0,0,0,0,0,0,7.3,7.3,0,0,22.9,7.3,7.3,0,100,,11,1.2,15,38,38,25,141,141,,,,,,,,9.02,39.73,0.3,1.82,1.41,10.02,0.07,,,,,,,
Trey Palmer,,0,WR,WR3,3600,TB,vs ATL,31,20.25,2.9,0,5.8,0,0,0,0,0,0,0,0,0,4.39,0.1133,4.39,2.34,28.04,0.36,0,0,0,0,0,0,7.3,7.3,0,2.95,13.1,7.3,7.3,0,100,,50,2,45,54,54,51,141,141,,,,,,,,,,,3.2,1.6,17.8,0.4,,,,,,,
49ers,,0,DST,DST1,3500,SF,@ MIN,14,18.5,5.6,9.3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,1.59,0.4,0,0,18.5,7.27,7.27,0,0,18.47,7.27,7.27,0,100,,11,2.1,6,10,10,52,142,142,,,,,,,,,,,,,,,2.32,0.71,0.53,0.11,0.01,22.7,337.41
Isaiah Hodgins,,0,WR,WR4,4100,NYG,vs WAS,11,18.75,6.2,11.2,5.1,0,0,0,0,0,0,0,0,0,3.51,0.1274,3.51,2.73,27.17,0.3,0,0,0,0,0,0,7.25,7.25,0,0,19.65,7.25,7.25,0,100,,32,1.8,40,55,55,46,143,143,,,,,,,,,,,4.36,3.36,35.64,0.36,,,,,,,
Chargers,,0,DST,DST1,2200,LAC,@ KC,11,26.25,5.4,5.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0.86,0.75,0,0,26.25,7.17,7.17,0,0,17.97,7.17,7.17,0,100,,13,3.3,19,11,11,65,144,144,,,,,,,,,,,,,,,2.22,0.82,0.51,0.15,0.02,23.08,348.76
Darius Slayton,,0,WR,WR1,3700,NYG,vs WAS,11,18.75,7.8,10,6.8,0,0,0,0,0,0,0,0,0,4.62,0.1675,4.62,2.62,36.87,0.14,0,0,0,0,0,0,7.15,7.15,0,0,22.75,7.15,7.15,0,100,,14,1.9,44,56,56,50,145,145,,,,,,,,0.05,-0.23,,5.47,3.02,45,0.24,,,,,,,
Luke Musgrave,,0,TE,TE1,3300,GB,@ DEN,32,23,3.5,0,6.8,0,0,0,0,0,0,0,0,0,4.69,0.1425,4.69,3.46,30.66,0.09,0,0,0,0,0,0,7.07,7.07,0,1.82,14.07,7.07,7.07,0,100,,49,2.1,17,21,21,54,146,146,,,,,,,,,,,4.6,3.6,31.8,,,,,,,,
Calvin Austin III,,0,WR,WR3,3300,PIT,@ LAR,16,20.25,5.5,0,6.5,0,0,0,0,0,0,0,0,0,4.9,0.1522,4.9,2.67,32.18,0.19,0,0,0,0,0,0,7.03,7.03,0,0,18.03,7.03,7.03,0,100,,15,2.1,48,57,57,54,147,147,,,,,,,,0.4,0.6,,4.4,2.4,28.6,0.2,,,,,,,
Marvin Mims Jr.,,0,WR,WR3,3600,DEN,vs GB,17,22,8,0,7.3,0,0,0,0,0,0,0,0,0,2.34,0.0661,2.34,1.8,41.03,0.18,0,0,0,0,0,0,6.98,6.98,0,0,22.98,6.98,6.98,0,100,,0,1.9,45,58,58,51,148,148,,,,,,,,0.5,2.17,,2,1.67,41,0.17,,,,,,,
Noah Fant,,0,TE,TE1,2800,SEA,vs ARI,16,25.75,5.8,7.2,7,0,0,0,0,0,0,0,0,0,3.78,0.1023,3.78,2.83,30.92,0.17,0,0,0,0,0,0,6.94,6.94,0,0,18.54,6.94,6.94,0,100,,33,2.5,22,22,22,59,149,149,,,,,,,,0.04,-0.18,,4.84,3.45,38.21,0.21,,,,,,,
Brandon Johnson,,0,WR,WR4,3000,DEN,vs GB,17,22,5.9,3,6.4,0,0,0,0,0,0,0,0,0,2.96,0.0837,2.96,1.66,20.85,0.52,0,0,0,0,0,0,6.87,6.87,0,0,18.67,6.87,6.87,0,100,,0,2.3,51,59,59,57,150,150,,,,,,,,,,,2.45,1.27,14.91,0.36,,,,,,,
Lions,,0,DST,DST1,2700,DET,@ BAL,17,22.25,5.3,5.4,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.93,0.41,0,0.21,22.25,6.84,6.84,0,0,17.44,6.84,6.84,0,100,,4,2.5,14,12,12,60,151,151,,,,,,,,,,,,,,,2.04,0.63,0.49,0.15,0.04,24.66,369.78
Cade Otton,,0,TE,TE1,2900,TB,vs ATL,3,20.25,4.5,6.6,5.9,0,0,0,0,0,0,0,0,0,4.83,0.1246,4.83,3.17,26.38,0.17,0,0,0,0,0,0,6.83,6.83,0,0.08,15.83,6.83,6.83,0,100,,30,2.4,21,23,23,58,152,152,,,,,,,,,,,4.32,2.89,26.05,0.16,,,,,,,
Josh Reynolds,,0,WR,WR2,4300,DET,@ BAL,14,19.25,6.3,8.7,14.2,0,0,0,0,0,0,0,0,0,3.68,0.1181,3.68,2.26,32.23,0.22,0,0,0,0,0,0,6.8,6.8,0,0,19.4,6.8,6.8,0,100,,14,1.6,38,60,60,44,153,153,,,,,,,,0.1,0.46,,4.32,2.55,34.18,0.22,,,,,,,
Rams,,0,DST,DST1,3900,LAR,vs PIT,21,20.25,6.1,5.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1.05,0.31,0,0.1,20.25,6.62,6.62,0,0,18.82,6.62,6.62,0,100,,21,1.7,2,13,13,48,154,154,,,,,,,,,,,,,,,2.67,0.92,0.5,0.17,0.05,21.49,338.94
Royce Freeman,,0,RB,RB2,4000,LAR,vs PIT,6,23.25,4.5,5,0,0,0,0,0,0,0.5557,14.78,51.59,0.24,14.78,0,0,0,0,0,0,0,0,0,0,0,6.6,6.6,0,0,15.6,6.6,6.6,0,100,,21,1.7,34,39,39,47,155,155,,,,,,,,6.68,24.97,0.14,1.81,1.44,8.8,0.02,,,,,,,
Kadarius Toney,,0,WR,WR3,3800,KC,vs LAC,12,26.25,7.1,6.5,5.3,0,0,0,0,0,0,0,0,0,3.94,0.1028,3.94,2.86,24.46,0.21,0,0,0,0,0,0,6.57,6.57,0,0,20.77,6.57,6.57,0,100,,3,1.7,43,61,61,49,156,156,0.17,0.04,0.79,,0.04,,8.34,0.63,3.58,0.04,4.25,3,28.46,0.13,,,,,,,
Eagles,,0,DST,DST1,2700,PHI,vs MIA,2,24.75,6.3,8.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0.34,0.59,0.08,0.17,24.75,6.51,6.51,0,0,19.11,6.51,6.51,0,100,,19,2.4,14,14,14,60,157,157,,,,,,,,,,,,,,,2.64,0.81,0.58,0.23,0.03,21.82,345.44
Giants,,0,DST,DST1,3000,NYG,vs WAS,26,20.75,5.9,6.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.51,0.41,0,0.31,20.75,6.45,6.45,0,0,18.25,6.45,6.45,0,100,,2,2.2,11,15,15,57,158,158,,,,,,,,,,,,,,,1.99,0.77,0.51,0.17,0.03,23.84,370.24
Donald Parham,,0,TE,TE2,3000,LAC,@ KC,24,21.25,4.5,4.8,6.2,0,0,0,0,0,0,0,0,0,2.67,0.0674,2.67,1.91,18.68,0.43,0,0,0,0,0,0,6.36,6.36,0,0,15.36,6.36,6.36,0,100,,8,2.1,20,24,24,57,159,159,,,,,,,,,,,2.12,1.45,16.06,0.3,,,,,,,
Kyle Pitts,,0,TE,TE1,4000,ATL,@ TB,29,18.25,6.5,7.6,8.8,0,0,0,0,0,0,0,0,0,4.65,0.1788,4.65,2.63,32.35,0.08,0,0,0,0,0,0,6.35,6.35,0,0,19.35,6.35,6.35,0,100,,32,1.6,10,25,25,47,160,160,,,,,,,,0.03,-0.12,,6.27,3.58,49.48,0.12,,,,,,,
DeVante Parker,,0,WR,WR2,3400,NE,vs BUF,10,16.25,7.6,8.8,5.3,0,0,0,0,0,0,0,0,0,3.91,0.1235,3.91,2.34,30.77,0.15,0,0,0,0,0,0,6.32,6.32,0,0,21.52,6.32,6.32,0,100,,30,1.9,47,62,62,53,161,161,,,,,,,,,,,6.35,3.71,52.47,0.26,,,,,,,
Darnell Mooney,,0,WR,WR2,3500,CHI,vs LV,15,17.25,6.6,9.2,6.2,0,0,0,0,0,0,0,0,0,4.17,0.1696,4.17,2.48,29.86,0.14,0,0,0,0,0,0,6.31,6.31,0,0,19.51,6.31,6.31,0,100,,37,1.8,46,63,63,52,162,162,,,,,,,,0.22,1.1,0.02,6.49,3.92,47.57,0.22,,,,,,,
Ravens,,0,DST,DST1,2500,BAL,vs DET,4,19.25,6.7,7.8,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0.48,0.48,0.1,0,19.25,6.26,6.26,0,0,19.66,6.26,6.26,0,100,,15,2.5,16,16,16,62,163,163,,,,,,,,,,,,,,,2.43,0.8,0.53,0.2,0.03,19.6,326.99
Browns,,0,DST,DST1,3300,CLE,@ IND,12,19,5.2,6.2,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0.87,0.37,0,0,19,6.19,6.19,0,0,16.59,6.19,6.19,0,100,,5,1.9,8,17,17,54,164,164,,,,,,,,,,,,,,,2.18,0.71,0.48,0.1,0.02,24.19,354.58
Austin Hooper,,0,TE,TE2,2500,LV,@ CHI,4,20.25,6.2,5.7,3.2,0,0,0,0,0,0,0,0,0,3.5,0.1188,3.5,2.54,26.04,0.17,0,0,0,0,0,0,6.16,6.16,0,0,18.56,6.16,6.16,0,100,,22,2.5,25,26,26,62,165,165,,,,,,,,,,,4.39,3.2,32.46,0.23,,,,,,,
Elijah Moore,,0,WR,WR2,4200,CLE,@ IND,27,21,7.4,6.3,7.6,0,0,0,0,0,0,0,0,0,4.64,0.151,4.64,2.7,28.48,0.1,0,0,0,0,0,0,6.15,6.15,0,0,20.95,6.15,6.15,0,100,,17,1.5,39,64,64,45,166,166,,,,,,,,0.6,2.33,0.03,5.97,3.37,38.37,0.2,,,,,,,
Patriots,,0,DST,DST1,2100,NE,vs BUF,8,24.25,7.1,10.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.74,0.37,0.09,0.28,24.25,6.03,6.03,0,0,20.23,6.03,6.03,0,100,,20,2.9,20,18,18,66,167,167,,,,,,,,,,,,,,,2.41,1.03,0.5,0.21,0.06,18.35,334.06
Jauan Jennings,,0,WR,WR3,3800,SF,@ MIN,25,25.5,5.4,5.2,3.9,0,0,0,0,0,0,0,0,0,3.45,0.1081,3.45,2.14,29.12,0.16,0,0,0,0,0,0,6.01,6.01,0,0,16.81,6.01,6.01,0,100,,0,1.6,43,65,65,49,168,168,,,,,,,,,,,3.15,1.94,24.26,0.18,,,,,,,
Dalton Kincaid,,0,TE,TE2,3100,BUF,@ NE,22,24.25,2.4,0,5.8,0,0,0,0,0,0,0,0,0,3.86,0.1163,3.86,3.1,24.25,0.08,0,0,0,0,0,0,6.01,6.01,0,2.41,10.81,6.01,6.01,0,100,,59,1.9,19,27,27,56,168,168,,,,,,,,,,,3.8,3.4,23.6,,,,,,,,
Kenneth Gainwell,,0,RB,RB2,4500,PHI,vs MIA,19,26.75,5.6,5.2,5.9,0,0,0,0,0,0.1881,5.77,23,0.21,7.61,0.0565,1.84,1.39,9.04,0.01,0,0,0,0,0,0,5.91,5.91,0,0,17.11,5.91,5.91,0,100,,13,1.3,29,40,40,42,169,169,,,,,,,,4.26,17.68,0.24,2.39,1.71,12.24,0.03,,,,,,,
Cardinals,,0,DST,DST1,2300,ARI,@ SEA,16,25.75,6.3,5.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0.68,0.49,0,0.1,25.75,5.87,5.87,0,0,18.47,5.87,5.87,0,100,,7,2.6,18,19,19,64,170,170,,,,,,,,,,,,,,,2.54,0.75,0.63,0.17,0.04,23.42,350.57
Josh Oliver,,0,TE,TE2,2500,MIN,vs SF,13,18.5,3.6,3.4,4.8,0,0,0,0,0,0,0,0,0,3.66,0.0954,3.66,2.33,21.33,0.23,0,0,0,0,0,0,5.84,5.84,0,0.44,13.04,5.84,5.84,0,100,,0,2.3,25,28,28,62,171,171,,,,,,,,,,,1.83,1.13,9.8,0.1,,,,,,,
Vikings,,0,DST,DST1,2800,MIN,vs SF,1,25.5,6,6,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0.57,0.48,0,0.19,25.5,5.72,5.72,0,0,17.72,5.72,5.72,0,100,,19,2,13,20,20,59,172,172,,,,,,,,,,,,,,,2.53,0.87,0.54,0.19,0.03,21.6,347.94
Chiefs,,0,DST,DST1,2400,KC,vs LAC,10,21.25,6.7,7,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0.56,0.84,0,0,21.25,5.61,5.61,0,0,19.01,5.61,5.61,0,100,,19,2.3,17,21,21,63,173,173,,,,,,,,,,,,,,,2.47,0.98,0.6,0.27,0.03,20.78,360.06
Raiders,,0,DST,DST1,3800,LV,@ CHI,28,17.25,4.4,4.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.81,0.12,0.12,0.12,17.25,5.57,5.57,0,0,14.37,5.57,5.57,0,100,,0,1.5,3,22,22,49,174,174,,,,,,,,,,,,,,,1.7,0.61,0.46,0.07,0.03,25.31,363.4
Kylen Granson,!,0,TE,TE1,3000,IND,vs CLE,2,19,3,4.7,6.5,0,0,0,0,0,0,0,0,0,3.54,0.1251,3.54,2.44,25.38,0.09,0,0,0,0,0,0,5.52,5.52,0,1.02,11.52,5.52,5.52,0,100,,29,1.8,20,29,29,57,175,175,,,,,,,,0.03,,,2.79,2,19.93,0.03,,,,,,,
Deven Thompkins,,0,WR,WR4,3000,TB,vs ATL,31,20.25,4.8,3.6,4.9,0,0,0,0,0,0,0,0,0,4.47,0.1155,4.47,2.73,16.37,0.19,0,0,0,0,0,0,5.51,5.51,0,0,15.11,5.51,5.51,0,100,,0,1.8,51,66,66,57,176,176,,,,,,,,0.63,6.63,,3.13,1.88,11.38,0.13,,,,,,,
Noah Gray,,0,TE,TE2,3000,KC,vs LAC,12,26.25,2.6,4.1,5.5,0,0,0,0,0,0,0,0,0,2.73,0.0713,2.73,2.14,23.72,0.16,0,0,0,0,0,0,5.47,5.47,0,1.57,10.67,5.47,5.47,0,100,,35,1.8,20,30,30,57,177,177,,,,,,,,0.07,0.07,0.03,2.03,1.57,16.07,0.1,,,,,,,
Colby Parkinson,,0,TE,TE2,2500,SEA,vs ARI,16,25.75,3.5,4.9,3.9,0,0,0,0,0,0,0,0,0,3.39,0.0917,3.39,2.29,25.81,0.1,0,0,0,0,0,0,5.47,5.47,0,0.22,12.47,5.47,5.47,0,100,,13,2.2,25,30,30,62,177,177,,,,,,,,,,,2.32,1.64,18.96,0.08,,,,,,,
Jonnu Smith,,0,TE,TE2,3600,ATL,@ TB,29,18.25,5.3,4.3,11.6,0,0,0,0,0,0,0,0,0,3.14,0.1205,3.14,2.19,22.64,0.15,0,0,0,0,0,0,5.35,5.35,0,0,15.95,5.35,5.35,0,100,,15,1.5,14,31,31,51,178,178,,,,,,,,0.18,1.43,0.01,3.33,2.26,24.61,0.21,,,,,,,
Nelson Agholor,,0,WR,WR4,3400,BAL,vs DET,19,22.25,7.2,5.7,8.6,0,0,0,0,0,0,0,0,0,3.2,0.1316,3.2,1.96,23.71,0.17,0,0,0,0,0,0,5.35,5.35,0,0,19.75,5.35,5.35,0,100,,16,1.6,47,67,67,53,178,178,0.01,0.01,0.12,,,,1.2,0.15,0.81,,4.98,3.02,37.59,0.26,,,,,,,
Marvin Jones,,0,WR,WR4,3000,DET,@ BAL,14,19.25,8.7,7.5,1.9,0,0,0,0,0,0,0,0,0,3.08,0.0987,3.08,1.84,24.25,0.17,0,0,0,0,0,0,5.29,5.29,0,0,22.69,5.29,5.29,0,100,,27,1.8,51,68,68,57,179,179,,,,,,,,0.06,0.29,,6.5,3.92,53.4,0.38,,,,,,,
Skyy Moore,,0,WR,WR1,3500,KC,vs LAC,12,26.25,4.1,3.1,5.6,0,0,0,0,0,0,0,0,0,3.42,0.0893,3.42,2.11,25.04,0.1,0,0,0,0,0,0,5.21,5.21,0,0,13.41,5.21,5.21,0,100,,0,1.5,46,69,69,52,180,180,,,,,,,,0.29,2.24,,2.57,1.57,18.81,0.05,,,,,,,
Mack Hollins,,0,WR,WR2,3400,ATL,@ TB,29,18.25,5.7,9.2,5.1,0,0,0,0,0,0,0,0,0,3.51,0.135,3.51,2.01,24.68,0.12,0,0,0,0,0,0,5.2,5.2,0,0,16.6,5.2,5.2,0,100,,0,1.5,47,70,70,53,181,181,0.01,0.01,0.06,,,,1.19,0.06,0.57,,3.09,1.8,23.33,0.14,,,,,,,
Hunter Renfrow,,0,WR,WR4,3100,LV,@ CHI,23,20.25,7.2,8,2.4,0,0,0,0,0,0,0,0,0,2.84,0.0966,2.84,2.08,21.96,0.15,0,0,0,0,0,0,5.18,5.18,0,0,19.58,5.18,5.18,0,100,,31,1.7,50,71,71,56,182,182,,,,,,,,0.05,0.05,,5.49,4.1,44.07,0.28,,,,,,,
Broncos,,0,DST,DST1,2600,DEN,vs GB,6,23,6,5.9,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0.74,0.46,0,0.18,23,5.14,5.14,0,0,17.14,5.14,5.14,0,100,,18,2,15,23,23,61,183,183,,,,,,,,,,,,,,,2.46,0.79,0.52,0.14,0.01,21.04,334.07
John Bates,,0,TE,TE2,2500,WAS,@ NYG,8,20.75,3.3,3.4,4.1,0,0,0,0,0,0,0,0,0,3.01,0.0849,3.01,2.26,22.74,0.09,0,0,0,0,0,0,5.07,5.07,0,0.12,11.67,5.07,5.07,0,100,,20,2,25,32,32,62,184,184,,,,,,,,,,,2.38,1.75,18.33,0.08,,,,,,,
Bears,,0,DST,DST1,2900,CHI,vs LV,19,20.25,6,3.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0.87,0.44,0,0,20.25,5.04,5.04,0,0,17.04,5.04,5.04,0,100,,6,1.7,12,24,24,58,185,185,,,,,,,,,,,,,,,2.24,0.71,0.5,0.15,0.04,22.21,338.24
Braxton Berrios,,0,WR,WR4,3000,MIA,@ PHI,26,24.75,5.7,3.4,7,0,0,0,0,0,0,0,0,0,3.09,0.0852,3.09,2.12,22.07,0.11,0,0,0,0,0,0,4.99,4.99,0,0,16.39,4.99,4.99,0,100,,0,1.7,51,72,72,57,186,186,0.01,0.01,0.03,,,0.01,1.72,0.29,2.48,0.06,2.68,1.8,18.32,0.09,,,,,,,
Eli Mitchell,,0,RB,RB2,5100,SF,@ MIN,22,25.5,8.2,8.7,2.7,0,0,0,0,0,0.2567,7.42,34.82,0.25,7.42,0,0,0,0,0,0,0,0,0,0,0,4.98,4.98,0,0,21.38,4.98,4.98,0,100,,33,1,23,41,41,36,187,187,,,,,,,,14.21,67.95,0.37,1.47,1.32,7.68,0.05,,,,,,,
Odell Beckham Jr.,,0,WR,WR2,3900,BAL,vs DET,19,22.25,10,0,5.1,0,0,0,0,0,0,0,0,0,2.93,0.1203,2.93,1.71,22.62,0.16,0,0,0,0,0,0,4.93,4.93,0,0,24.93,4.93,4.93,0,100,,38,1.3,42,73,73,48,188,188,0.06,0.04,1.62,,0.01,0.02,17.63,0.18,1.52,0.01,8.73,5.09,69.7,0.49,,,,,,,
Van Jefferson,,0,WR,WR4,3500,ATL,@ TB,29,18.25,5.3,7.9,3.8,0,0,0,0,0,0,0,0,0,3.15,0.1211,3.15,1.72,24.75,0.12,0,0,0,0,0,0,4.92,4.92,0,0,15.52,4.92,4.92,0,100,,22,1.4,46,74,74,52,189,189,,,,,,,,0.09,0.5,,3.96,2.2,32.59,0.22,,,,,,,
Zach Charbonnet,,0,RB,RB2,4300,SEA,vs ARI,31,25.75,1.6,0,4.1,0,0,0,0,0,0.1818,4.65,20.8,0.05,6.75,0.0567,2.1,1.46,9.45,0.02,0,0,0,0,0,0,4.91,4.91,0,2.51,8.11,4.91,4.91,0,100,,61,1.1,31,42,42,44,190,190,,,,,,,,4.6,21.8,,1.8,1.2,7.2,,,,,,,,
Matt Breida,,0,RB,RB2,4800,NYG,vs WAS,18,18.75,6.7,3.5,5.1,0,0,0,0,0,0.1655,4.79,20.93,0.09,6.25,0.0529,1.46,1.18,7.85,0.04,0,0,0,0,0,0,4.84,4.84,0,0,18.24,4.84,4.84,0,100,,0,1,26,43,43,39,191,191,,,,,,,,6.7,31.13,0.11,1.71,1.35,10.67,0.07,,,,,,,
Kendre Miller,,0,RB,RB2,4300,NO,vs JAC,4,20.25,4.5,0,5.4,0,0,0,0,0,0.2041,5.11,17.92,0.07,6.77,0.0595,1.66,1.35,11.51,0.02,0,0,0,0,0,0,4.83,4.83,0,0,13.83,4.83,4.83,0,100,,17,1.1,31,44,44,44,192,192,,,,,,,,6,18.25,,2,1.75,17.75,,,,,,,,
Alec Pierce,!,0,WR,WR3,3300,IND,vs CLE,3,19,5.1,7,4.3,0,0,0,0,0,0,0,0,0,3.76,0.1326,3.76,1.9,25.32,0.06,0,0,0,0,0,0,4.79,4.79,0,0,14.99,4.79,4.79,0,100,,19,1.5,48,75,75,54,193,193,,,,,,,,,,,4.5,2.36,33.73,0.09,,,,,,,
Durham Smythe,,0,TE,TE1,2800,MIA,@ PHI,27,24.75,2.9,3.1,3.9,0,0,0,0,0,0,0,0,0,3.03,0.0835,3.03,2.24,21.62,0.06,0,0,0,0,0,0,4.76,4.76,0,0.41,10.56,4.76,4.76,0,100,,15,1.7,22,33,33,59,194,194,,,,,,,,0.06,0.06,0.02,2.06,1.55,14.56,0.05,,,,,,,
Adam Trautman,,0,TE,TE2,2600,DEN,vs GB,9,22,4,3.7,3.7,0,0,0,0,0,0,0,0,0,2.94,0.0832,2.94,2.01,18.53,0.15,0,0,0,0,0,0,4.76,4.76,0,0,12.76,4.76,4.76,0,100,,7,1.8,24,33,33,61,194,194,,,,,,,,,,,2.49,1.79,18.08,0.13,,,,,,,
Brandon Powell,,0,WR,WR3,3200,MIN,vs SF,30,18.5,3.8,2.8,2.4,0,0,0,0,0,0,0,0,0,3.5,0.0914,3.5,2.44,19.22,0.06,0,0,0,0,0,0,4.72,4.72,0,0,12.32,4.72,4.72,0,100,,0,1.5,49,76,76,55,195,195,,,,,,,,0.44,1.98,,1.56,1.1,8.44,0.04,,,,,,,
Deonte Harty,,0,WR,WR4,3000,BUF,@ NE,21,24.25,4.6,0.6,4.8,0,0,0,0,0,0,0,0,0,2.47,0.0745,2.47,1.82,19.94,0.13,0,0,0,0,0,0,4.59,4.59,0,0,13.79,4.59,4.59,0,100,,0,1.5,51,77,77,57,196,196,,,,,,,,0.38,2.66,,2.3,1.64,20.13,0.11,,,,,,,
Dontayvion Wicks,,0,WR,WR4,3000,GB,@ DEN,8,23,4.9,0,4.5,0,0,0,0,0,0,0,0,0,2.83,0.086,2.83,1.55,19.76,0.16,0,0,0,0,0,0,4.49,4.49,0,0,14.29,4.49,4.49,0,100,,0,1.5,51,78,78,57,197,197,,,,,,,,,,,2.8,1.4,19,0.2,,,,,,,
