,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Tyjae Spears,,0,RB,RB2,4400,TEN,vs IND,31,20.75,3.8,0,7.1,0,0,0,0,0,0.2023,5.98,29.02,0.11,9.62,0.1192,3.64,2.66,16.21,0,0,0,0,0,0,0,7.84,7.84,0,2.14,15.44,7.84,7.84,0,100,,46,1.8,31,35,35,44,130,130,,,,,,,,4.55,23.09,0.09,3.64,2.64,16.27,,,,,,,,
Zay Jones,,0,WR,WR3,3700,JAC,vs CIN,7,24,7.3,12.8,7.2,0,0,0,0,0,0,0,0,0,5.61,0.1516,5.61,3.27,32.23,0.21,0,0,0,0,0,0,7.75,7.75,0,0,22.35,7.75,7.75,0,100,,0,2.1,45,53,53,51,131,131,0.02,0.01,0.32,,,,1.31,0.09,0.26,,5.01,2.91,30.82,0.2,,,,,,,
Curtis Samuel,,0,WR,WR3,4100,WAS,vs MIA,20,20.25,6.8,10.4,10.4,0,0,0,0,0,0,0,0,0,4.93,0.1457,4.93,3.33,33.09,0.18,0,0,0,0,0,0,7.72,7.72,0,0,21.32,7.72,7.72,0,100,,33,1.9,41,54,54,47,132,132,,,,,,,,1.39,8.19,0.08,5.4,3.55,37.8,0.24,,,,,,,
Browns,,0,DST,DST1,3100,CLE,@ LAR,23,21.75,5.5,6.2,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0.87,0.66,0,0.22,21.75,7.64,7.64,0,0,18.64,7.64,7.64,0,100,,5,2.5,10,9,9,57,133,133,,,,,,,,,,,,,,,2.22,0.73,0.5,0.11,0.02,24.04,351.72
Steelers,,0,DST,DST1,3800,PIT,vs ARI,27,17.5,6.1,6.2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1.29,0.46,0.12,0,17.5,7.44,7.44,0,0,19.64,7.44,7.44,0,100,,24,2,3,10,10,50,134,134,,,,,,,,,,,,,,,2.98,0.95,0.59,0.13,0.04,20.33,335.67
Antonio Gibson,,0,RB,RB2,4500,WAS,vs MIA,6,20.25,7.2,11.1,7.9,0,0,0,0,0,0.1651,3.92,16.44,0.09,7.07,0.093,3.15,2.59,19.38,0.12,0,0,0,0,0,0,7.43,7.43,0,0,21.83,7.43,7.43,0,100,,42,1.7,30,36,36,43,135,135,,,,,,,,10.95,45.29,0.38,3.45,2.8,21.05,0.13,,,,,,,
Jonathan Mingo,,0,WR,WR2,3300,CAR,@ TB,30,16.75,3.1,0,5.7,0,0,0,0,0,0,0,0,0,7.65,0.2176,7.65,3.79,35.85,0,0,0,0,0,0,0,7.38,7.38,0,2.73,13.58,7.38,7.38,0,100,,46,2.2,49,55,55,55,136,136,,,,,,,,,,,5.7,2.8,28.6,,,,,,,,
Kalif Raymond,,0,WR,WR4,3200,DET,@ NO,23,25.5,5.6,6.5,6.8,0,0,0,0,0,0,0,0,0,3.86,0.0935,3.86,2.77,39.12,0.11,0,0,0,0,0,0,7.34,7.34,0,0,18.54,7.34,7.34,0,100,,0,2.3,50,56,56,56,137,137,,,,,,,,0.24,1.41,,2.5,1.76,24.73,0.09,,,,,,,
Dontayvion Wicks,!,0,WR,WR4,3000,GB,vs KC,16,18.25,4.3,0,5.9,0,0,0,0,0,0,0,0,0,4.02,0.1317,4.02,2.62,41.54,0.07,0,0,0,0,0,0,7.19,7.19,0,0.74,15.79,7.19,7.19,0,100,,27,2.4,52,57,57,58,138,138,0.1,0.1,1.4,,,,14.38,0.1,0.1,,3.2,2,33.1,0.1,,,,,,,
DeVante Parker,,0,WR,WR1,3300,NE,vs LAC,17,17.25,7.6,8.8,4.8,0,0,0,0,0,0,0,0,0,4.77,0.1427,4.77,2.8,35.84,0.13,0,0,0,0,0,0,7.16,7.16,0,0,22.36,7.16,7.16,0,100,,29,2.2,49,58,58,55,139,139,,,,,,,,,,,6.24,3.65,51.6,0.25,,,,,,,
Gerald Everett,,0,TE,TE1,3500,LAC,@ NE,22,22.25,5,9.3,7.2,0,0,0,0,0,0,0,0,0,4.16,0.1118,4.16,2.88,27.74,0.25,0,0,0,0,0,0,7.15,7.15,0,0,17.15,7.15,7.15,0,100,,28,2,15,15,15,53,140,140,,,,,,,,0.12,0.58,0.01,4.06,2.73,27.75,0.2,,,,,,,
Justin Watson,,0,WR,WR2,3500,KC,@ GB,12,24.25,4.7,3.4,6.4,0,0,0,0,0,0,0,0,0,4.31,0.1289,4.31,2.15,33.29,0.26,0,0,0,0,0,0,7.04,7.04,0,0,16.44,7.04,7.04,0,100,,0,2,47,59,59,53,141,141,,,,,,,,,,,2.63,1.35,21.05,0.14,,,,,,,
Tyler Conklin,,0,TE,TE1,3000,NYJ,vs ATL,2,16.25,5.2,7.7,7.3,0,0,0,0,0,0,0,0,0,4.74,0.1449,4.74,3.48,29.85,0.08,0,0,0,0,0,0,6.95,6.95,0,0,17.35,6.95,6.95,0,100,,21,2.3,20,16,16,58,142,142,,,,,,,,0.03,0.05,,4.2,2.98,29.58,0.11,,,,,,,
JuJu Smith-Schuster,,0,WR,WR2,3200,NE,vs LAC,17,17.25,9.2,12.1,5.1,0,0,0,0,0,0,0,0,0,4.39,0.1313,4.39,3.02,30,0.15,0,0,0,0,0,0,6.92,6.92,0,0,25.32,6.92,6.92,0,100,,30,2.2,50,60,60,56,143,143,,,,,,,,0.04,0.25,0.01,6.93,4.81,55.64,0.35,,,,,,,
Bengals,,0,DST,DST1,2600,CIN,@ JAC,7,24,5,6.3,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,1.16,0.64,0,0.11,24,6.91,6.91,0,0,16.91,6.91,6.91,0,100,,15,2.7,15,11,11,62,144,144,,,,,,,,,,,,,,,2.14,0.87,0.39,0.11,0.01,22.52,371.7
Buccaneers,,0,DST,DST1,3600,TB,vs CAR,30,16.75,6,6.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.75,0.75,0,0,16.75,6.85,6.85,0,0,18.85,6.85,6.85,0,100,,13,1.9,5,12,12,52,145,145,,,,,,,,,,,,,,,2.51,0.8,0.7,0.16,0.01,23.53,354.65
Falcons,,0,DST,DST1,3400,ATL,@ NYJ,29,16.25,5.5,4.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0.51,0.65,0.13,0.13,16.25,6.79,6.79,0,0,17.79,6.79,6.79,0,100,,0,2,7,13,13,54,146,146,,,,,,,,,,,,,,,1.76,0.72,0.48,0.16,0.03,23.29,361.01
Andrew Ogletree,,0,TE,TE1,2500,IND,@ TEN,31,21.75,4.6,0,4.5,0,0,0,0,0,0,0,0,0,3.21,0.0853,3.21,1.65,26.81,0.41,0,0,0,0,0,0,6.79,6.79,0,0,15.99,6.79,6.79,0,100,,0,2.7,25,17,17,63,146,146,,,,,,,,,,,2.13,1.13,18.38,0.25,,,,,,,
Kyle Pitts,,0,TE,TE1,3800,ATL,@ NYJ,25,17.25,6.1,7.6,7.9,0,0,0,0,0,0,0,0,0,4.61,0.17,4.61,2.8,35.23,0.07,0,0,0,0,0,0,6.74,6.74,0,0,18.94,6.74,6.74,0,100,,34,1.8,12,18,18,50,147,147,,,,,,,,0.03,-0.11,,6,3.5,47.97,0.11,,,,,,,
Alec Pierce,,0,WR,WR3,3300,IND,@ TEN,31,21.75,4.8,7,4.6,0,0,0,0,0,0,0,0,0,5.06,0.1342,5.06,2.84,36.42,0.04,0,0,0,0,0,0,6.72,6.72,0,0,16.32,6.72,6.72,0,100,,21,2,49,61,61,55,148,148,,,,,,,,,,,4.3,2.33,32.74,0.07,,,,,,,
Nick Westbrook,,0,WR,WR3,3200,TEN,vs IND,14,20.75,6.3,5.7,7,0,0,0,0,0,0,0,0,0,3.48,0.1139,3.48,2.15,27.27,0.27,0,0,0,0,0,0,6.5,6.5,0,0,19.1,6.5,6.5,0,100,,0,2,50,62,62,56,149,149,,,,,,,,,,,3.08,1.88,24.73,0.21,,,,,,,
Kenneth Gainwell,,0,RB,RB2,4500,PHI,vs SF,9,22.25,5.3,5.2,6,0,0,0,0,0,0.1817,5.09,20.7,0.29,7.15,0.0716,2.06,1.59,9.57,0.01,0,0,0,0,0,0,6.42,6.42,0,0,17.02,6.42,6.42,0,100,,16,1.4,30,37,37,43,150,150,,,,,,,,4.14,17.05,0.26,2.35,1.72,11.86,0.02,,,,,,,
Jonnu Smith,,0,TE,TE2,3200,ATL,@ NYJ,25,17.25,5.5,4.3,9.1,0,0,0,0,0,0,0,0,0,3.47,0.1281,3.47,2.46,27.26,0.19,0,0,0,0,0,0,6.33,6.33,0,0,17.33,6.33,6.33,0,100,,11,2,18,19,19,56,151,151,0.01,,,,,,0.02,0.18,1.35,0.01,3.28,2.24,24.8,0.21,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,3100,TEN,vs IND,14,20.75,4.2,6.3,5.2,0,0,0,0,0,0,0,0,0,4.35,0.1424,4.35,2.89,27.49,0.1,0,0,0,0,0,0,6.24,6.24,0,0,14.64,6.24,6.24,0,100,,29,2,19,20,20,57,152,152,,,,,,,,0.15,0.23,,3.65,2.46,26.96,0.12,,,,,,,
Emari Demercado,,0,RB,RB2,4400,ARI,@ PIT,5,17.5,4.5,0,5.7,0,0,0,0,0,0.2401,6.25,25.45,0.11,8.81,0.0741,2.56,1.95,10.1,0,0,0,0,0,0,0,6.17,6.17,0,0,15.17,6.17,6.17,0,100,,21,1.4,31,38,38,44,153,153,,,,,,,,6.5,26.25,0.13,2,1.5,8,,,,,,,,
Donald Parham,,0,TE,TE2,3300,LAC,@ NE,22,22.25,4.6,4.8,5.5,0,0,0,0,0,0,0,0,0,2.95,0.0794,2.95,1.96,20.92,0.35,0,0,0,0,0,0,6.15,6.15,0,0,15.35,6.15,6.15,0,100,,6,1.9,17,21,21,55,154,154,,,,,,,,,,,2.26,1.51,16.85,0.28,,,,,,,
49ers,,0,DST,DST1,3000,SF,@ PHI,5,22.25,5.7,9.3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,1.1,0.61,0,0,22.25,6.14,6.14,0,0,17.54,6.14,6.14,0,100,,11,2,11,14,14,58,155,155,,,,,,,,,,,,,,,2.37,0.72,0.55,0.1,0.01,22.44,336.67
Cedrick Wilson,,0,WR,WR4,3000,MIA,@ WAS,32,29.25,7.2,2,6.9,0,0,0,0,0,0,0,0,0,3.09,0.0796,3.09,2.05,25.66,0.25,0,0,0,0,0,0,6.12,6.12,0,0,20.52,6.12,6.12,0,100,,0,2,52,63,63,58,156,156,0.1,0.1,2.22,,0.04,0.02,12.5,0.12,0.14,,2.66,1.82,22.88,0.2,,,,,,,
Trey Palmer,,0,WR,WR3,3200,TB,vs CAR,5,19.75,2.5,0,5.5,0,0,0,0,0,0,0,0,0,4.68,0.1274,4.68,2.76,24.26,0.15,0,0,0,0,0,0,6.09,6.09,0,2.34,11.09,6.09,6.09,0,100,,55,1.9,50,64,64,56,157,157,,,,,,,,0.09,0.55,,3.91,2.27,20.64,0.18,,,,,,,
Greg Dortch,,0,WR,WR3,3700,ARI,@ PIT,27,17.5,6.8,7.3,2.4,0,0,0,0,0,0,0,0,0,3.82,0.1108,3.82,2.6,25.09,0.16,0,0,0,0,0,0,6.07,6.07,0,0,19.67,6.07,6.07,0,100,,0,1.6,45,65,65,51,158,158,,,,,,,,0.24,2,,2.53,1.91,17.26,0.09,,,,,,,
Dameon Pierce,,0,RB,RB2,5100,HOU,vs DEN,27,25.25,6.6,13.4,7.4,0,0,0,0,0,0.5081,14.29,50.21,0.17,14.29,0,0,0,0,0,0,0,0,0,0,0,6.04,6.04,0,0,19.24,6.04,6.04,0,100,,41,1.2,25,39,39,37,159,159,,,,,,,,15.9,60.95,0.24,2.48,1.9,12.05,0.05,,,,,,,
Rams,,0,DST,DST1,3700,LAR,vs CLE,15,18.75,6,5.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0.62,0.48,0,0,18.75,5.88,5.88,0,0,17.88,5.88,5.88,0,100,,21,1.6,4,15,15,51,160,160,,,,,,,,,,,,,,,2.68,0.9,0.5,0.16,0.05,21.5,338.67
Texans,,0,DST,DST1,3300,HOU,vs DEN,12,22.25,6,5.8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0.79,0.68,0,0.11,22.25,5.85,5.85,0,0,17.85,5.85,5.85,0,100,,3,1.8,8,16,16,55,161,161,,,,,,,,,,,,,,,2.21,0.77,0.53,0.14,0.03,23.6,363.17
Marquez Valdes-Scantling,,0,WR,WR4,3100,KC,@ GB,12,24.25,7.1,7.4,4.1,0,0,0,0,0,0,0,0,0,3.73,0.1114,3.73,1.86,29.85,0.16,0,0,0,0,0,0,5.81,5.81,0,0,20.01,5.81,5.81,0,100,,0,1.9,51,66,66,57,162,162,,,,,,,,0.11,0.56,,4.2,2.13,36.42,0.19,,,,,,,
Panthers,,0,DST,DST1,2500,CAR,@ TB,20,19.75,6.1,5.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.48,0.24,0,0.36,19.75,5.81,5.81,0,0,18.01,5.81,5.81,0,100,,12,2.3,16,17,17,63,162,162,,,,,,,,,,,,,,,2.49,0.81,0.57,0.17,0.03,23.28,346.78
Allen Robinson,,0,WR,WR3,3000,PIT,vs ARI,1,23.5,9,8.5,4.1,0,0,0,0,0,0,0,0,0,3.98,0.107,3.98,2.39,26.84,0.12,0,0,0,0,0,0,5.79,5.79,0,0,23.79,5.79,5.79,0,100,,31,1.9,52,67,67,58,163,163,,,,,,,,0.03,0.09,,7.76,4.57,58.05,0.37,,,,,,,
Durham Smythe,,0,TE,TE1,2500,MIA,@ WAS,32,29.25,2.9,3.1,4,0,0,0,0,0,0,0,0,0,3.78,0.0974,3.78,2.82,25.62,0.06,0,0,0,0,0,0,5.74,5.74,0,1.39,11.54,5.74,5.74,0,100,,15,2.3,25,22,22,63,164,164,,,,,,,,0.06,0.06,0.01,2.1,1.58,14.73,0.04,,,,,,,
Jameson Williams,,0,WR,WR3,3600,DET,@ NO,23,25.5,4.8,2.5,6.1,0,0,0,0,0,0,0,0,0,3.24,0.0786,3.24,1.54,24.5,0.29,0,0,0,0,0,0,5.73,5.73,0,0,15.33,5.73,5.73,0,100,,0,1.6,46,68,68,52,165,165,,,,,,,,0.08,3.08,,2.46,1,17.31,0.23,,,,,,,
Tanner Hudson,,0,TE,TE1,2700,CIN,@ JAC,15,15,3,3.9,6.9,0,0,0,0,0,0,0,0,0,4.01,0.124,4.01,3,27.34,0,0,0,0,0,0,0,5.73,5.73,0,1.23,11.73,5.73,5.73,0,100,,21,2.1,23,23,23,61,165,165,,,,,,,,,,,2.7,1.85,19.6,,,,,,,,
Seahawks,,0,DST,DST1,2600,SEA,@ DAL,1,28.25,5.2,6.5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0.72,0.51,0,0.2,28.25,5.71,5.71,0,0,16.11,5.71,5.71,0,100,,30,2.2,15,18,18,62,166,166,,,,,,,,,,,,,,,2.47,0.78,0.61,0.15,0.05,21.24,352.65
Adam Trautman,,0,TE,TE1,2900,DEN,@ HOU,13,22.25,3.9,3.7,4.1,0,0,0,0,0,0,0,0,0,2.87,0.0853,2.87,2.1,19.98,0.24,0,0,0,0,0,0,5.54,5.54,0,0,13.34,5.54,5.54,0,100,,11,1.9,21,24,24,59,167,167,,,,,,,,,,,2.42,1.77,17.81,0.14,,,,,,,
Dalvin Cook,!,0,RB,RB2,4400,NYJ,vs ATL,13,16.25,10.6,14.6,3.1,0,0,0,0,0,0.2904,5.3,23.24,0.14,7.14,0.0564,1.84,1.36,8.38,0.02,0,0,0,0,0,0,5.48,5.48,0,0,26.68,5.48,5.48,0,100,,36,1.2,31,40,40,44,168,168,,,,,0.01,,,15.77,72.23,0.56,3.64,2.78,21.89,0.06,,,,,,,
Royce Freeman,,0,RB,RB2,4500,LAR,vs CLE,25,21.75,4.5,5,5.9,0,0,0,0,0,0.3634,10.11,39.95,0.24,10.11,0,0,0,0,0,0,0,0,0,0,0,5.44,5.44,0,0,14.44,5.44,5.44,0,100,,24,1.2,30,41,41,43,169,169,,,,,,,,7.14,27.58,0.16,1.69,1.33,8.11,0.02,,,,,,,
Mike Gesicki,,0,TE,TE2,2500,NE,vs LAC,17,17.25,6.8,5.8,4.1,0,0,0,0,0,0,0,0,0,3.76,0.1125,3.76,2.34,23.12,0.13,0,0,0,0,0,0,5.43,5.43,0,0,19.03,5.43,5.43,0,100,,7,2.2,25,25,25,63,170,170,0.01,,,,,,0.44,,,,4.51,2.83,31.45,0.21,,,,,,,
Demarcus Robinson,,0,WR,WR4,3000,LAR,vs CLE,8,21.75,5.8,6.7,3.4,0,0,0,0,0,0,0,0,0,3.17,0.0917,3.17,2.09,22.71,0.16,0,0,0,0,0,0,5.32,5.32,0,0,16.92,5.32,5.32,0,100,,3,1.8,52,69,69,58,171,171,,,,,,,,,,,3.52,2.28,25.34,0.19,,,,,,,
Lions,,0,DST,DST1,3000,DET,@ NO,17,21.5,5.3,5.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.81,0.46,0.11,0,21.5,5.3,5.3,0,0,15.9,5.3,5.3,0,100,,2,1.8,11,19,19,58,172,172,,,,,,,,,,,,,,,2.02,0.62,0.49,0.14,0.05,24.73,369.38
Saints,,0,DST,DST1,2700,NO,vs DET,3,25.5,6.1,6.2,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,1.06,0.49,0,0.19,25.5,5.3,5.3,0,0,17.5,5.3,5.3,0,100,,13,2,14,19,19,61,172,172,,,,,,,,,,,,,,,2.54,0.84,0.56,0.13,0.02,22.33,348.11
Treylon Burks,!,0,WR,WR2,3400,TEN,vs IND,14,20.75,5.1,8.3,4.3,0,0,0,0,0,0,0,0,0,4.43,0.1451,4.43,2.2,28.88,0.03,0,0,0,0,0,0,5.27,5.27,0,0,15.47,5.27,5.27,0,100,,27,1.6,48,70,70,54,173,173,,,,,,,,0.38,3.81,,4.5,2.56,35.38,0.06,,,,,,,
A.T. Perry,,0,WR,WR2,3300,NO,vs DET,11,21.5,5.1,0,6.8,0,0,0,0,0,0,0,0,0,2.95,0.0942,2.95,1.7,23.11,0.21,0,0,0,0,0,0,5.27,5.27,0,0,15.47,5.27,5.27,0,100,,0,1.6,49,70,70,55,173,173,,,,,,,,,,,3,1.5,22.5,0.5,,,,,,,
Marvin Mims Jr.,,0,WR,WR3,3300,DEN,@ HOU,13,22.25,6.8,0,4.7,0,0,0,0,0,0,0,0,0,2.62,0.0776,2.62,1.8,29.17,0.09,0,0,0,0,0,0,5.26,5.26,0,0,18.86,5.26,5.26,0,100,,0,1.6,49,71,71,55,174,174,,,,,,,,0.55,0.91,,1.91,1.36,25.64,0.09,,,,,,,
Quentin Johnston,,0,WR,WR2,4000,LAC,@ NE,22,22.25,3.8,0,4.2,0,0,0,0,0,0,0,0,0,4.08,0.1098,4.08,2.35,21.5,0.12,0,0,0,0,0,0,5.22,5.22,0,0,12.82,5.22,5.22,0,100,,10,1.3,42,72,72,48,175,175,,,,,,,,0.09,0.18,,3.36,1.91,17.27,0.09,,,,,,,
Jalen Tolbert,,0,WR,WR4,3200,DAL,vs SEA,28,28.25,4.3,1.6,4.4,0,0,0,0,0,0,0,0,0,3.49,0.0922,3.49,1.95,22.13,0.15,0,0,0,0,0,0,5.06,5.06,0,0,13.66,5.06,5.06,0,100,,0,1.6,50,73,73,56,176,176,,,,,,,,,,,2.82,1.64,17.73,0.09,,,,,,,
Olamide Zaccheaus,,0,WR,WR4,3000,PHI,vs SF,29,22.25,5.5,6.9,3.8,0,0,0,0,0,0,0,0,0,2.74,0.0955,2.74,1.6,21.47,0.21,0,0,0,0,0,0,5.01,5.01,0,0,16.01,5.01,5.01,0,100,,5,1.7,52,74,74,58,177,177,,,,,,,,0.08,0.17,,3.11,1.91,27.25,0.19,,,,,,,
Jauan Jennings,,0,WR,WR3,3500,SF,@ PHI,26,25.25,5.3,5.2,3.7,0,0,0,0,0,0,0,0,0,3.21,0.1052,3.21,1.85,23.38,0.12,0,0,0,0,0,0,4.91,4.91,0,0,15.51,4.91,4.91,0,100,,0,1.4,47,75,75,53,178,178,,,,,,,,,,,3.18,1.92,23.53,0.16,,,,,,,
Noah Gray,,0,TE,TE2,2500,KC,@ GB,12,24.25,2.6,4.1,4.7,0,0,0,0,0,0,0,0,0,2.65,0.0793,2.65,2.05,21.56,0.11,0,0,0,0,0,0,4.87,4.87,0,0.97,10.07,4.87,4.87,0,100,,33,1.9,25,26,26,63,179,179,,,,,,,,0.06,0.06,0.03,2.06,1.6,16.54,0.09,,,,,,,
Trenton Irwin,,0,WR,WR4,3000,CIN,@ JAC,15,15,5.5,7,5.6,0,0,0,0,0,0,0,0,0,2.33,0.0719,2.33,1.6,21.07,0.19,0,0,0,0,0,0,4.85,4.85,0,0,15.85,4.85,4.85,0,100,,0,1.6,52,76,76,58,180,180,,,,,,,,0.04,0.48,,2.3,1.52,21.13,0.22,,,,,,,
Skyy Moore,,0,WR,WR3,3000,KC,@ GB,12,24.25,3.8,3.1,4.7,0,0,0,0,0,0,0,0,0,3.5,0.1045,3.5,2.15,23.45,0.05,0,0,0,0,0,0,4.8,4.8,0,0,12.4,4.8,4.8,0,100,,0,1.6,52,77,77,58,181,181,,,,,,,,0.23,1.81,,2.62,1.62,18.81,0.04,,,,,,,
Packers,,0,DST,DST1,2500,GB,vs KC,13,24.25,5.3,6.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0.31,0.62,0,0.1,24.25,4.62,4.62,0,0,15.22,4.62,4.62,0,100,,18,1.8,16,20,20,63,182,182,,,,,,,,,,,,,,,2.43,0.83,0.48,0.1,0.01,22.05,349.78
Chris Moore,,0,WR,WR4,3100,TEN,vs IND,14,20.75,4.8,7.9,4.9,0,0,0,0,0,0,0,0,0,2.74,0.0897,2.74,1.7,23.28,0.09,0,0,0,0,0,0,4.57,4.57,0,0,14.17,4.57,4.57,0,100,,0,1.5,51,78,78,57,183,183,,,,,,,,0.2,0.84,,2.46,1.56,19.1,0.1,,,,,,,
Cardinals,,0,DST,DST1,2900,ARI,@ PIT,26,23.5,6.2,5.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0.74,0.32,0,0,23.5,4.54,4.54,0,0,16.94,4.54,4.54,0,100,,7,1.6,12,21,21,59,184,184,,,,,,,,,,,,,,,2.53,0.75,0.62,0.16,0.03,23.55,350.13
Eagles,,0,DST,DST1,2800,PHI,vs SF,2,25.25,6.2,8.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0.5,0.29,0.1,0,25.25,4.54,4.54,0,0,16.94,4.54,4.54,0,100,,21,1.6,13,21,21,60,184,184,,,,,,,,,,,,,,,2.63,0.81,0.58,0.22,0.03,21.87,347.08
Mack Hollins,!,0,WR,WR3,3300,ATL,@ NYJ,25,17.25,5.6,9.2,5.2,0,0,0,0,0,0,0,0,0,2.86,0.1054,2.86,1.71,21.7,0.09,0,0,0,0,0,0,4.42,4.42,0,0,15.62,4.42,4.42,0,100,,0,1.3,49,79,79,55,185,185,0.01,0.01,0.06,,,,1.16,0.06,0.56,,3.08,1.82,23.56,0.14,,,,,,,
Colby Parkinson,,0,TE,TE2,2500,SEA,@ DAL,9,19.25,3.4,4.9,3.2,0,0,0,0,0,0,0,0,0,2.66,0.0948,2.66,2,20.08,0.06,0,0,0,0,0,0,4.37,4.37,0,0,11.17,4.37,4.37,0,100,,11,1.7,25,27,27,63,186,186,,,,,,,,,,,2.17,1.59,17.86,0.07,,,,,,,
Van Jefferson,,0,WR,WR2,3100,ATL,@ NYJ,25,17.25,5.2,7.9,3.1,0,0,0,0,0,0,0,0,0,3.09,0.1141,3.09,1.6,22.15,0.09,0,0,0,0,0,0,4.36,4.36,0,0,14.76,4.36,4.36,0,100,,19,1.4,51,80,80,57,187,187,,,,,,,,0.08,0.45,,3.84,2.1,30.49,0.2,,,,,,,
Patriots,,0,DST,DST1,2400,NE,vs LAC,11,22.25,7,10.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0.55,0.43,0.11,0,22.25,4.36,4.36,0,0,18.36,4.36,4.36,0,100,,20,1.8,17,22,22,64,187,187,,,,,,,,,,,,,,,2.41,1.02,0.51,0.2,0.05,18.38,333.89
Irv Smith Jr.,,0,TE,TE2,2500,CIN,@ JAC,15,15,5.6,6.9,3.8,0,0,0,0,0,0,0,0,0,2.62,0.081,2.62,1.91,14.11,0.17,0,0,0,0,0,0,4.34,4.34,0,0,15.54,4.34,4.34,0,100,,15,1.7,25,28,28,63,188,188,,,,,,,,,,,3.64,2.54,23,0.29,,,,,,,
Brevin Jordan,,0,TE,TE1,2500,HOU,vs DEN,10,25.25,4,3,3.6,0,0,0,0,0,0,0,0,0,2.31,0.0572,2.31,1.57,14.91,0.19,0,0,0,0,0,0,4.2,4.2,0,0,12.2,4.2,4.2,0,100,,13,1.7,25,29,29,63,189,189,,,,,,,,,,,2.82,1.82,16.64,0.18,,,,,,,
Rico Dowdle,,0,RB,RB2,4800,DAL,vs SEA,19,28.25,4.4,0,5.4,0,0,0,0,0,0.2357,7.65,32.72,0.15,7.65,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,12.97,4.17,4.17,0,100,,0,0.9,27,42,42,40,190,190,,,,,,,,3.82,15.88,0.06,0.65,0.59,4.06,0.12,,,,,,,
Jake Bobo,,0,WR,WR4,3000,SEA,@ DAL,9,19.25,5,0,5.4,0,0,0,0,0,0,0,0,0,1.91,0.0682,1.91,1.5,16.04,0.17,0,0,0,0,0,0,4.12,4.12,0,0,14.12,4.12,4.12,0,100,,7,1.4,52,81,81,58,191,191,,,,,,,,0.11,0.33,0.11,2,1.56,18,0.22,,,,,,,
Byron Pringle,,0,WR,WR4,3000,WAS,vs MIA,20,20.25,5.7,4.4,3.1,0,0,0,0,0,0,0,0,0,2.22,0.0657,2.22,1.55,19.45,0.09,0,0,0,0,0,0,4.04,4.04,0,0,15.44,4.04,4.04,0,100,,3,1.3,52,82,82,58,192,192,,,,,,,,,,,2.76,1.96,25.85,0.2,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR4,3000,DEN,@ HOU,13,22.25,3.9,1.3,2.9,0,0,0,0,0,0,0,0,0,1.83,0.0542,1.83,1.27,16.79,0.18,0,0,0,0,0,0,4.03,4.03,0,0,11.83,4.03,4.03,0,100,,7,1.3,52,83,83,58,193,193,,,,,,,,,,,1.8,1.2,18.4,0.2,,,,,,,
Noah Fant,,0,TE,TE1,2700,SEA,@ DAL,9,19.25,5.8,7.2,4.5,0,0,0,0,0,0,0,0,0,2.4,0.0855,2.4,1.73,18.83,0.07,0,0,0,0,0,0,4.03,4.03,0,0,15.63,4.03,4.03,0,100,,28,1.5,23,30,30,61,193,193,,,,,,,,0.04,-0.16,,4.6,3.27,36.33,0.19,,,,,,,
Braxton Berrios,,0,WR,WR3,3000,MIA,@ WAS,32,29.25,5.6,3.4,4.6,0,0,0,0,0,0,0,0,0,2.59,0.0667,2.59,1.78,16.99,0.08,0,0,0,0,0,0,3.96,3.96,0,0,15.16,3.96,3.96,0,100,,0,1.3,52,84,84,58,194,194,0.01,0.01,0.03,,,0.01,1.63,0.27,2.34,0.05,2.62,1.74,17.52,0.08,,,,,,,
