,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Curtis Samuel,,0,WR,WR3,3700,WAS,@ ATL,30,20.75,6.8,10.4,12.3,0,0,0,0,0,0.0513,1.82,9.85,0.14,6.32,0.1275,4.5,3.14,33.36,0.19,0,0,0,0,0,0,9.44,9.44,0,0,23.04,9.44,9.44,0,100,,34,2.6,47,50,50,53,132,132,,,,,,,,1.48,8.81,0.09,5.35,3.52,38.14,0.24,,,,,,,
Rondale Moore,,0,WR,WR3,3500,ARI,@ LAR,8,20.25,7,11,7.3,0,0,0,0,0,0,0,0,0,6.95,0.1778,6.95,5.07,39.72,0.06,0,0,0,0,0,0,9.4,9.4,0,0,23.4,9.4,9.4,0,100,,20,2.7,49,51,51,55,133,133,,,,,,,,1.19,6.93,0.04,5.11,3.93,34.44,0.07,,,,,,,
Colts,,0,DST,DST1,3200,IND,@ JAC,5,23.25,5.4,6.4,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0.89,0.89,0,0.44,23.25,9.21,9.21,0,1.11,20.01,9.21,9.21,0,100,,24,2.9,9,6,6,58,134,134,,,,,,,,,,,,,,,2.26,0.85,0.61,0.18,0.07,23.13,358.64
Logan Thomas,,0,TE,TE1,3500,WAS,@ ATL,2,20.75,6,5.9,11.9,0,0,0,0,0,0,0,0,0,5.99,0.1697,5.99,4.01,36.32,0.26,0,0,0,0,0,0,9.2,9.2,0,0.2,21.2,9.2,9.2,0,100,,12,2.6,16,13,13,55,135,135,0.03,0.03,0.66,,,,4.1,0.06,0.11,,4.26,2.82,26.06,0.22,,,,,,,
Tutu Atwell,,0,WR,WR3,5100,LAR,vs ARI,15,27.25,6.3,5.3,13.9,0,0,0,0,0,0,0,0,0,5.88,0.1464,5.88,3.36,41.79,0.25,0,0,0,0,0,0,9.04,9.04,0,0,21.64,9.04,9.04,0,100,,0,1.8,33,52,52,39,136,136,,,,,,,,0.48,2.65,0.04,3.26,1.83,25.09,0.13,,,,,,,
Hunter Henry,,0,TE,TE1,4400,NE,@ LV,11,19.75,6.1,6.5,9.3,0,0,0,0,0,0,0,0,0,4.72,0.1435,4.72,3.27,37.81,0.32,0,0,0,0,0,0,8.97,8.97,0,0,21.17,8.97,8.97,0,100,,38,2,10,14,14,46,137,137,,,,,,,,,,,5.03,3.45,41.07,0.39,,,,,,,
Dawson Knox,!,0,TE,TE1,3000,BUF,vs NYG,13,29.25,5.6,9,4.9,0,0,0,0,0,0,0,0,0,4.83,0.1326,4.83,3.16,33.45,0.41,0,0,0,0,0,0,8.97,8.97,0,0.57,20.17,8.97,8.97,0,100,,27,3,21,14,14,60,137,137,,,,,,,,0.02,0.21,,4.02,2.6,30.15,0.34,,,,,,,
Lions,,0,DST,DST1,2700,DET,@ TB,22,19.75,5.3,5.4,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0.9,0.67,0,0.22,19.75,8.94,8.94,0,0.99,19.54,8.94,8.94,0,100,,4,3.3,14,7,7,63,138,138,,,,,,,,,,,,,,,2.04,0.63,0.49,0.15,0.04,24.8,370.65
Kareem Hunt,,0,RB,RB2,4700,CLE,vs SF,1,13.25,9.7,7.5,3.4,0,0,0,0,0,0.3276,9.29,38.56,0.26,11.44,0.075,2.15,1.69,12.39,0.08,0,0,0,0,0,0,8.83,8.83,0,0,28.23,8.83,8.83,0,100,,32,1.9,32,39,39,43,139,139,,,,,,,,11.61,51.7,0.41,3.43,2.73,23.2,0.22,,,,,,,
Tyjae Spears,,0,RB,RB2,4900,TEN,vs BAL,6,18.75,4.6,0,8.4,0,0,0,0,0,0.2121,5.51,28.1,0.18,9.44,0.1391,3.93,2.91,17.17,0.04,0,0,0,0,0,0,8.76,8.76,0,1.86,17.96,8.76,8.76,0,100,,45,1.8,30,40,40,41,140,140,,,,,,,,5.4,31.2,0.2,3.8,2.8,12.6,,,,,,,,
Darnell Mooney,,0,WR,WR2,3700,CHI,vs MIN,29,20.25,6.7,9.2,6.1,0,0,0,0,0,0,0,0,0,5.67,0.2119,5.67,3.4,38.12,0.25,0,0,0,0,0,0,8.71,8.71,0,0,22.11,8.71,8.71,0,100,,37,2.4,47,53,53,53,141,141,,,,,,,,0.23,1.13,0.02,6.56,3.96,47.56,0.23,,,,,,,
Isaiah Hodgins,,0,WR,WR3,4300,NYG,@ BUF,19,14.25,6.2,11.2,5.1,0,0,0,0,0,0,0,0,0,4.13,0.1313,4.13,3.15,32.61,0.38,0,0,0,0,0,0,8.69,8.69,0,0,21.09,8.69,8.69,0,100,,32,2,41,54,54,47,142,142,,,,,,,,,,,4.36,3.36,35.64,0.36,,,,,,,
Saints,,0,DST,DST1,3300,NO,@ HOU,11,20.75,6.1,6.2,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,1.22,0.22,0,0.33,20.75,8.65,8.65,0,0,20.85,8.65,8.65,0,100,,13,2.6,8,8,8,57,143,143,,,,,,,,,,,,,,,2.6,0.83,0.55,0.13,0.02,22.33,347.67
Tyler Boyd,,0,WR,WR3,4600,CIN,vs SEA,5,23.75,8.1,10.8,7.9,0,0,0,0,0,0,0,0,0,5.38,0.1519,5.38,3.67,38.34,0.18,0,0,0,0,0,0,8.58,8.58,0,0,24.78,8.58,8.58,0,100,,30,1.9,38,55,55,44,144,144,0.05,0.03,0.79,,0.01,,3.69,0.16,1.44,,6.38,4.34,50.92,0.27,,,,,,,
Darius Slayton,,0,WR,WR1,4000,NYG,@ BUF,19,14.25,7.8,10,5.9,0,0,0,0,0,0,0,0,0,5.41,0.1717,5.41,3.05,43.35,0.19,0,0,0,0,0,0,8.53,8.53,0,0,24.13,8.53,8.53,0,100,,14,2.1,44,56,56,50,145,145,,,,,,,,0.05,-0.23,,5.46,3,44.61,0.25,,,,,,,
Marquez Valdes-Scantling,,0,WR,WR1,3500,KC,vs DEN,11,28.75,7.1,7.4,3.7,0,0,0,0,0,0,0,0,0,5.27,0.1306,5.27,2.69,45.09,0.22,0,0,0,0,0,0,8.52,8.52,0,0,22.72,8.52,8.52,0,100,,4,2.4,49,57,57,55,146,146,,,,,,,,0.11,0.61,,4.3,2.19,37.52,0.19,,,,,,,
Zack Moss,,0,RB,RB2,6200,IND,@ JAC,5,20.25,7.8,5.3,22.9,0,0,0,0,0,0.4442,13.29,61.25,0.39,13.29,0,0,0,0,0,0,0,0,0,0,0,8.47,8.47,0,0,24.07,8.47,8.47,0,100,,9,1.4,17,41,41,28,147,147,,,,,,,,9.07,40.16,0.28,1.7,1.3,9.37,0.07,,,,,,,
Kendrick Bourne,,0,WR,WR2,4200,NE,@ LV,25,19.75,5.9,5.7,10.4,0,0,0,0,0,0,0,0,0,4.71,0.1432,4.71,3.07,39.33,0.24,0,0,0,0,0,0,8.44,8.44,0,0,20.24,8.44,8.44,0,100,,21,2,42,58,58,48,148,148,0.01,0.01,0.26,,,0.01,1.63,0.19,1.69,,3.91,2.59,34.11,0.21,,,,,,,
Wan'Dale Robinson,,0,WR,WR2,3700,NYG,@ BUF,19,14.25,6,9.1,7.6,0,0,0,0,0,0,0,0,0,5.93,0.1882,5.93,4.68,33.7,0.06,0,0,0,0,0,0,8.41,8.41,0,0,20.41,8.41,8.41,0,100,,30,2.3,47,59,59,53,149,149,,,,,,,,0.44,0.78,,5.33,4.11,34,0.11,,,,,,,
Josh Reynolds,,0,WR,WR2,4500,DET,@ TB,28,22.75,6.3,8.7,15.8,0,0,0,0,0,0,0,0,0,4.55,0.1379,4.55,2.76,37.2,0.28,0,0,0,0,0,0,8.16,8.16,0,0,20.76,8.16,8.16,0,100,,14,1.8,39,60,60,45,150,150,,,,,,,,0.1,0.47,,4.34,2.55,33.97,0.22,,,,,,,
Cowboys,,0,DST,DST1,3100,DAL,@ LAC,13,24.75,6.7,9.8,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.16,0.89,0,0.36,24.75,8.14,8.14,0,0,21.54,8.14,8.14,0,100,,7,2.6,10,9,9,59,151,151,,,,,,,,,,,,,,,2.39,0.76,0.63,0.18,0.01,21.45,346.2
Chris Moore,,0,WR,WR3,3000,TEN,vs BAL,21,18.75,4.9,7.9,4.4,0,0,0,0,0,0,0,0,0,4.8,0.1698,4.8,2.98,39.54,0.18,0,0,0,0,0,0,8.01,8.01,0,0.66,17.81,8.01,8.01,0,100,,0,2.7,54,61,61,60,152,152,,,,,,,,0.18,0.39,,2.47,1.56,18.44,0.1,,,,,,,
Drake London,,0,WR,WR1,4800,ATL,vs WAS,9,21.75,6.3,10.9,10.1,0,0,0,0,0,0,0,0,0,5.26,0.2093,5.26,3.19,37.29,0.17,0,0,0,0,0,0,7.94,7.94,0,0,20.54,7.94,7.94,0,100,,41,1.7,36,62,62,42,153,153,0.05,0.05,1,,,,8.05,,,,6.68,4.05,48.64,0.27,,,,,,,
Jonathan Mingo,,0,WR,WR3,3500,CAR,@ MIA,24,16.75,2.3,0,6.1,0,0,0,0,0,0,0,0,0,6.39,0.1969,6.39,3.52,35.66,0.14,0,0,0,0,0,0,7.93,7.93,0,4.48,12.53,7.93,7.93,0,100,,62,2.3,49,63,63,55,154,154,,,,,,,,,,,6.5,3.25,28,,,,,,,,
Patriots,,0,DST,DST1,2600,NE,@ LV,19,21.75,7.1,10.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0.8,0.5,0.1,0.4,21.75,7.92,7.92,0,0,22.12,7.92,7.92,0,100,,20,3,15,10,10,64,155,155,,,,,,,,,,,,,,,2.43,1.03,0.5,0.21,0.06,18.35,333.96
D'Onta Foreman,,0,RB,RB1,4400,CHI,vs MIN,16,20.25,8.4,9.1,4.4,0,0,0,0,0,0.4939,14.38,61.61,0.28,14.38,0,0,0,0,0,0,0,0,0,0,0,7.84,7.84,0,0,24.64,7.84,7.84,0,100,,2,1.8,35,42,42,46,156,156,,,,,,,,11.34,48.71,0.26,0.87,0.63,7.05,0.03,,,,,,,
D.J. Chark,,0,WR,WR2,4000,CAR,@ MIA,24,16.75,8.9,9.2,9.8,0,0,0,0,0,0,0,0,0,4.5,0.1386,4.5,2.53,36.61,0.27,0,0,0,0,0,0,7.81,7.81,0,0,25.61,7.81,7.81,0,100,,17,2,44,64,64,50,157,157,,,,,,,,0.04,0.35,,5.98,3.32,48.81,0.37,,,,,,,
Gerald Everett,,0,TE,TE1,3700,LAC,vs DAL,10,24.75,5,9.3,6,0,0,0,0,0,0,0,0,0,4.86,0.1271,4.86,3.39,32.58,0.19,0,0,0,0,0,0,7.79,7.79,0,0.29,17.79,7.79,7.79,0,100,,26,2.1,14,15,15,53,158,158,,,,,,,,0.11,0.59,0.01,4.1,2.74,28.14,0.18,,,,,,,
Chiefs,,0,DST,DST1,3300,KC,vs DEN,15,18.75,6.7,7,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0.62,0.82,0,0.1,18.75,7.76,7.76,0,0,21.16,7.76,7.76,0,100,,19,2.4,8,11,11,57,159,159,,,,,,,,,,,,,,,2.46,0.97,0.6,0.27,0.03,20.87,361.21
Cade Otton,,0,TE,TE1,3200,TB,vs DET,27,19.75,4.5,6.6,6.7,0,0,0,0,0,0,0,0,0,5.24,0.1347,5.24,3.53,29.07,0.21,0,0,0,0,0,0,7.7,7.7,0,0.95,16.7,7.7,7.7,0,100,,33,2.4,19,16,16,58,160,160,,,,,,,,,,,4.44,3,26.67,0.17,,,,,,,
Jake Ferguson,,0,TE,TE1,3900,DAL,@ LAC,5,25.75,4.3,4.4,8.7,0,0,0,0,0,0,0,0,0,4.44,0.1226,4.44,3.4,29.98,0.21,0,0,0,0,0,0,7.66,7.66,0,1.21,16.26,7.66,7.66,0,100,,25,2,12,17,17,51,161,161,,,,,,,,,,,3.13,2.44,21.81,0.19,,,,,,,
Devin Singletary,,0,RB,RB2,4300,HOU,vs NO,11,20.75,6.3,11.5,4,0,0,0,0,0,0.3025,8.13,37.01,0.19,10.25,0.0575,2.12,1.57,10.46,0.03,0,0,0,0,0,0,7.64,7.64,0,0,20.24,7.64,7.64,0,100,,42,1.8,36,43,43,47,162,162,0.01,0.01,0.09,,,0.01,6.62,10.63,49.31,0.24,3.12,2.31,16,0.06,,,,,,,
Olamide Zaccheaus,,0,WR,WR3,3000,PHI,@ NYJ,2,24.25,5.6,6.9,8,0,0,0,0,0,0,0,0,0,4.34,0.1371,4.34,2.6,35.12,0.25,0,0,0,0,0,0,7.61,7.61,0,0,18.81,7.61,7.61,0,100,,10,2.5,54,65,65,60,163,163,,,,,,,,0.09,0.19,,3.32,2.06,29.72,0.19,,,,,,,
Greg Dulcich,,0,TE,TE1,2500,DEN,@ KC,22,18.75,4.6,8.6,4.2,0,0,0,0,0,0,0,0,0,4.95,0.1544,4.95,2.96,33.96,0.18,0,0,0,0,0,0,7.44,7.44,0,0.54,16.64,7.44,7.44,0,100,,44,3,26,18,18,65,164,164,,,,,,,,,,,5.18,3.18,39.36,0.18,,,,,,,
Kalif Raymond,,0,WR,WR4,3800,DET,@ TB,28,22.75,5.7,6.5,7.7,0,0,0,0,0,0,0,0,0,3.87,0.1174,3.87,2.81,38.33,0.13,0,0,0,0,0,0,7.42,7.42,0,0,18.82,7.42,7.42,0,100,,0,2,46,66,66,52,165,165,,,,,,,,0.22,1.43,,2.43,1.7,23.92,0.09,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,3100,TEN,vs BAL,17,18.75,4.6,6.3,5.1,0,0,0,0,0,0,0,0,0,4.26,0.1508,4.26,3,32.94,0.18,0,0,0,0,0,0,7.37,7.37,0,0.47,16.57,7.37,7.37,0,100,,23,2.4,20,19,19,59,166,166,,,,,,,,0.15,0.1,,3.4,2.35,27.7,0.15,,,,,,,
Hayden Hurst,,0,TE,TE1,3100,CAR,@ MIA,24,16.75,4.7,8.1,5.8,0,0,0,0,0,0,0,0,0,4.51,0.1388,4.51,3.21,27.17,0.22,0,0,0,0,0,0,7.25,7.25,0,0.2,16.65,7.25,7.25,0,100,,29,2.3,20,20,20,59,167,167,,,,,,,,0.01,,,3.79,2.69,25.99,0.22,,,,,,,
David Njoku,!,0,TE,TE1,3700,CLE,vs SF,18,13.25,6,10.2,7.2,0,0,0,0,0,0,0,0,0,4.65,0.1622,4.65,3.15,30.65,0.17,0,0,0,0,0,0,7.24,7.24,0,0,19.24,7.24,7.24,0,100,,20,2,14,21,21,53,168,168,,,,,,,,0.05,-0.08,,4.33,2.85,32.31,0.24,,,,,,,
DeVante Parker,,0,WR,WR1,3500,NE,@ LV,25,19.75,7.6,8.8,6.2,0,0,0,0,0,0,0,0,0,4.34,0.1321,4.34,2.63,35.7,0.17,0,0,0,0,0,0,7.22,7.22,0,0,22.42,7.22,7.22,0,100,,31,2.1,49,67,67,55,169,169,,,,,,,,,,,6.38,3.74,52.91,0.26,,,,,,,
Nick Westbrook,,0,WR,WR2,3400,TEN,vs BAL,21,18.75,6.7,5.7,9.8,0,0,0,0,0,0,0,0,0,3.85,0.136,3.85,2.27,29.59,0.33,0,0,0,0,0,0,7.21,7.21,0,0,20.61,7.21,7.21,0,100,,0,2.1,50,68,68,56,170,170,,,,,,,,,,,3.12,1.88,24.98,0.21,,,,,,,
Austin Hooper,,0,TE,TE2,2500,LV,vs NE,29,21.75,6.2,5.7,3,0,0,0,0,0,0,0,0,0,4.02,0.1221,4.02,2.91,31.15,0.19,0,0,0,0,0,0,7.17,7.17,0,0,19.57,7.17,7.17,0,100,,23,2.9,26,22,22,65,171,171,,,,,,,,,,,4.41,3.21,32.58,0.23,,,,,,,
Kendre Miller,,0,RB,RB2,4500,NO,@ HOU,31,21.75,4.8,0,6.4,0,0,0,0,0,0.2395,7.61,28.49,0.13,9.71,0.0691,2.1,1.77,14.26,0.04,0,0,0,0,0,0,7.07,7.07,0,0,16.67,7.07,7.07,0,100,,25,1.6,34,44,44,45,172,172,,,,,,,,7.33,24.67,,2,2,19.33,,,,,,,,
Donovan Peoples-Jones,,0,WR,WR3,3600,CLE,vs SF,26,13.25,6.8,10.1,3.4,0,0,0,0,0,0,0,0,0,4.57,0.1593,4.57,2.67,36.11,0.13,0,0,0,0,0,0,7.06,7.06,0,0,20.66,7.06,7.06,0,100,,13,2,48,69,69,54,173,173,,,,,,,,0.02,0.04,,4.09,2.5,39.46,0.17,,,,,,,
Nelson Agholor,,0,WR,WR4,3300,BAL,@ TEN,17,23.75,7.2,5.7,9.2,0,0,0,0,0,0,0,0,0,4.25,0.1323,4.25,2.59,30.71,0.23,0,0,0,0,0,0,7.04,7.04,0,0,21.44,7.04,7.04,0,100,,16,2.1,51,70,70,57,174,174,0.01,0.01,0.12,,,,1.21,0.15,0.82,,4.99,3.02,37.57,0.26,,,,,,,
Texans,,0,DST,DST1,2900,HOU,vs NO,23,21.75,6.1,5.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,1.16,0.74,0,0.21,21.75,6.97,6.97,0,0,19.17,6.97,6.97,0,100,,2,2.4,12,12,12,61,175,175,,,,,,,,,,,,,,,2.18,0.77,0.54,0.15,0.03,23.67,363.52
Seahawks,,0,DST,DST1,3000,SEA,@ CIN,17,23.75,5.3,6.5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0.68,0.45,0,0.22,23.75,6.86,6.86,0,0,17.46,6.86,6.86,0,100,,29,2.3,11,13,13,60,176,176,,,,,,,,,,,,,,,2.48,0.78,0.61,0.15,0.05,21.17,353.41
Trey Palmer,,0,WR,WR3,3900,TB,vs DET,22,19.75,3.2,0,5.6,0,0,0,0,0,0,0,0,0,3.48,0.0896,3.48,2.21,21.19,0.42,0,0,0,0,0,0,6.85,6.85,0,2.05,13.25,6.85,6.85,0,100,,43,1.8,45,71,71,51,177,177,,,,,,,,,,,2.25,1.5,10.5,0.5,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR3,3600,SEA,@ CIN,18,20.75,2.4,0,4.5,0,0,0,0,0,0,0,0,0,5.44,0.1754,5.44,3.27,28.37,0.12,0,0,0,0,0,0,6.83,6.83,0,3.23,11.63,6.83,6.83,0,100,,47,1.9,48,72,72,54,178,178,,,,,,,,,,,5,3,15.5,,,,,,,,
Buccaneers,,0,DST,DST1,2300,TB,vs DET,4,22.75,6.1,6.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0.97,1.08,0,0.11,22.75,6.81,6.81,0,0,19.01,6.81,6.81,0,100,,13,3,18,14,14,67,179,179,,,,,,,,,,,,,,,2.5,0.82,0.71,0.17,0.01,23.57,352.82
Trey McBride,,0,TE,TE2,2500,ARI,@ LAR,7,20.25,4.8,6.8,3.2,0,0,0,0,0,0,0,0,0,4.37,0.1117,4.37,3.28,29.48,0.08,0,0,0,0,0,0,6.71,6.71,0,0,16.31,6.71,6.71,0,100,,13,2.7,26,23,23,65,180,180,,,,,,,,,,,3.5,2.64,24.57,0.07,,,,,,,
Noah Fant,,0,TE,TE1,3000,SEA,@ CIN,21,20.75,5.8,7.2,8.7,0,0,0,0,0,0,0,0,0,3.63,0.1171,3.63,2.7,29.98,0.16,0,0,0,0,0,0,6.66,6.66,0,0,18.26,6.66,6.66,0,100,,33,2.2,21,24,24,60,181,181,,,,,,,,0.05,-0.18,,4.89,3.48,38.65,0.21,,,,,,,
Dalton Kincaid,!,0,TE,TE2,3300,BUF,vs NYG,13,29.25,2.4,0,5.8,0,0,0,0,0,0,0,0,0,4.24,0.1163,4.24,3.42,26.7,0.09,0,0,0,0,0,0,6.63,6.63,0,3.03,11.43,6.63,6.63,0,100,,59,2,18,25,25,57,182,182,,,,,,,,,,,3.8,3.4,23.6,,,,,,,,
Andrew Ogletree,,0,TE,TE1,2600,IND,@ JAC,19,20.25,4.7,0,5.6,0,0,0,0,0,0,0,0,0,3.22,0.0888,3.22,2.19,27.02,0.29,0,0,0,0,0,0,6.63,6.63,0,0,16.03,6.63,6.63,0,100,,16,2.6,25,25,25,64,182,182,,,,,,,,,,,2.5,1.75,23.75,0.25,,,,,,,
Ravens,,0,DST,DST1,3600,BAL,@ TEN,24,18.75,6.7,7.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0.74,0.42,0.11,0,18.75,6.59,6.59,0,0,19.99,6.59,6.59,0,100,,15,1.8,5,15,15,54,183,183,,,,,,,,,,,,,,,2.4,0.79,0.52,0.21,0.03,19.63,327.68
Chargers,,0,DST,DST1,2900,LAC,vs DAL,3,25.75,5.4,5.9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0.85,0.64,0,0,25.75,6.59,6.59,0,0,17.39,6.59,6.59,0,100,,13,2.3,12,15,15,61,183,183,,,,,,,,,,,,,,,2.2,0.83,0.5,0.15,0.02,23.11,348.81
Tyler Conklin,,0,TE,TE1,3300,NYJ,vs PHI,30,18.25,5.3,7.7,7.5,0,0,0,0,0,0,0,0,0,4.38,0.1429,4.38,3.09,29.75,0.07,0,0,0,0,0,0,6.49,6.49,0,0,17.09,6.49,6.49,0,100,,18,2,18,26,26,57,184,184,,,,,,,,0.03,0.05,,4.17,2.91,29,0.12,,,,,,,
Deven Thompkins,,0,WR,WR4,3400,TB,vs DET,22,19.75,5,3.6,5.6,0,0,0,0,0,0,0,0,0,4.59,0.1181,4.59,2.9,22.53,0.22,0,0,0,0,0,0,6.47,6.47,0,0,16.47,6.47,6.47,0,100,,0,1.9,50,73,73,56,185,185,,,,,,,,0.57,6.86,,3,1.86,13.29,0.14,,,,,,,
Kadarius Toney,,0,WR,WR3,3800,KC,vs DEN,11,28.75,7.2,6.5,4.5,0,0,0,0,0,0,0,0,0,3.99,0.0988,3.99,2.98,26.85,0.13,0,0,0,0,0,0,6.45,6.45,0,0,20.85,6.45,6.45,0,100,,0,1.7,46,74,74,52,186,186,0.13,0.04,0.83,,0.04,,8.61,0.57,3.96,0.04,4.17,3,29.3,0.09,,,,,,,
Marvin Mims Jr.,,0,WR,WR3,3800,DEN,@ KC,12,18.75,8,0,8.8,0,0,0,0,0,0,0,0,0,2.34,0.0729,2.34,1.75,36.12,0.18,0,0,0,0,0,0,6.44,6.44,0,0,22.44,6.44,6.44,0,100,,9,1.7,46,75,75,52,187,187,,,,,,,,0.6,2.6,,2.4,2,49.2,0.2,,,,,,,
Kylen Granson,,0,TE,TE2,2900,IND,@ JAC,19,20.25,2.9,4.7,5.9,0,0,0,0,0,0,0,0,0,4.3,0.1184,4.3,2.93,27.26,0.12,0,0,0,0,0,0,6.38,6.38,0,2.03,12.18,6.38,6.38,0,100,,28,2.2,22,27,27,61,188,188,,,,,,,,0.04,,,2.75,1.96,18.25,0.04,,,,,,,
Rams,,0,DST,DST1,3700,LAR,vs ARI,26,20.25,6.1,5.7,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,1.14,0.21,0,0.1,20.25,6.37,6.37,0,0,18.57,6.37,6.37,0,100,,21,1.7,4,16,16,53,189,189,,,,,,,,,,,,,,,2.68,0.92,0.5,0.17,0.05,21.59,338.89
Irv Smith Jr.,,0,TE,TE1,3000,CIN,vs SEA,20,23.75,5.8,6.9,3.8,0,0,0,0,0,0,0,0,0,4.17,0.1179,4.17,2.8,22.46,0.22,0,0,0,0,0,0,6.37,6.37,0,0,17.97,6.37,6.37,0,100,,21,2.1,21,28,28,60,189,189,,,,,,,,,,,4,2.73,26.09,0.32,,,,,,,
Josh Oliver,,0,TE,TE2,2500,MIN,@ CHI,4,23.25,3.6,3.4,4.8,0,0,0,0,0,0,0,0,0,3.9,0.1076,3.9,2.51,23.31,0.25,0,0,0,0,0,0,6.34,6.34,0,0.94,13.54,6.34,6.34,0,100,,0,2.5,26,29,29,65,190,190,,,,,,,,,,,1.83,1.13,9.8,0.1,,,,,,,
Isaiah Likely,,0,TE,TE2,2500,BAL,@ TEN,31,23.75,6.1,6.7,2.1,0,0,0,0,0,0,0,0,0,4.13,0.1286,4.13,2.56,25.37,0.2,0,0,0,0,0,0,6.3,6.3,0,0,18.5,6.3,6.3,0,100,,0,2.5,26,30,30,65,191,191,,,,,,,,,,,3.76,2.29,23.82,0.18,,,,,,,
Kenneth Gainwell,,0,RB,RB2,4600,PHI,@ NYJ,17,24.25,5.6,5.2,6.7,0,0,0,0,0,0.1989,6.13,24.27,0.24,7.96,0.0578,1.83,1.43,9.3,0.01,0,0,0,0,0,0,6.29,6.29,0,0,17.49,6.29,6.29,0,100,,14,1.4,33,45,45,44,192,192,,,,,,,,4.32,17.81,0.24,2.41,1.73,12.46,0.03,,,,,,,
Odell Beckham Jr.,,0,WR,WR2,4000,BAL,@ TEN,17,23.75,9.9,0,5,0,0,0,0,0,0,0,0,0,3.69,0.1148,3.69,2.17,28.48,0.21,0,0,0,0,0,0,6.28,6.28,0,0,26.08,6.28,6.28,0,100,,39,1.6,44,76,76,50,193,193,0.06,0.05,1.64,,0.01,0.02,17.83,0.18,1.53,0.01,8.78,5.13,70.1,0.5,,,,,,,
Hunter Renfrow,,0,WR,WR3,3600,LV,vs NE,23,21.75,7.2,8,3,0,0,0,0,0,0,0,0,0,3.35,0.1017,3.35,2.46,26.67,0.18,0,0,0,0,0,0,6.21,6.21,0,0,20.61,6.21,6.21,0,100,,32,1.7,48,77,77,54,194,194,,,,,,,,0.05,0.05,,5.58,4.17,44.8,0.28,,,,,,,
Noah Gray,,0,TE,TE2,3300,KC,vs DEN,32,28.75,2.7,4.1,5.9,0,0,0,0,0,0,0,0,0,3.09,0.0766,3.09,2.4,27.82,0.17,0,0,0,0,0,0,6.2,6.2,0,2.15,11.6,6.2,6.2,0,100,,33,1.9,18,31,31,57,195,195,,,,,,,,0.03,0.03,0.03,2.03,1.55,16.14,0.1,,,,,,,
Kyle Pitts,,0,TE,TE1,3500,ATL,vs WAS,26,21.75,6.5,7.6,7.7,0,0,0,0,0,0,0,0,0,4.76,0.1895,4.76,2.63,33.23,0.04,0,0,0,0,0,0,6.19,6.19,0,0,19.19,6.19,6.19,0,100,,31,1.8,16,32,32,55,196,196,,,,,,,,0.03,-0.13,,6.28,3.56,49.69,0.09,,,,,,,
Brandon Johnson,,0,WR,WR4,3000,DEN,@ KC,12,18.75,5.9,3,7.6,0,0,0,0,0,0,0,0,0,2.44,0.0761,2.44,1.44,18.21,0.47,0,0,0,0,0,0,6.08,6.08,0,0,17.88,6.08,6.08,0,100,,0,2,54,78,78,60,197,197,,,,,,,,,,,2.5,1.4,16.4,0.4,,,,,,,
Donald Parham,!,0,TE,TE2,3000,LAC,vs DAL,10,24.75,4.5,4.8,6.8,0,0,0,0,0,0,0,0,0,2.4,0.0629,2.4,1.75,16.91,0.44,0,0,0,0,0,0,6.08,6.08,0,0,15.08,6.08,6.08,0,100,,10,2,21,33,33,60,197,197,,,,,,,,,,,2.09,1.44,15.97,0.31,,,,,,,
Alec Pierce,,0,WR,WR3,3300,IND,@ JAC,14,20.25,5.2,7,4.1,0,0,0,0,0,0,0,0,0,4.61,0.1269,4.61,2.31,32.8,0.08,0,0,0,0,0,0,6.07,6.07,0,0,16.47,6.07,6.07,0,100,,17,1.8,51,79,79,57,198,198,,,,,,,,,,,4.43,2.33,34.14,0.1,,,,,,,
