,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Kyle Pitts,,0,TE,TE1,4100,ATL,@ ARI,1,22.75,6.2,7.6,8.5,0,0,0,0,0,0,0,0,0,5.89,0.1771,5.89,3.53,45.57,0.13,0,0,0,0,0,0,8.87,8.87,0,0,21.27,8.87,8.87,0,100,,34,2.2,11,16,16,44,131,131,,,,,,,,0.03,-0.11,,6.14,3.56,49.19,0.11,,,,,,,
Juwan Johnson,,0,TE,TE1,3100,NO,@ MIN,21,21.25,5.9,8.4,5.7,0,0,0,0,0,0,0,0,0,4.94,0.1523,4.94,3.2,31.5,0.42,0,0,0,0,0,0,8.87,8.87,0,0.02,20.67,8.87,8.87,0,100,,0,2.9,20,16,16,54,131,131,,,,,,,,,,,3.05,1.89,21.08,0.32,,,,,,,
Cade Otton,,0,TE,TE1,3400,TB,vs TEN,31,20.25,5.6,6.6,8.9,0,0,0,0,0,0,0,0,0,5.51,0.1489,5.51,3.77,32.28,0.31,0,0,0,0,0,0,8.86,8.86,0,0.46,20.06,8.86,8.86,0,100,,25,2.6,18,17,17,51,132,132,,,,,,,,,,,4.68,3.18,28.86,0.23,,,,,,,
Seahawks,,0,DST,DST1,4100,SEA,vs WAS,23,19.75,5.3,6.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0.79,0.68,0,0.22,19.75,8.85,8.85,0,0.9,19.45,8.85,8.85,0,100,,28,2.2,2,7,7,44,133,133,,,,,,,,,,,,,,,2.49,0.78,0.62,0.15,0.05,21.17,353.06
Michael Gallup,,0,WR,WR3,3500,DAL,vs NYG,24,27.75,7.5,7.5,5.8,0,0,0,0,0,0,0,0,0,6.05,0.1709,6.05,3.28,41.6,0.22,0,0,0,0,0,0,8.76,8.76,0,0,23.76,8.76,8.76,0,100,,23,2.5,42,50,50,50,134,134,,,,,,,,,,,6.05,3.34,46.96,0.25,,,,,,,
Dalvin Cook,,0,RB,RB2,4500,NYJ,@ LV,31,18.75,10.4,14.6,3.2,0,0,0,0,0,0.3823,8.57,36.61,0.25,11.14,0.0685,2.57,2.02,13.83,0.03,0,0,0,0,0,0,8.74,8.74,0,0,29.54,8.74,8.74,0,100,,39,1.9,31,37,37,40,135,135,,,,,0.01,,,16.25,74.32,0.58,3.71,2.86,22.44,0.06,,,,,,,
Antonio Gibson,,0,RB,RB2,4600,WAS,@ SEA,21,19.75,7.3,11.1,7.1,0,0,0,0,0,0.1589,4.75,20.52,0.11,8.36,0.0953,3.61,2.96,23.19,0.11,0,0,0,0,0,0,8.65,8.65,0,0,23.25,8.65,8.65,0,100,,42,1.9,30,38,38,39,136,136,,,,,,,,11.17,46.33,0.39,3.39,2.76,20.76,0.11,,,,,,,
Tyler Conklin,,0,TE,TE1,3000,NYJ,@ LV,19,18.75,5.3,7.7,6.9,0,0,0,0,0,0,0,0,0,5.85,0.1558,5.85,4.12,39.3,0.09,0,0,0,0,0,0,8.59,8.59,0,0.64,19.19,8.59,8.59,0,100,,18,2.9,21,18,18,55,137,137,,,,,,,,0.03,0.05,,4.16,2.92,29.05,0.11,,,,,,,
Latavius Murray,,0,RB,RB2,4400,BUF,vs DEN,28,26.75,7.8,12.3,5.1,0,0,0,0,0,0.3211,8.32,34.21,0.31,10.74,0.0729,2.42,1.96,12.36,0.01,0,0,0,0,0,0,8.54,8.54,0,0,24.14,8.54,8.54,0,100,,24,1.9,32,39,39,41,138,138,,,,,,,,11.16,45.89,0.43,2.09,1.67,11.13,0.02,,,,,,,
Jonnu Smith,,0,TE,TE2,3600,ATL,@ ARI,1,22.75,5.5,4.3,11.3,0,0,0,0,0,0,0,0,0,4.42,0.1329,4.42,3.14,34.88,0.3,0,0,0,0,0,0,8.43,8.43,0,0.18,19.43,8.43,8.43,0,100,,13,2.3,16,19,19,49,139,139,0.01,,,,,,0.02,0.18,1.38,0.01,3.33,2.28,25.33,0.22,,,,,,,
Josh Reynolds,,0,WR,WR2,3800,DET,@ LAC,17,25.25,6.2,8.7,11.2,0,0,0,0,0,0,0,0,0,4.42,0.1092,4.42,2.75,39.76,0.27,0,0,0,0,0,0,8.35,8.35,0,0,20.75,8.35,8.35,0,100,,14,2.2,39,51,51,47,140,140,,,,,,,,0.1,0.45,,4.26,2.53,34.03,0.21,,,,,,,
Saints,,0,DST,DST1,3900,NO,@ MIN,12,19.25,6.1,6.2,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,1.44,0.62,0,0.21,19.25,8.33,8.33,0,0,20.53,8.33,8.33,0,100,,13,2.1,4,8,8,46,141,141,,,,,,,,,,,,,,,2.57,0.84,0.56,0.13,0.02,22.33,347.5
Jayden Reed,,0,WR,WR3,3800,GB,@ PIT,27,17.75,4.9,0,9.8,0,0,0,0,0,0,0,0,0,4.63,0.1657,4.63,2.77,37.03,0.31,0,0,0,0,0,0,8.33,8.33,0,0.98,18.13,8.33,8.33,0,100,,50,2.2,39,52,52,47,141,141,,,,,,,,0.25,2.38,,5,2.88,41.63,0.38,,,,,,,
Buccaneers,,0,DST,DST1,3500,TB,vs TEN,20,18.25,6,6.1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0.84,1.08,0,0.12,18.25,8.31,8.31,0,0,20.31,8.31,8.31,0,100,,13,2.4,8,9,9,50,142,142,,,,,,,,,,,,,,,2.49,0.8,0.72,0.17,0.01,23.61,354.94
Jaguars,,0,DST,DST1,2400,JAC,vs SF,3,23.75,6.6,8.1,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,1.28,0.85,0,0.32,23.75,8.31,8.31,0,0,21.51,8.31,8.31,0,100,,0,3.5,19,9,9,61,142,142,,,,,,,,,,,,,,,2.23,0.74,0.49,0.22,0.01,23.35,355.39
Demario Douglas,,0,WR,WR1,4700,NE,vs IND,14,20.75,3.1,0,6.7,0,0,0,0,0,0,0,0,0,5.86,0.1506,5.86,3.83,44.05,0,0,0,0,0,0,0,8.24,8.24,0,3.59,14.44,8.24,8.24,0,100,,54,1.8,31,53,53,38,143,143,,,,,,,,0.5,3.63,,4.63,3,34.63,,,,,,,,
Romeo Doubs,,0,WR,WR2,5300,GB,@ PIT,27,17.75,6.4,7.9,11.4,0,0,0,0,0,0,0,0,0,5.24,0.1877,5.24,2.98,28.98,0.35,0,0,0,0,0,0,7.98,7.98,0,0,20.78,7.98,7.98,0,100,,30,1.5,26,54,54,32,144,144,,,,,,,,0.05,0.52,,5.76,3.43,35.1,0.38,,,,,,,
Gerald Everett,,0,TE,TE1,3900,LAC,vs DET,11,23.25,4.9,9.3,7.2,0,0,0,0,0,0,0,0,0,4.73,0.1411,4.73,3.27,31.52,0.26,0,0,0,0,0,0,7.98,7.98,0,0.63,17.78,7.98,7.98,0,100,,28,2,13,20,20,46,144,144,,,,,,,,0.12,0.59,0.01,4.09,2.74,27.88,0.19,,,,,,,
Ravens,,0,DST,DST1,4000,BAL,vs CLE,13,16.25,6.7,7.8,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.92,0.51,0.1,0,16.25,7.86,7.86,0,0,21.26,7.86,7.86,0,100,,16,2,3,10,10,45,145,145,,,,,,,,,,,,,,,2.46,0.81,0.52,0.2,0.03,19.41,325.69
Roschon Johnson,,0,RB,RB2,4400,CHI,vs CAR,32,20.75,5,0,6.2,0,0,0,0,0,0.2405,7.6,33.52,0.2,10.1,0.0838,2.5,2.14,10.83,0.01,0,0,0,0,0,0,7.84,7.84,0,0.34,17.84,7.84,7.84,0,100,,19,1.8,32,40,40,41,146,146,,,,,,,,4.71,21.29,0.14,2.43,2.14,11,,,,,,,,
Chargers,,0,DST,DST1,2600,LAC,vs DET,8,25.25,5.6,5.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0.75,1.07,0,0.11,25.25,7.83,7.83,0,0,19.03,7.83,7.83,0,100,,13,3,17,11,11,59,147,147,,,,,,,,,,,,,,,2.25,0.82,0.53,0.15,0.02,22.94,348.77
Tyjae Spears,,0,RB,RB2,4500,TEN,@ TB,3,18.25,3.8,0,7.7,0,0,0,0,0,0.1984,4.77,26.02,0.14,8.41,0.1265,3.64,2.68,15.76,0,0,0,0,0,0,0,7.7,7.7,0,2,15.3,7.7,7.7,0,100,,51,1.7,31,41,41,40,148,148,,,,,,,,4.88,27,0.13,3.75,2.75,15.5,,,,,,,,
Wan'Dale Robinson,,0,WR,WR2,3700,NYG,@ DAL,9,10.75,5.9,9.1,7.9,0,0,0,0,0,0,0,0,0,4.59,0.1509,4.59,3.69,28.86,0.17,0,0,0,0,0,0,7.6,7.6,0,0,19.4,7.6,7.6,0,100,,31,2.1,40,55,55,48,149,149,,,,,,,,0.46,1.85,,4.92,3.85,32.69,0.15,,,,,,,
Darius Slayton,,0,WR,WR1,3200,NYG,@ DAL,9,10.75,7.7,10,6.1,0,0,0,0,0,0,0,0,0,4.71,0.1549,4.71,2.65,38.56,0.16,0,0,0,0,0,0,7.47,7.47,0,0,22.87,7.47,7.47,0,100,,13,2.3,45,56,56,53,150,150,,,,,,,,0.05,-0.22,,5.38,2.97,44.15,0.23,,,,,,,
Isaiah Hodgins,,0,WR,WR4,3000,NYG,@ DAL,9,10.75,6.3,11.2,4.1,0,0,0,0,0,0,0,0,0,3.88,0.1276,3.88,2.73,27.44,0.32,0,0,0,0,0,0,7.39,7.39,0,0,19.99,7.39,7.39,0,100,,22,2.5,47,57,57,55,151,151,,,,,,,,,,,4.13,3.06,32,0.31,,,,,,,
Jonathan Mingo,,0,WR,WR2,3400,CAR,@ CHI,6,17.75,3,0,5.7,0,0,0,0,0,0,0,0,0,6.4,0.1847,6.4,3.52,35.14,0.04,0,0,0,0,0,0,7.27,7.27,0,2.77,13.27,7.27,7.27,0,100,,47,2.1,43,58,58,51,152,152,,,,,,,,,,,5.43,2.86,28.57,,,,,,,,
Lawrence Cager,,0,TE,TE2,2500,NYG,@ DAL,9,10.75,4.6,5.1,3.7,0,0,0,0,0,0,0,0,0,4.72,0.155,4.72,3.27,30.94,0.14,0,0,0,0,0,0,7.2,7.2,0,0.3,16.4,7.2,7.2,0,100,,0,2.9,26,21,21,60,153,153,,,,,0.11,,,,,,3,1.89,18.89,0.11,,,,,,,
Kylen Granson,,0,TE,TE1,2600,IND,@ NE,22,21.75,3.1,4.7,5.6,0,0,0,0,0,0,0,0,0,4.91,0.1299,4.91,3.22,32.95,0.11,0,0,0,0,0,0,7.18,7.18,0,2.53,13.38,7.18,7.18,0,100,,24,2.8,25,22,22,59,154,154,,,,,,,,0.03,,,2.77,1.93,19.27,0.03,,,,,,,
Darnell Mooney,,0,WR,WR2,3400,CHI,vs CAR,5,20.75,6.5,9.2,7.2,0,0,0,0,0,0,0,0,0,4.58,0.1532,4.58,2.77,34.57,0.13,0,0,0,0,0,0,7.01,7.01,0,0,20.01,7.01,7.01,0,100,,38,2.1,43,59,59,51,155,155,,,,,,,,0.25,1.13,0.02,6.38,3.88,47.81,0.21,,,,,,,
Chigoziem Okonkwo,,0,TE,TE1,3000,TEN,@ TB,30,18.25,4.3,6.3,5.2,0,0,0,0,0,0,0,0,0,4.45,0.1545,4.45,3.06,29.32,0.17,0,0,0,0,0,0,7.01,7.01,0,0.56,15.61,7.01,7.01,0,100,,28,2.3,21,23,23,55,155,155,,,,,,,,0.17,0.26,,3.57,2.43,27.09,0.13,,,,,,,
Odell Beckham Jr.,,0,WR,WR3,3800,BAL,vs CLE,8,22.25,9.9,0,6.5,0,0,0,0,0,0,0,0,0,4.14,0.159,4.14,2.4,31.09,0.24,0,0,0,0,0,0,6.95,6.95,0,0,26.75,6.95,6.95,0,100,,37,1.8,39,60,60,47,156,156,0.05,0.04,1.57,,0.01,0.02,17.05,0.17,1.47,0.01,8.64,5.03,68.57,0.49,,,,,,,
Raiders,,0,DST,DST1,3500,LV,vs NYJ,29,18.75,4.6,4.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0.88,0.22,0.11,0.11,18.75,6.94,6.94,0,0.04,16.14,6.94,6.94,0,100,,0,2,8,12,12,50,157,157,,,,,,,,,,,,,,,1.74,0.62,0.46,0.07,0.03,25.17,363.37
Terrace Marshall Jr.,,0,WR,WR3,3000,CAR,@ CHI,6,17.75,4.2,6.4,4.9,0,0,0,0,0,0,0,0,0,5.74,0.1656,5.74,3.31,34.43,0.03,0,0,0,0,0,0,6.93,6.93,0,0.63,15.33,6.93,6.93,0,100,,11,2.3,47,61,61,55,158,158,,,,,,,,,,,3.42,2,24.23,0.03,,,,,,,
Elijah Moore,,0,WR,WR2,3600,CLE,@ BAL,3,16.25,7.1,6.3,7,0,0,0,0,0,0,0,0,0,5.17,0.1756,5.17,2.96,33.64,0.1,0,0,0,0,0,0,6.92,6.92,0,0,21.12,6.92,6.92,0,100,,17,1.9,41,62,62,49,159,159,,,,,,,,0.55,2.12,0.03,5.85,3.3,38,0.18,,,,,,,
Hayden Hurst,,0,TE,TE1,2900,CAR,@ CHI,6,17.75,4.7,8.1,4.9,0,0,0,0,0,0,0,0,0,4.31,0.1243,4.31,2.9,26.94,0.21,0,0,0,0,0,0,6.85,6.85,0,0,16.25,6.85,6.85,0,100,,28,2.4,22,24,24,56,160,160,,,,,,,,0.01,,,3.76,2.63,25.88,0.21,,,,,,,
Nick Westbrook,,0,WR,WR2,3400,TEN,@ TB,30,18.25,6.5,5.7,8.3,0,0,0,0,0,0,0,0,0,3.45,0.1199,3.45,2.09,26.73,0.34,0,0,0,0,0,0,6.8,6.8,0,0,19.8,6.8,6.8,0,100,,0,2,43,63,63,51,161,161,,,,,,,,,,,3.07,1.87,25.11,0.22,,,,,,,
Vikings,,0,DST,DST1,3200,MIN,vs NO,21,21.25,5.9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0.94,0.52,0,0.21,21.25,6.8,6.8,0,0,18.6,6.8,6.8,0,100,,20,2.1,11,13,13,53,161,161,,,,,,,,,,,,,,,2.52,0.88,0.54,0.19,0.03,21.52,347.39
Alec Pierce,,0,WR,WR3,3300,IND,@ NE,22,21.75,5,7,4.6,0,0,0,0,0,0,0,0,0,4.98,0.1316,4.98,2.67,36.98,0.07,0,0,0,0,0,0,6.79,6.79,0,0,16.79,6.79,6.79,0,100,,18,2.1,44,64,64,52,162,162,,,,,,,,,,,4.36,2.32,33.44,0.08,,,,,,,
49ers,,0,DST,DST1,3600,SF,@ JAC,11,20.75,5.6,9.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,1.46,0.31,0,0,20.75,6.72,6.72,0,0,17.92,6.72,6.72,0,100,,10,1.9,7,14,14,49,163,163,,,,,,,,,,,,,,,2.31,0.71,0.53,0.11,0.01,22.75,338.67
Kalif Raymond,,0,WR,WR4,3100,DET,@ LAC,17,25.25,5.6,6.5,6.5,0,0,0,0,0,0,0,0,0,3.43,0.0847,3.43,2.5,34.31,0.12,0,0,0,0,0,0,6.65,6.65,0,0,17.85,6.65,6.65,0,100,,0,2.1,46,65,65,54,164,164,,,,,,,,0.23,1.39,,2.45,1.73,23.86,0.09,,,,,,,
Chris Moore,,0,WR,WR3,3000,TEN,@ TB,30,18.25,4.9,7.9,3.8,0,0,0,0,0,0,0,0,0,4.01,0.1392,4.01,2.48,31.86,0.16,0,0,0,0,0,0,6.63,6.63,0,0,16.43,6.63,6.63,0,100,,0,2.2,47,66,66,55,165,165,,,,,,,,0.18,0.38,,2.44,1.54,18.42,0.1,,,,,,,
Browns,,0,DST,DST1,3000,CLE,@ BAL,4,22.25,5.5,6.2,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.77,0.66,0,0.11,22.25,6.59,6.59,0,0,17.59,6.59,6.59,0,100,,4,2.2,13,15,15,55,166,166,,,,,,,,,,,,,,,2.22,0.73,0.5,0.11,0.02,24.11,353.22
Luke Musgrave,,0,TE,TE1,3700,GB,@ PIT,27,17.75,4,0,7.2,0,0,0,0,0,0,0,0,0,4.04,0.1446,4.04,3.13,27.13,0.12,0,0,0,0,0,0,6.56,6.56,0,0.56,14.56,6.56,6.56,0,100,,44,1.8,15,25,25,48,167,167,,,,,,,,,,,4.38,3.38,31.13,0.13,,,,,,,
Panthers,,0,DST,DST1,3100,CAR,@ CHI,19,20.75,6.1,5.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0.61,0.36,0,0.24,20.75,6.56,6.56,0,0,18.76,6.56,6.56,0,100,,12,2.1,12,16,16,54,167,167,,,,,,,,,,,,,,,2.53,0.82,0.58,0.16,0.03,23.35,347.99
Trey Palmer,!,0,WR,WR3,3200,TB,vs TEN,31,20.25,2.8,0,5.5,0,0,0,0,0,0,0,0,0,4.46,0.1204,4.46,2.35,26.45,0.25,0,0,0,0,0,0,6.5,6.5,0,2.3,12.1,6.5,6.5,0,100,,49,2,45,67,67,53,168,168,,,,,,,,,,,3.5,1.88,20.88,0.25,,,,,,,
Marvin Mims Jr.,,0,WR,WR3,3200,DEN,@ BUF,4,19.75,7.7,0,5.5,0,0,0,0,0,0,0,0,0,2.46,0.0728,2.46,1.89,36.68,0.15,0,0,0,0,0,0,6.46,6.46,0,0,21.86,6.46,6.46,0,100,,0,2,45,68,68,53,169,169,,,,,,,,0.5,0.25,,1.75,1.38,30.75,0.13,,,,,,,
Jamaal Williams,,0,RB,RB2,4300,NO,@ MIN,10,21.25,7.8,13.8,3.9,0,0,0,0,0,0.3272,11.14,43.18,0.34,11.14,0,0,0,0,0,0,0,0,0,0,0,6.36,6.36,0,0,21.96,6.36,6.36,0,100,,19,1.5,33,42,42,42,170,170,,,,,,,,10.11,39.84,0.32,2.2,1.77,12.86,0.08,,,,,,,
Van Jefferson,,0,WR,WR2,3300,ATL,@ ARI,1,22.75,5.2,7.9,3.6,0,0,0,0,0,0,0,0,0,4.23,0.1271,4.23,2.22,31.11,0.17,0,0,0,0,0,0,6.35,6.35,0,0,16.75,6.35,6.35,0,100,,21,1.9,44,69,69,52,171,171,,,,,,,,0.08,0.47,,3.94,2.16,31.47,0.2,,,,,,,
Mike Gesicki,,0,TE,TE2,2500,NE,vs IND,14,20.75,6.8,5.8,4.6,0,0,0,0,0,0,0,0,0,3.85,0.0988,3.85,2.48,26.2,0.2,0,0,0,0,0,0,6.3,6.3,0,0,19.9,6.3,6.3,0,100,,8,2.5,26,26,26,60,172,172,0.01,,,,,,0.46,,,,4.55,2.87,31.92,0.22,,,,,,,
Trenton Irwin,,0,WR,WR3,3000,CIN,vs HOU,13,26,5.6,7,4.2,0,0,0,0,0,0,0,0,0,3.16,0.0788,3.16,2.33,26.27,0.22,0,0,0,0,0,0,6.28,6.28,0,0,17.48,6.28,6.28,0,100,,0,2.1,47,70,70,55,173,173,,,,,,,,0.05,0.55,,2.15,1.45,18.55,0.2,,,,,,,
Donald Parham,,0,TE,TE2,3200,LAC,vs DET,11,23.25,4.7,4.8,5.9,0,0,0,0,0,0,0,0,0,2.85,0.0852,2.85,1.88,19.15,0.4,0,0,0,0,0,0,6.2,6.2,0,0,15.6,6.2,6.2,0,100,,6,1.9,19,27,27,53,174,174,,,,,,,,,,,2.22,1.47,16.17,0.31,,,,,,,
Commanders,,0,DST,DST1,2900,WAS,@ SEA,17,24.75,5.2,6.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0.64,0.73,0,0.18,24.75,6.2,6.2,0,0,16.6,6.2,6.2,0,100,,21,2.1,14,17,17,56,174,174,,,,,,,,,,,,,,,2.57,0.78,0.56,0.14,0.03,23.01,354.95
Allen Robinson,,0,WR,WR3,3000,PIT,vs GB,12,20.75,9,8.5,4.3,0,0,0,0,0,0,0,0,0,4.17,0.1131,4.17,2.47,28.16,0.15,0,0,0,0,0,0,6.19,6.19,0,0,24.19,6.19,6.19,0,100,,32,2.1,47,71,71,55,175,175,,,,,,,,0.03,0.09,,7.86,4.62,58.83,0.38,,,,,,,
Jake Bobo,,0,WR,WR4,3200,SEA,vs WAS,32,24.75,5.4,0,7,0,0,0,0,0,0,0,0,0,2.61,0.074,2.61,1.93,25.02,0.28,0,0,0,0,0,0,6.11,6.11,0,0,16.91,6.11,6.11,0,100,,23,1.9,45,72,72,53,176,176,,,,,,,,0.17,0.5,0.17,2.17,1.67,22.5,0.33,,,,,,,
Packers,,0,DST,DST1,3400,GB,@ PIT,24,20.75,5.3,6.8,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0.59,0.35,0,0.12,20.75,6.05,6.05,0,0,16.65,6.05,6.05,0,100,,17,1.8,9,18,18,51,177,177,,,,,,,,,,,,,,,2.44,0.85,0.46,0.1,0.01,22.06,348.86
Broncos,,0,DST,DST1,2300,DEN,@ BUF,9,26.75,6,5.9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.73,0.73,0,0.21,26.75,6.04,6.04,0,0,18.04,6.04,6.04,0,100,,18,2.6,20,19,19,62,178,178,,,,,,,,,,,,,,,2.44,0.8,0.54,0.14,0.01,20.92,333.62
Lions,,0,DST,DST1,3100,DET,@ LAC,7,23.25,5.3,5.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0.89,0.44,0,0.11,23.25,5.89,5.89,0,0,16.49,5.89,5.89,0,100,,4,1.9,12,20,20,54,179,179,,,,,,,,,,,,,,,2.05,0.63,0.49,0.14,0.04,24.64,369.21
Texans,,0,DST,DST1,2700,HOU,@ CIN,14,26,6.1,5.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0.65,0.65,0,0.21,26,5.89,5.89,0,0,18.09,5.89,5.89,0,100,,2,2.2,16,20,20,58,179,179,,,,,,,,,,,,,,,2.2,0.76,0.54,0.15,0.03,23.63,362.79
Cardinals,,0,DST,DST1,2500,ARI,vs ATL,27,22.75,6.3,5.9,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0.52,0.52,0,0.1,22.75,5.71,5.71,0,0,18.31,5.71,5.71,0,100,,7,2.3,18,21,21,60,180,180,,,,,,,,,,,,,,,2.54,0.74,0.63,0.16,0.04,23.48,349.57
Brandon Powell,,0,WR,WR3,3200,MIN,vs NO,23,19.25,4,2.8,4.1,0,0,0,0,0,0,0,0,0,4.12,0.1011,4.12,2.81,21.96,0.11,0,0,0,0,0,0,5.67,5.67,0,0,13.67,5.67,5.67,0,100,,0,1.8,45,73,73,53,181,181,,,,,,,,0.45,2,,1.68,1.17,9.64,0.06,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR4,3000,DEN,@ BUF,4,19.75,4,1.3,4.2,0,0,0,0,0,0,0,0,0,2.36,0.07,2.36,1.66,20.76,0.32,0,0,0,0,0,0,5.66,5.66,0,0,13.66,5.66,5.66,0,100,,15,1.9,47,74,74,55,182,182,,,,,,,,,,,1.94,1.29,20.06,0.24,,,,,,,
Noah Fant,,0,TE,TE1,2800,SEA,vs WAS,32,24.75,5.8,7.2,5.2,0,0,0,0,0,0,0,0,0,3.22,0.0913,3.22,2.36,26.28,0.11,0,0,0,0,0,0,5.65,5.65,0,0,17.25,5.65,5.65,0,100,,31,2,23,28,28,57,183,183,,,,,,,,0.04,-0.17,,4.7,3.34,37.39,0.2,,,,,,,
Bears,,0,DST,DST1,3200,CHI,vs CAR,28,17.75,6.1,3.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0.81,0.46,0,0.12,17.75,5.41,5.41,0,0,17.61,5.41,5.41,0,100,,3,1.7,11,22,22,53,184,184,,,,,,,,,,,,,,,2.2,0.71,0.5,0.16,0.04,22.21,337.32
Tommy Tremble,,0,TE,TE2,2500,CAR,@ CHI,6,17.75,3.3,3.8,3.7,0,0,0,0,0,0,0,0,0,2.75,0.0793,2.75,1.94,14.59,0.33,0,0,0,0,0,0,5.38,5.38,0,0.43,11.98,5.38,5.38,0,100,,11,2.2,26,29,29,60,185,185,,,,,,,,0.08,0.31,0.03,2.14,1.31,11.42,0.17,,,,,,,
Adam Trautman,,0,TE,TE1,2500,DEN,@ BUF,4,19.75,4,3.7,3.4,0,0,0,0,0,0,0,0,0,3.27,0.0969,3.27,2.25,20.38,0.17,0,0,0,0,0,0,5.31,5.31,0,0,13.31,5.31,5.31,0,100,,7,2.1,26,30,30,60,186,186,,,,,,,,,,,2.48,1.78,17.75,0.13,,,,,,,
Zach Charbonnet,,0,RB,RB2,4200,SEA,vs WAS,18,24.75,2.2,0,4.5,0,0,0,0,0,0.2098,5.34,27.88,0.02,7.25,0.0542,1.91,1.48,8.51,0.01,0,0,0,0,0,0,5.3,5.3,0,2,9.7,5.3,5.3,0,100,,51,1.3,34,43,43,43,187,187,,,,,,,,4.57,24.29,,1.71,1.29,7.43,,,,,,,,
Jauan Jennings,,0,WR,WR3,3900,SF,@ JAC,15,23.75,5.4,5.2,5,0,0,0,0,0,0,0,0,0,3.29,0.1142,3.29,1.96,26.14,0.12,0,0,0,0,0,0,5.29,5.29,0,0,16.09,5.29,5.29,0,100,,4,1.4,38,75,75,46,188,188,,,,,,,,,,,3.31,2.03,25.11,0.17,,,,,,,
Tyquan Thornton,,0,WR,WR4,3000,NE,vs IND,14,20.75,5.6,5.5,1.5,0,0,0,0,0,0,0,0,0,4.61,0.1183,4.61,2.18,21.85,0.14,0,0,0,0,0,0,5.21,5.21,0,0,16.41,5.21,5.21,0,100,,0,1.7,47,76,76,55,189,189,,,,,,,,0.2,1.07,0.07,3.47,1.67,17.47,0.13,,,,,,,
Falcons,,0,DST,DST1,3700,ATL,@ ARI,26,20.75,5.5,4.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0.41,0.61,0.1,0,20.75,5.17,5.17,0,0,16.17,5.17,5.17,0,100,,0,1.4,6,23,23,48,190,190,,,,,,,,,,,,,,,1.76,0.72,0.48,0.15,0.03,23.34,360.49
Hunter Renfrow,,0,WR,WR4,3000,LV,vs NYJ,25,17.75,7.2,8,3.1,0,0,0,0,0,0,0,0,0,3,0.0986,3,2.17,21.89,0.13,0,0,0,0,0,0,5.14,5.14,0,0,19.54,5.14,5.14,0,100,,29,1.7,47,77,77,55,191,191,,,,,,,,0.05,0.05,,5.39,4,43.02,0.27,,,,,,,
Jalin Hyatt,,0,WR,WR3,3000,NYG,@ DAL,9,10.75,3.7,0,5.4,0,0,0,0,0,0,0,0,0,3.03,0.0996,3.03,1.75,30.42,0.05,0,0,0,0,0,0,5.09,5.09,0,0,12.49,5.09,5.09,0,100,,31,1.7,47,78,78,55,192,192,,,,,,,,,,,3.17,1.83,35.67,,,,,,,,
Jalen Tolbert,,0,WR,WR4,3300,DAL,vs NYG,24,27.75,4.9,1.6,4.5,0,0,0,0,0,0,0,0,0,2.72,0.0767,2.72,1.75,20.42,0.21,0,0,0,0,0,0,5.05,5.05,0,0,14.85,5.05,5.05,0,100,,0,1.5,44,79,79,52,193,193,,,,,,,,,,,2.25,1.5,16.5,0.13,,,,,,,
Connor Heyward,,0,TE,TE1,2900,PIT,vs GB,12,20.75,2.5,4.8,4.1,0,0,0,0,0,0,0,0,0,3.54,0.0959,3.54,2.48,21.75,0.06,0,0,0,0,0,0,5.02,5.02,0,1.27,10.02,5.02,5.02,0,100,,44,1.7,22,31,31,56,194,194,,,,,,,,0.15,0.46,,2.77,2,19.69,0.08,,,,,,,
