,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Adam Humphries,,0,WR,3100,WAS,@ GB,15,20.00,5.6,8.3,5,0,0,0,0,0,0,0,0,0,4.77,0.1378,4.77,3.37,33.92,0.14,0,0,0,0,0,0,7.6,7.6,0,0,18.8,7.6,7.6,0,100,,29,2.5,6.60,2.1,43,44,50,50,111,51,122,122,,,,,0.01,,,0.1,0.38,,4.83,3.41,35.37,0.14,,,,,,,
Braxton Berrios,,0,WR,3000,NYJ,@ NE,8,17.75,6.3,6.1,6.6,0,0,0,0,0,0,0,0,0,5.09,0.1551,5.09,3.44,33.07,0.14,0,0,0,0,0,0,7.59,7.59,0,0,20.19,7.59,7.59,0,100,,10,2.5,0.00,,75,45,51,51,175,52,123,123,,,,,,,,0.33,2.53,0.06,3.86,2.61,27.14,0.14,,,,,,,
Mo Alie-Cox,,0,TE,3100,IND,@ SF,4,19.25,4.4,6.1,7.2,0,0,0,0,0,0,0,0,0,4.02,0.1241,4.02,2.61,32.65,0.28,0,0,0,0,0,0,7.56,7.56,0,0.96,16.36,7.56,7.56,0,100,,0,2.4,11.50,3.7,9,21,15,15,79,51,124,124,,,,,,,,,,,2.23,1.45,18.92,0.15,,,,,,,
Allen Lazard,,0,WR,4200,GB,vs WAS,26,28.00,7.1,10.8,5.7,0,0,0,0,0,0,0,0,0,3.7,0.1136,3.7,2.49,32.8,0.29,0,0,0,0,0,0,7.51,7.51,0,0,21.71,7.51,7.51,0,100,,25,1.8,17.00,4,14,33,52,52,43,40,125,125,,,,,,,,0.17,1.79,,4.31,2.9,39.55,0.38,,,,,,,
Kyle Juszczyk,,0,RB,4200,SF,vs IND,1,22.25,,,,0,0,0,0,0,0.0776,1.72,6.83,0.05,6.05,0.1205,4.33,3.23,25.21,0.13,0,0,0,0,0,0,7.51,7.51,0,0,,7.51,7.51,0,100,,0,1.8,0.00,,63,32,35,35,175,40,125,125,,,,,,,,,,,,,,,,,,,,,
Cole Kmet,,0,TE,3000,CHI,@ TB,18,17.50,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,5.61,0.1815,5.61,3.58,34.07,0.07,0,0,0,0,0,0,7.41,7.41,0,0.66,16.41,7.41,7.41,0,100,,21,2.5,9.30,3.1,16,22,16,16,96,52,126,126,,,,,,,,0.06,-0.09,,4.33,2.76,26.39,0.06,,,,,,,
Colts,,0,DST,3000,IND,@ SF,14,22.25,5.5,8.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0.87,1.22,0,0.18,22.25,7.35,7.35,0,0,18.35,7.35,7.35,0,100,,24,2.5,11.00,3.7,5,8,6,6,83,52,127,127,,,,,,,,,,,,,,,2.19,0.87,0.59,0.18,0.08,22.81,361.11
Ty Johnson,,0,RB,4300,NYJ,@ NE,28,17.75,5.5,6,5.3,0,0,0,0,0,0.3078,6.68,28.72,0.11,9.61,0.0892,2.93,2,14.39,0.06,0,0,0,0,0,0,7.33,7.33,0,0,18.33,7.33,7.33,0,100,,8,1.7,13.10,3,21,31,36,36,66,39,128,128,,,,,,,,4.34,18.66,0.07,2.68,1.83,14.24,0.07,,,,,,,
Jarvis Landry,,0,WR,4900,CLE,vs DEN,17,20.50,7.4,13.3,10.7,0,0,0,0,0,0,0,0,0,4.82,0.1848,4.82,3.11,33.14,0.14,0,0,0,0,0,0,7.26,7.26,0,0,22.06,7.26,7.26,0,100,,50,1.5,8.70,1.8,38,26,53,53,99,33,129,129,0.08,0.05,1.28,,0.01,0.01,8.94,0.32,2.11,0.04,8.74,5.64,63.43,0.3,,,,,,,
Kyle Rudolph,,0,TE,2500,NYG,vs CAR,20,20.00,6.5,5.5,3.6,0,0,0,0,0,0,0,0,0,4.19,0.1361,4.19,2.92,28.21,0.24,0,0,0,0,0,0,7.18,7.18,0,0,20.18,7.18,7.18,0,100,,23,2.9,2.80,1.1,33,27,17,17,147,57,130,130,,,,,,,,,,,4.64,3.23,32.17,0.31,,,,,,,
Brandon Aiyuk,,0,WR,4300,SF,vs IND,31,22.25,7.2,15.9,4.8,0,0,0,0,0,0,0,0,0,3.89,0.1083,3.89,2.48,33.99,0.2,0,0,0,0,0,0,7.08,7.08,0,0,21.48,7.08,7.08,0,100,,41,1.6,1.90,0.4,65,32,54,54,158,39,131,131,,,,,,,,0.36,3.06,0.06,6.27,4,54.91,0.3,,,,,,,
Collin Johnson,,0,WR,3000,NYG,vs CAR,9,20.00,5.4,5.9,3.6,0,0,0,0,0,0,0,0,0,4.81,0.1562,4.81,2.69,33.85,0.16,0,0,0,0,0,0,7.04,7.04,0,0,17.84,7.04,7.04,0,100,,0,2.3,1.70,0.6,67,45,55,55,160,52,132,132,,,,,,,,,,,3.06,1.71,22.18,0.12,,,,,,,
Cameron Brate,,0,TE,3300,TB,vs CHI,14,29.50,5.4,6.3,4.4,0,0,0,0,0,0,0,0,0,3.76,0.0925,3.76,2.46,25.43,0.31,0,0,0,0,0,0,6.86,6.86,0,0,17.66,6.86,6.86,0,100,,23,2.1,0.00,,43,19,18,18,175,49,133,133,,,,,,,,,,,3.81,2.49,26.56,0.31,,,,,,,
Salvon Ahmed,,0,RB,4000,MIA,vs ATL,22,23.25,6.3,12,3.7,0,0,0,0,0,0.2312,5.84,21.18,0.14,8.53,0.0806,2.69,1.87,14.56,0.08,0,0,0,0,0,0,6.76,6.76,0,0,19.36,6.76,6.76,0,100,,3,1.7,7.20,1.8,34,34,37,37,107,42,134,134,,,,,,,,7.59,27.53,0.18,1.94,1.35,10.47,,,,,,,,
Patriots,,0,DST,3400,NE,vs NYJ,32,17.75,7.1,6.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,1.15,0.38,0,0,17.75,6.57,6.57,0,0,20.77,6.57,6.57,0,100,,17,1.9,12.00,3.5,4,4,7,7,75,48,135,135,,,,,,,,,,,,,,,2.34,1.02,0.48,0.17,0.06,18.21,336.3
Elijah Moore,,0,WR,3600,NYJ,@ NE,8,17.75,9.3,0,3.7,0,0,0,0,0,0,0,0,0,4.39,0.1339,4.39,2.51,28.61,0.19,0,0,0,0,0,0,6.51,6.51,0,0,25.11,6.51,6.51,0,100,,23,1.8,10.20,2.8,34,39,56,56,89,46,136,136,,,,,,,,0.46,3.69,0.08,6.85,3.92,48.31,0.38,,,,,,,
Dyami Brown,,0,WR,3600,WAS,@ GB,15,20.00,2.7,0,3.1,0,0,0,0,0,0,0,0,0,4.69,0.1357,4.69,2.24,30.03,0.21,0,0,0,0,0,0,6.5,6.5,0,2.45,11.9,6.5,6.5,0,100,,13,1.8,0.00,,75,39,57,57,175,46,137,137,,,,,,,,0.11,-0.44,,2.78,1.33,18.33,,,,,,,,
Mohamed Sanu,,0,WR,3200,SF,vs IND,31,22.25,6,6.3,3.9,0,0,0,0,0,0,0,0,0,3.89,0.1083,3.89,2.66,29.35,0.15,0,0,0,0,0,0,6.5,6.5,0,0,18.5,6.5,6.5,0,100,,32,2,2.60,0.8,61,43,57,57,150,50,137,137,0.03,0.02,0.57,,,0.02,6.12,0.28,1.54,0.02,5.02,3.43,37.97,0.18,,,,,,,
Shi Smith,,0,WR,3000,CAR,@ NYG,28,23.00,3.8,0,4,0,0,0,0,0,0,0,0,0,5.19,0.1446,5.19,2.18,28.98,0.23,0,0,0,0,0,0,6.46,6.46,0,0.76,14.06,6.46,6.46,0,100,,0,2.2,-0.30,,76,45,58,58,177,52,138,138,,,,,,,,0.14,-0.43,,2.71,1.14,16.86,,,,,,,,
Brandon Bolden,,0,RB,4000,NE,vs NYJ,23,24.75,5.4,0,5,0,0,0,0,0,0.0954,2.6,11.81,0.11,5.19,0.0807,2.59,1.93,17.74,0.15,0,0,0,0,0,0,6.45,6.45,0,0,17.25,6.45,6.45,0,100,,13,1.6,19.90,5,7,34,38,38,32,42,139,139,,,,,,,,3,13.63,0.13,2.17,1.62,15.48,0.13,,,,,,,
Sony Michel,,0,RB,4200,LAR,vs DET,20,33.75,8.1,9.8,5.3,0,0,0,0,0,0.3508,10.87,45.72,0.31,10.87,0,0,0,0,0,0,0,0,0,0,0,6.43,6.43,0,0,22.63,6.43,6.43,0,100,,19,1.5,0.40,0.1,61,32,39,39,173,40,140,140,,,,,,,,13.52,56.86,0.38,1.3,0.84,6.28,0.03,,,,,,,
Demetric Felton,,0,RB,4900,CLE,vs DEN,15,20.50,3.8,0,3.8,0,0,0,0,0,0.2624,7.53,18.7,0.21,9.15,0.0623,1.62,1.34,12.27,0.12,0,0,0,0,0,0,6.42,6.42,0,0.72,14.02,6.42,6.42,0,100,,5,1.3,6.40,1.3,35,25,40,40,113,33,141,141,,,,,,,,0.62,1.54,,1.77,1.46,14.15,0.15,,,,,,,
Packers,,0,DST,3300,GB,vs WAS,23,20,5.2,5.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,1.01,0.51,0,0,20,6.4,6.4,0,0,16.8,6.4,6.4,0,100,,17,1.9,14.00,4.2,3,5,8,8,62,49,142,142,,,,,,,,,,,,,,,2.5,0.85,0.46,0.08,0.01,22.15,349.86
Michael Badgley,,0,K,4200,IND,@ SF,24,19.25,3.7,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39,6.39,0,0.84,13.79,6.39,6.39,0,100,,52,1.5,7.00,1.7,2,2,1,1,109,40,143,143,,,,,,,,,,,,,,,,,,,,,
Jack Doyle,,0,TE,2700,IND,@ SF,4,19.25,6.1,6.2,4.2,0,0,0,0,0,0,0,0,0,3.6,0.1112,3.6,2.6,24.03,0.22,0,0,0,0,0,0,6.32,6.32,0,0,18.52,6.32,6.32,0,100,,23,2.3,0.00,,43,25,19,19,175,55,144,144,,,,,,,,,,,4.39,3.17,30.62,0.27,,,,,,,
Olamide Zaccheaus,,0,WR,3700,ATL,@ MIA,23,24.25,6,5.6,5.7,0,0,0,0,0,0,0,0,0,3.26,0.082,3.26,2.04,29.71,0.21,0,0,0,0,0,0,6.27,6.27,0,0,18.27,6.27,6.27,0,100,,6,1.7,2.30,0.6,62,38,59,59,153,45,145,145,,,,,,,,0.07,0.07,,3.31,2.07,29.83,0.21,,,,,,,
Byron Pringle,,0,WR,3300,KC,@ TEN,32,31.50,6.5,5.5,6.7,0,0,0,0,0,0,0,0,0,3.09,0.0773,3.09,2.19,25.72,0.25,0,0,0,0,0,0,6.26,6.26,0,0,19.26,6.26,6.26,0,100,,14,1.9,12.30,3.7,28,42,60,60,74,49,146,146,,,,,,,,,,,3.64,2.58,31.45,0.3,,,,,,,
Freddie Swain,,0,WR,3200,SEA,vs NO,29,18.25,4.8,3.2,6.5,0,0,0,0,0,0,0,0,0,3.29,0.1199,3.29,2.06,25.25,0.26,0,0,0,0,0,0,6.15,6.15,0,0,15.75,6.15,6.15,0,100,,0,1.9,8.70,2.7,38,43,61,61,99,50,147,147,,,,,,,,0.17,1.1,,2.14,1.34,18.28,0.21,,,,,,,
O.J. Howard,,0,TE,3400,TB,vs CHI,14,29.50,6.6,9.4,5.2,0,0,0,0,0,0,0,0,0,2.84,0.0697,2.84,1.89,26.52,0.26,0,0,0,0,0,0,6.1,6.1,0,0,19.3,6.1,6.1,0,100,,14,1.8,1.90,0.6,35,18,20,20,158,48,148,148,,,,,,,,,,,3.58,2.38,34.46,0.33,,,,,,,
A.J. Dillon,,0,RB,4600,GB,vs WAS,24,28.00,7.9,4.5,7.7,0,0,0,0,0,0.316,9.27,40.8,0.3,9.27,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,21.68,5.88,5.88,0,100,,10,1.3,0.80,0.2,59,28,41,41,169,36,149,149,,,,,,,,8.94,39.35,0.29,1.58,1.39,12.87,0.06,,,,,,,
Hayden Hurst,,0,TE,2700,ATL,@ MIA,9,24.25,4.8,9.3,5.7,0,0,0,0,0,0,0,0,0,3.26,0.082,3.26,2.25,23.32,0.21,0,0,0,0,0,0,5.84,5.84,0,0,15.44,5.84,5.84,0,100,,24,2.2,6.50,2.4,21,25,21,21,112,55,150,150,,,,,,,,0.02,,,3.54,2.44,25.04,0.23,,,,,,,
Juwan Johnson,,0,TE,3200,NO,@ SEA,17,23.25,4.2,1.6,6.1,0,0,0,0,0,0,0,0,0,3.45,0.1192,3.45,1.8,22.37,0.28,0,0,0,0,0,0,5.72,5.72,0,0,14.12,5.72,5.72,0,100,,0,1.8,1.80,0.6,36,20,22,22,159,50,151,151,,,,,,,,,,,2.32,1.21,14.79,0.21,,,,,,,
Broncos,,0,DST,3100,DEN,@ CLE,16,20.5,6.1,4.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.73,0.36,0,0,20.5,5.72,5.72,0,0,17.92,5.72,5.72,0,100,,20,1.8,4.00,1.3,11,7,9,9,135,51,151,151,,,,,,,,,,,,,,,2.51,0.77,0.54,0.15,0.01,20.32,329.11
Dante Pettis,,0,WR,3000,NYG,vs CAR,9,20.00,7.6,2.8,9.8,0,0,0,0,0,0,0,0,0,2.89,0.0938,2.89,1.67,24.12,0.27,0,0,0,0,0,0,5.7,5.7,0,0,20.9,5.7,5.7,0,100,,7,1.9,15.54,5.2,17,45,62,62,52,52,152,152,0.08,0.08,1.33,,,,11.29,0.04,-0.08,,3.83,2.21,32.92,0.42,,,,,,,
DeeJay Dallas,,0,RB,4300,SEA,vs NO,11,18.25,5.7,6.3,3,0,0,0,0,0,0.1473,3.07,11.27,0.18,5.38,0.0843,2.31,2.04,11.78,0.04,0,0,0,0,0,0,5.67,5.67,0,0,17.07,5.67,5.67,0,100,,2,1.3,0.00,,63,31,42,42,175,39,153,153,0.05,,,0.05,,,,3.35,12.3,0.2,2.15,1.9,12.2,0.05,,,,,,,
49ers,,0,DST,3200,SF,vs IND,15,19.25,5.6,5.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0.22,0.22,0,0.22,19.25,5.64,5.64,0,0,16.84,5.64,5.64,0,100,,5,1.8,4.00,1.3,11,6,10,10,135,50,154,154,,,,,,,,,,,,,,,2.31,0.61,0.55,0.11,0.02,23.67,343.04
Nick Westbrook,,0,WR,3300,TEN,vs KC,10,27.50,5.5,1.3,5.9,0,0,0,0,0,0,0,0,0,3.19,0.1021,3.19,2.02,23.97,0.2,0,0,0,0,0,0,5.62,5.62,0,0,16.62,5.62,5.62,0,100,,0,1.7,0.00,,75,42,63,63,175,49,155,155,,,,,,,,,,,2.84,1.8,22.08,0.16,,,,,,,
Raiders,,0,DST,3000,LV,vs PHI,22,23.5,4.4,2.5,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0.7,0.52,0.18,0,23.5,5.58,5.58,0,0,14.38,5.58,5.58,0,100,,0,1.9,6.00,2,9,8,11,11,118,52,156,156,,,,,,,,,,,,,,,1.68,0.63,0.48,0.05,0.03,25.62,365.42
Browns,,0,DST,3000,CLE,vs DEN,20,19.5,4.9,6.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0.34,0.34,0,0,19.5,5.49,5.49,0,0,15.29,5.49,5.49,0,100,,8,1.8,5.00,1.7,10,8,12,12,127,52,157,157,,,,,,,,,,,,,,,2.15,0.76,0.49,0.09,0.03,25.07,366.54
Giovani Bernard,,0,RB,4100,TB,vs CHI,4,29.50,6.9,9.9,8.2,0,0,0,0,0,0,0,0,0,3.76,0.0925,3.76,2.79,21.48,0.09,0,0,0,0,0,0,5.48,5.48,0,0,19.28,5.48,5.48,0,100,,22,1.3,2.50,0.6,47,33,43,43,151,41,158,158,,,,,,,,6.16,24.77,0.13,3.72,2.76,21.9,0.09,,,,,,,
Ravens,,0,DST,2900,BAL,vs CIN,19,20,7,8.2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0.68,0.34,0,0,20,5.42,5.42,0,0,19.42,5.42,5.42,0,100,,10,1.9,-1.00,,16,9,13,13,178,53,159,159,,,,,,,,,,,,,,,2.26,0.79,0.51,0.24,0.03,20.09,330.41
Devonta Freeman,,0,RB,4400,BAL,vs CIN,26,26.00,9.8,7.2,4.4,0,0,0,0,0,0.2597,8.77,36.04,0.3,8.77,0,0,0,0,0,0,0,0,0,0,0,5.4,5.4,0,0,25,5.4,5.4,0,100,,35,1.2,12.90,2.9,22,30,44,44,68,38,160,160,,,,,,,,13.12,53.92,0.45,4.14,3.28,25.45,0.15,,,,,,,
Bears,,0,DST,2800,CHI,@ TB,4,29.5,6.1,5.5,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0.62,0.47,0,0.16,29.5,5.4,5.4,0,0,17.6,5.4,5.4,0,100,,12,1.9,-2.00,,17,10,14,14,179,54,160,160,,,,,,,,,,,,,,,2.42,0.7,0.53,0.18,0.04,21.2,332.47
Jamison Crowder,,0,WR,4900,NYJ,@ NE,8,17.75,7.6,15.1,13.8,0,0,0,0,0,0,0,0,0,3.35,0.1021,3.35,2.24,23.24,0.12,0,0,0,0,0,0,5.28,5.28,0,0,20.48,5.28,5.28,0,100,,32,1.1,7.40,1.5,41,26,64,64,106,33,161,161,0.03,0.01,0.43,,0.01,0.01,2.4,0.17,0.83,,6.28,4.2,47.14,0.28,,,,,,,
John Ross,,0,WR,3100,NYG,vs CAR,9,20.00,7.7,1.9,6.3,0,0,0,0,0,0,0,0,0,3.57,0.1161,3.57,1.54,23.17,0.23,0,0,0,0,0,0,5.24,5.24,0,0,20.64,5.24,5.24,0,100,,0,1.7,4.70,1.5,51,44,65,65,130,51,162,162,,,,,,,,0.26,1.17,,4.09,1.77,27.34,0.31,,,,,,,
C.J. Uzomah,,0,TE,3000,CIN,@ BAL,16,20.00,5.4,11.4,8.1,0,0,0,0,0,0,0,0,0,3.15,0.0987,3.15,2.23,20.79,0.15,0,0,0,0,0,0,5.21,5.21,0,0,16.01,5.21,5.21,0,100,,14,1.7,24.10,8,2,22,23,23,20,52,163,163,,,,,,,,,,,3.64,2.58,25.17,0.2,,,,,,,
Randall Cobb,,0,WR,4000,GB,vs WAS,26,28.00,7.5,10,7.8,0,0,0,0,0,0,0,0,0,3.04,0.0933,3.04,2.06,22.78,0.14,0,0,0,0,0,0,5.18,5.18,0,0,20.18,5.18,5.18,0,100,,32,1.3,5.20,1.3,49,35,66,66,126,42,164,164,0.03,0.01,0.1,,,,1.56,0.43,1.42,,6,4.06,46.54,0.32,,,,,,,
Jeremy McNichols,,0,RB,4800,TEN,vs KC,13,27.50,3.7,2.8,8.6,0,0,0,0,0,0,0,0,0,3.82,0.1224,3.82,2.77,19.76,0.07,0,0,0,0,0,0,5.17,5.17,0,0,12.57,5.17,5.17,0,100,,10,1.1,2.00,0.4,50,26,45,45,157,34,165,165,,,,,,,,3.07,12.55,0.03,1.9,1.38,10.17,0.03,,,,,,,
Ricky Seals-Jones,,0,TE,3700,WAS,@ GB,22,20.00,5.5,0,9.4,0,0,0,0,0,0,0,0,0,3.48,0.1005,3.48,1.86,20.89,0.2,0,0,0,0,0,0,5.15,5.15,0,0,16.15,5.15,5.15,0,100,,5,1.4,11.10,3,10,15,24,24,82,45,166,166,,,,,,,,,,,3.84,2.05,23.73,0.23,,,,,,,
Devin Duvernay,,0,WR,3600,BAL,vs CIN,11,26.00,4.7,3.1,5.2,0,0,0,0,0,0,0,0,0,2.92,0.1069,2.92,2.18,20.1,0.16,0,0,0,0,0,0,5.15,5.15,0,0,14.55,5.15,5.15,0,100,,15,1.4,1.90,0.5,65,39,67,67,158,46,166,166,,,,,,,,0.35,3.87,,2.55,1.9,18.35,0.13,,,,,,,
Demarcus Robinson,,0,WR,3400,KC,@ TEN,32,31.50,5.7,6.9,6.9,0,0,0,0,0,0,0,0,0,2.94,0.0737,2.94,1.85,21.24,0.19,0,0,0,0,0,0,5.11,5.11,0,0,16.51,5.11,5.11,0,100,,2,1.5,1.70,0.5,67,41,68,68,160,48,167,167,,,,,,,,,,,3.28,2.06,24.6,0.21,,,,,,,
Anthony Firkser,,0,TE,3100,TEN,vs KC,31,27.50,4.8,5.8,4.7,0,0,0,0,0,0,0,0,0,2.8,0.0898,2.8,2.09,21.69,0.14,0,0,0,0,0,0,5.1,5.1,0,0,14.7,5.1,5.1,0,100,,8,1.6,1.90,0.6,35,21,25,25,158,51,168,168,,,,,,,,,,,2.83,2.11,22.68,0.13,,,,,,,
Dolphins,,0,DST,3200,MIA,vs ATL,21,24.25,7,8.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0.32,0.81,0,0.17,24.25,5.07,5.07,0,0,19.07,5.07,5.07,0,100,,0,1.6,4.00,1.3,11,6,15,15,135,50,169,169,,,,,,,,,,,,,,,2.05,0.92,0.45,0.23,0.03,24.44,375.12
Jordan Akins,,0,TE,2600,HOU,@ ARI,1,13.75,4.1,6.4,3.7,0,0,0,0,0,0,0,0,0,3.36,0.123,3.36,2.36,23.5,0.06,0,0,0,0,0,0,5.07,5.07,0,0,13.27,5.07,5.07,0,100,,13,2,3.30,1.3,31,26,26,26,142,56,169,169,,,,,,,,0.04,0.13,,3,2.11,23.05,0.05,,,,,,,
Adam Trautman,,0,TE,3000,NO,@ SEA,17,23.25,4.2,3.6,3.1,0,0,0,0,0,0,0,0,0,3.04,0.1049,3.04,2.1,21.83,0.13,0,0,0,0,0,0,5.06,5.06,0,0,13.46,5.06,5.06,0,100,,11,1.7,5.60,1.9,25,22,27,27,122,52,170,170,,,,,,,,,,,2.82,1.95,19.91,0.14,,,,,,,
Eagles,,0,DST,2300,PHI,@ LV,10,24.5,6.6,6.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.84,0.17,0,0.17,24.5,4.9,4.9,0,0,18.1,4.9,4.9,0,100,,13,2.1,1.00,0.4,14,15,16,16,167,59,171,171,,,,,,,,,,,,,,,2.38,0.81,0.54,0.25,0.02,22.14,354.38
Ian Thomas,,0,TE,2900,CAR,@ NYG,19,23.00,4.4,3.1,4.4,0,0,0,0,0,0,0,0,0,3.68,0.1025,3.68,2.33,19.51,0.09,0,0,0,0,0,0,4.82,4.82,0,0,13.62,4.82,4.82,0,100,,0,1.7,0.00,,43,23,28,28,175,53,172,172,,,,,,,,,,,3.06,1.94,18.08,0.08,,,,,,,
DeSean Jackson,,0,WR,3400,LAR,vs DET,25,33.75,8.4,9,7.8,0,0,0,0,0,0,0,0,0,2.6,0.068,2.6,1.49,24.74,0.13,0,0,0,0,0,0,4.74,4.74,0,0,21.54,4.74,4.74,0,100,,21,1.4,0.00,,75,41,69,69,175,48,173,173,,,,,,,,0.15,1.14,0.01,5.34,3.05,52.97,0.27,,,,,,,
Austin Hooper,,0,TE,2700,CLE,vs DEN,3,20.50,6.4,9,5,0,0,0,0,0,0,0,0,0,2.78,0.1068,2.78,2.01,19.07,0.13,0,0,0,0,0,0,4.7,4.7,0,0,17.5,4.7,4.7,0,100,,26,1.7,6.20,2.3,23,25,29,29,115,55,174,174,,,,,,,,,,,4.73,3.42,34.25,0.27,,,,,,,
Will Dissly,,0,TE,2800,SEA,vs NO,13,18.25,5.9,3.9,5.6,0,0,0,0,0,0,0,0,0,2.23,0.0815,2.23,1.77,18.38,0.18,0,0,0,0,0,0,4.69,4.69,0,0,16.49,4.69,4.69,0,100,,5,1.7,0.00,,43,24,30,30,175,54,175,175,,,,,,,,0.03,0.18,,2.64,2.1,24.21,0.26,,,,,,,
Ryan Griffin,,0,TE,2500,NYJ,@ NE,15,17.75,5.2,2.2,2.6,0,0,0,0,0,0,0,0,0,3.28,0.0999,3.28,2.06,19.56,0.11,0,0,0,0,0,0,4.68,4.68,0,0,15.08,4.68,4.68,0,100,,5,1.9,2.50,1,34,27,31,31,151,57,176,176,,,,,,,,,,,3.6,2.26,23.23,0.15,,,,,,,
Eli Mitchell,,0,RB,5100,SF,vs IND,1,22.25,7.3,0,11.6,0,0,0,0,0,0.3702,8.19,35.84,0.18,8.19,0,0,0,0,0,0,0,0,0,0,0,4.66,4.66,0,0,19.26,4.66,4.66,0,100,,50,0.9,19.70,3.9,8,23,46,46,33,31,177,177,,,,,,,,17.87,78.2,0.4,1.93,1.73,12.93,0.07,,,,,,,
Marquise Goodwin,,0,WR,3000,CHI,@ TB,22,17.50,7.1,0,2.4,0,0,0,0,0,0,0,0,0,2.98,0.0963,2.98,1.52,24.58,0.11,0,0,0,0,0,0,4.64,4.64,0,0,18.84,4.64,4.64,0,100,,0,1.5,3.60,1.2,58,45,70,70,139,52,178,178,,,,,,,,0.17,1.02,,4.27,2.18,35.35,0.17,,,,,,,
Joey Slye,,0,K,4400,SF,vs IND,3,22.25,4.2,8.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,4.51,0,0,12.91,4.51,4.51,0,100,,46,1,8.00,1.8,1,1,2,2,101,38,179,179,,,,,,,,,,,,,,,,,,,,,
JaMycal Hasty,,0,RB,4300,SF,vs IND,1,22.25,2.7,5.2,9.4,0,0,0,0,0,0.1304,2.88,11.3,0.11,4.78,0.053,1.9,1.47,9.3,0.05,0,0,0,0,0,0,4.49,4.49,0,0.44,9.89,4.49,4.49,0,100,,45,1,4.60,1.1,41,31,47,47,131,39,180,180,,,,,,,,3.24,12.71,0.12,2.35,1.82,11.53,,,,,,,,
Giants,,0,DST,2500,NYG,vs CAR,25,23,6,6.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.86,0.52,0,0,23,4.49,4.49,0,0,16.49,4.49,4.49,0,100,,2,1.8,17.00,6.8,2,13,17,17,43,57,180,180,,,,,,,,,,,,,,,1.98,0.84,0.5,0.17,0.03,23.93,371.39
Samaje Perine,,0,RB,4700,CIN,@ BAL,3,20.00,6.3,5.5,5.4,0,0,0,0,0,0.1369,3.36,13.08,0.05,5.11,0.055,1.75,1.48,10.71,0.05,0,0,0,0,0,0,4.46,4.46,0,0,17.06,4.46,4.46,0,100,,0,0.9,14.50,3.1,19,27,48,48,59,35,181,181,,,,,,,,6.24,24.29,0.1,1.71,1.45,10.96,0.06,,,,,,,
Malcolm Brown,,0,RB,4000,MIA,vs ATL,22,23.25,4.7,6.5,4.1,0,0,0,0,0,0.2893,7.31,29.01,0.26,7.31,0,0,0,0,0,0,0,0,0,0,0,4.46,4.46,0,0,13.86,4.46,4.46,0,100,,0,1.1,1.90,0.5,51,34,48,48,158,42,181,181,,,,,,,,5.04,20,0.18,1.01,0.7,5.25,0.01,,,,,,,
Kenny Stills,,0,WR,3100,NO,@ SEA,16,23.25,7.3,4.5,2.2,0,0,0,0,0,0,0,0,0,2.5,0.0863,2.5,1.37,21.18,0.16,0,0,0,0,0,0,4.45,4.45,0,0,19.05,4.45,4.45,0,100,,15,1.4,0.00,,75,44,71,71,175,51,182,182,0.01,0.01,0.03,,0.01,0.01,4.69,0.01,0.01,,4.63,2.53,38.55,0.34,,,,,,,
Jets,,0,DST,2400,NYJ,@ NE,29,24.75,5.3,3.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0.84,0,0,24.75,4.42,4.42,0,0,15.02,4.42,4.42,0,100,,2,1.8,-3.00,,18,14,18,18,180,58,183,183,,,,,,,,,,,,,,,2.03,0.7,0.51,0.13,0.03,24.77,362.73
