,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
49ers,,0,DST,3000,SF,@ ARI,17,17,5.7,7.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0.89,0.38,0,0.25,17,8.71,8.71,0,0.16,20.11,8.71,8.71,5,0,100,,72,5,2.9,11.00,3.7,11,4,4,58,127,127,,,,,,,,,,,,,,,2.38,0.61,0.53,0.12,0.02,23.45,340.73
Olamide Zaccheaus,,0,WR,4000,ATL,vs CHI,5,25.25,5.5,6,7.1,0,0,0,0,0,0,0,0,0,4.39,0.1449,4.39,2.88,41.61,0.27,0,0,0,0,0,0,8.66,8.66,0,0.41,19.66,8.66,8.66,60,0,100,,133,14,2.2,3.20,0.8,39,51,51,48,128,128,,,,,,,,0.08,-0.11,,3.22,2.11,31.35,0.19,,,,,,,
Isiah Pacheco,,0,RB,5300,KC,@ LAC,28,28.75,3.7,0,4.1,0,0,0,0,0,0.5963,15.17,70.51,0.25,15.17,0,0,0,0,0,0,0,0,0,0,0,8.55,8.55,0,3,15.95,8.55,8.55,15,0,100,,53,10,1.6,13.70,2.6,25,34,34,35,129,129,,,,,,,,6.67,31,0.11,0.33,0.33,1.44,,,,,,,,
Tyler Allgeier,,0,RB,4900,ATL,vs CHI,32,25.25,5,0,8.1,0,0,0,0,0,0.2951,8.98,39.01,0.09,10.59,0.0532,1.61,1.61,13.59,0.19,0,0,0,0,0,0,8.55,8.55,0,1.05,18.55,8.55,8.55,28,0,100,,95,38,1.7,7.40,1.5,29,34,34,39,129,129,,,,,,,,11.33,49.22,0.11,1,1,8.67,0.11,,,,,,,
Alec Pierce,,0,WR,3900,IND,vs PHI,4,19.75,5.5,0,7.8,0,0,0,0,0,0,0,0,0,4.97,0.1666,4.97,2.96,46.46,0.14,0,0,0,0,0,0,8.45,8.45,0,0.2,19.45,8.45,8.45,47,0,100,,109,29,2.2,5.80,1.5,40,52,52,49,130,130,,,,,,,,,,,4.67,2.78,44,0.11,,,,,,,
Jets,,0,DST,2800,NYJ,@ NE,13,20.75,5.4,3.4,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,1.32,0.36,0.12,0.12,20.75,8.45,8.45,0,0.35,19.25,8.45,8.45,6,0,100,,76,4,3,10.00,3.6,13,5,5,60,130,130,,,,,,,,,,,,,,,2.1,0.74,0.51,0.13,0.03,24.34,359.37
Robert Woods,,0,WR,4800,TEN,@ GB,3,18.75,8.3,15.6,6.2,0,0,0,0,0,0,0,0,0,5.13,0.2398,5.13,3.33,40.06,0.18,0,0,0,0,0,0,8.42,8.42,0,0,25.02,8.42,8.42,24,0,100,,60,38,1.8,12.90,2.7,31,53,53,40,131,131,,,,,,,,0.7,4.54,0.05,7.39,4.79,58.79,0.26,,,,,,,
James Proche,,0,WR,3800,BAL,vs CAR,18,27.25,4.5,5.2,3.8,0,0,0,0,0,0,0,0,0,4.46,0.131,4.46,3.32,37.86,0.21,0,0,0,0,0,0,8.37,8.37,0,1.62,17.37,8.37,8.37,76,0,100,,163,0,2.2,0.00,,41,54,54,50,132,132,,,,,,,,,,,2.38,1.77,20.69,,,,,,,,
Ben Skowronek,,0,WR,3900,LAR,@ NO,13,18.75,4.3,1.8,6.5,0,0,0,0,0,0,0,0,0,5.49,0.1746,5.49,3.3,34.05,0.27,0,0,0,0,0,0,8.33,8.33,0,1.88,16.93,8.33,8.33,73,0,100,,150,10,2.1,1.40,0.4,40,55,55,49,133,133,,,,,,,,0.06,0.94,0.06,3.61,2.17,21.67,,,,,,,,
Cowboys,,0,DST,3200,DAL,@ MIN,9,23.25,6,10.3,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0.75,0.86,0,0.21,23.25,8.24,8.24,0,0,20.24,8.24,8.24,3,0,100,,44,9,2.6,16.00,5,9,6,6,56,134,134,,,,,,,,,,,,,,,2.32,0.7,0.58,0.15,0.01,21.67,349.46
Latavius Murray,,0,RB,5000,DEN,vs LV,27,21.75,8,7.6,10.4,0,0,0,0,0,0.441,12.83,52.24,0.5,12.83,0,0,0,0,0,0,0,0,0,0,0,8.22,8.22,0,0,24.22,8.22,8.22,12,0,100,,38,24,1.6,17.20,3.4,28,35,35,38,135,135,,,,,,,,11.38,46.34,0.44,2.08,1.66,11.29,0.03,,,,,,,
Kalif Raymond,,0,WR,4500,DET,@ NYG,16,20.75,6.2,8.7,6.1,0,0,0,0,0,0,0,0,0,4.33,0.1273,4.33,2.94,42.54,0.17,0,0,0,0,0,0,8.21,8.21,0,0,20.61,8.21,8.21,43,0,100,,100,0,1.8,7.00,1.6,34,56,56,43,136,136,,,,,,,,0.23,0.95,,3.05,2.07,29.36,0.14,,,,,,,
Randall Cobb,,0,WR,3600,GB,vs TEN,29,21.75,7.4,7.9,7.3,0,0,0,0,0,0,0,0,0,4.85,0.1573,4.85,3.28,36.11,0.22,0,0,0,0,0,0,8.21,8.21,0,0,23.01,8.21,8.21,21,0,100,,57,32,2.3,13.30,3.7,43,56,56,52,136,136,0.03,0.01,0.1,,,,1.5,0.41,1.36,,5.96,4.03,46.74,0.31,,,,,,,
Dawson Knox,,0,TE,3200,BUF,vs CLE,11,28.25,5.9,11.5,7.5,0,0,0,0,0,0,0,0,0,4.39,0.1236,4.39,2.84,32.05,0.36,0,0,0,0,0,0,8.21,8.21,0,0,20.01,8.21,8.21,5,0,100,,51,25,2.6,14.00,4.4,21,15,15,56,136,136,,,,,,,,0.02,0.24,,4.02,2.6,30.55,0.36,,,,,,,
George Pickens,,0,WR,5200,PIT,vs CIN,14,18.25,6.9,0,9.3,0,0,0,0,0,0,0,0,0,5.86,0.1907,5.86,3.54,42.15,0.07,0,0,0,0,0,0,8.18,8.18,0,0,21.98,8.18,8.18,10,0,100,,31,26,1.6,18.30,3.5,27,57,57,36,137,137,,,,,,,,0.33,2.67,0.11,5.33,3.22,41.11,0.11,,,,,,,
James Robinson,,0,RB,5200,NYJ,@ NE,6,17.75,8.8,12.8,10,0,0,0,0,0,0.4301,10.68,47.62,0.39,11.39,0.0218,0.71,0.54,3.42,0.02,0,0,0,0,0,0,8.1,8.1,0,0,25.7,8.1,8.1,53,0,100,,155,39,1.6,1.00,0.2,26,36,36,36,138,138,,,,,0.03,,,13.59,60.59,0.49,3.24,2.46,16.68,0.14,,,,,,,
Darrell Henderson,,0,RB,5200,LAR,@ NO,22,18.75,6.8,13.2,8.1,0,0,0,0,0,0.3954,8.11,35.46,0.27,10.05,0.0618,1.94,1.38,10.7,0.08,0,0,0,0,0,0,8.1,8.1,0,0,21.7,8.1,8.1,54,0,100,,156,25,1.6,0.90,0.2,26,36,36,36,138,138,,,,,,,,9.05,39.57,0.3,2.2,1.57,11.75,0.09,,,,,,,
J.D. McKissic,!,0,RB,4600,WAS,@ HOU,31,22.25,6.2,11.6,7,0,0,0,0,0,0.094,2.94,12.96,0.06,7.39,0.1324,4.45,3.3,24.69,0.1,0,0,0,0,0,0,8.03,8.03,0,0,20.43,8.03,8.03,61,0,100,,163,26,1.7,0.00,,32,37,37,42,139,139,,,,,,,,3.55,15.65,0.07,4.35,3.23,24.41,0.12,,,,,,,
Jarvis Landry,,0,WR,4500,NO,vs LAR,10,20.75,7.4,11.5,8.7,0,0,0,0,0,0,0,0,0,5.21,0.1725,5.21,3.36,36.54,0.17,0,0,0,0,0,0,8.03,8.03,0,0,22.83,8.03,8.03,25,0,100,,62,49,1.8,12.30,2.7,34,58,58,43,139,139,0.08,0.05,1.25,,0.01,0.01,8.71,0.32,2.06,0.04,8.62,5.56,62.37,0.29,,,,,,,
Michael Carter,,0,RB,5400,NYJ,@ NE,6,17.75,6.8,11.3,10.6,0,0,0,0,0,0.4409,10.95,45.72,0.33,11.93,0.03,0.98,0.69,5.48,0.02,0,0,0,0,0,0,7.91,7.91,0,0,21.51,7.91,7.91,46,0,100,,137,38,1.5,2.70,0.5,24,38,38,34,140,140,,,,,,,,10.09,42.13,0.3,3.78,2.65,22.65,,,,,,,,
Juwan Johnson,,0,TE,3100,NO,vs LAR,16,20.75,5.4,4.4,8.2,0,0,0,0,0,0,0,0,0,4.24,0.1404,4.24,2.55,27.38,0.43,0,0,0,0,0,0,7.87,7.87,0,0,18.67,7.87,7.87,6,0,100,,53,0,2.5,13.70,4.4,22,16,16,57,141,141,,,,,,,,,,,2.78,1.67,18.52,0.3,,,,,,,
K.J. Osborn,,0,WR,4000,MIN,vs DAL,17,23.25,6.4,9.3,6.6,0,0,0,0,0,0,0,0,0,4.62,0.1413,4.62,2.74,30.73,0.33,0,0,0,0,0,0,7.79,7.79,0,0,20.59,7.79,7.79,58,0,100,,128,24,1.9,3.70,0.9,39,59,59,48,142,142,,,,,,,,0.12,0.42,,4.85,2.88,33.65,0.35,,,,,,,
Hunter Henry,,0,TE,3300,NE,vs NYJ,13,20.75,6.2,9.9,5.4,0,0,0,0,0,0,0,0,0,3.85,0.1381,3.85,2.61,31.98,0.33,0,0,0,0,0,0,7.79,7.79,0,0,20.19,7.79,7.79,27,0,100,,135,37,2.4,3.00,0.9,20,17,17,55,142,142,,,,,,,,,,,5.03,3.41,41.01,0.4,,,,,,,
Cam Akers,,0,RB,4400,LAR,@ NO,22,18.75,7.1,7,3.8,0,0,0,0,0,0.5233,10.74,39.56,0.17,12.35,0.0512,1.61,1.21,12.84,0.04,0,0,0,0,0,0,7.71,7.71,0,0,21.91,7.71,7.71,32,0,100,,106,17,1.8,6.10,1.4,34,39,39,44,143,143,,,,,,,,13,47.88,0.2,1.44,1.08,11.12,0.04,,,,,,,
Chris Moore,,0,WR,4000,HOU,vs WAS,30,19.25,4.6,5.9,7.6,0,0,0,0,0,0,0,0,0,4.41,0.132,4.41,2.79,30.76,0.25,0,0,0,0,0,0,7.37,7.37,0,0.47,16.57,7.37,7.37,40,0,100,,96,0,1.8,7.30,1.8,39,60,60,48,144,144,,,,,,,,0.22,0.53,,2.45,1.55,17.8,0.15,,,,,,,
Cardinals,,0,DST,2900,ARI,vs SF,14,26,6.3,6.8,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0.67,0.67,0,0.48,26,7.37,7.37,0,0,19.97,7.37,7.37,17,0,100,,168,10,2.5,-4.00,,12,7,7,59,144,144,,,,,,,,,,,,,,,2.52,0.75,0.65,0.17,0.04,23.17,350.3
Isaiah McKenzie,,0,WR,4400,BUF,vs CLE,24,28.25,5.9,4.1,9.2,0,0,0,0,0,0,0,0,0,4.39,0.1236,4.39,3.11,27.39,0.23,0,0,0,0,0,0,7.23,7.23,0,0,19.03,7.23,7.23,76,0,100,,163,0,1.6,0.00,,35,61,61,44,145,145,0.02,0.02,0.19,,,0.02,2.44,0.8,4.11,0.06,2.95,2.09,19.16,0.17,,,,,,,
Trey McBride,,0,TE,2900,ARI,vs SF,19,17.00,1.9,0,3.6,0,0,0,0,0,0,0,0,0,3.53,0.1009,3.53,3.53,25.91,0.18,0,0,0,0,0,0,7.2,7.2,0,4.35,11,7.2,7.2,16,0,100,,114,0,2.5,5.40,1.9,24,18,18,59,146,146,,,,,,,,,,,2,2,15.5,,,,,,,,
Elijah Moore,,0,WR,4000,NYJ,@ NE,15,17.75,8.9,12.8,6,0,0,0,0,0,0,0,0,0,5.07,0.1561,5.07,2.77,32.51,0.18,0,0,0,0,0,0,7.1,7.1,0,0,24.9,7.1,7.1,58,0,100,,128,14,1.8,3.70,0.9,39,62,62,48,147,147,,,,,,,,0.41,2.94,0.06,6.35,3.47,43.59,0.29,,,,,,,
Vikings,,0,DST,2400,MIN,vs DAL,5,25.25,5.9,7.2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,1.04,0.84,0,0.1,25.25,7.07,7.07,0,0,18.87,7.07,7.07,17,0,100,,168,22,2.9,-4.00,,17,8,8,64,148,148,,,,,,,,,,,,,,,2.57,0.91,0.56,0.19,0.03,21.11,345.63
DeVante Parker,,0,WR,4100,NE,vs NYJ,1,20.75,7.6,11.5,8,0,0,0,0,0,0,0,0,0,4.16,0.1495,4.16,2.4,34.92,0.18,0,0,0,0,0,0,6.97,6.97,0,0,22.17,6.97,6.97,56,0,100,,126,32,1.7,3.90,1,38,63,63,47,149,149,,,,,,,,,,,6.59,3.8,54.29,0.27,,,,,,,
Clyde Edwards-Helaire,!,0,RB,5000,KC,@ LAC,28,28.75,6.7,11.5,10.8,0,0,0,0,0,0.1681,4.28,18.92,0.13,6.84,0.0586,2.56,1.79,14.63,0.17,0,0,0,0,0,0,6.95,6.95,0,0,20.35,6.95,6.95,54,0,100,,156,45,1.4,0.90,0.2,28,40,40,38,150,150,,,,,,,,11.09,49.03,0.34,3.06,2.14,16.86,0.17,,,,,,,
Brian Robinson,,0,RB,5300,WAS,@ HOU,31,22.25,4.8,0,7.9,0,0,0,0,0,0.4103,12.83,42.07,0.27,13.68,0.0254,0.85,0.85,1.46,0.02,0,0,0,0,0,0,6.94,6.94,0,0,16.54,6.94,6.94,35,0,100,,110,39,1.3,5.70,1.1,25,41,41,35,151,151,,,,,,,,15.5,50.83,0.33,0.67,0.67,1.17,,,,,,,,
Austin Hooper,,0,TE,2700,TEN,@ GB,17,18.75,6.3,6.2,4,0,0,0,0,0,0,0,0,0,3.91,0.1828,3.91,2.84,28.08,0.21,0,0,0,0,0,0,6.91,6.91,0,0,19.51,6.91,6.91,3,0,100,,29,24,2.6,19.60,7.3,26,19,19,61,152,152,,,,,,,,,,,4.58,3.33,33.51,0.25,,,,,,,
Sammy Watkins,,0,WR,4000,GB,vs TEN,29,21.75,9.4,6.5,5.6,0,0,0,0,0,0,0,0,0,3.91,0.1268,3.91,2.39,33.7,0.19,0,0,0,0,0,0,6.9,6.9,0,0,25.7,6.9,6.9,76,0,100,,163,15,1.7,0.00,,39,64,64,48,153,153,0.01,,,0.01,0.01,,,0.12,0.87,,5.71,3.49,51.85,0.32,,,,,,,
Titans,,0,DST,3200,TEN,@ GB,19,21.75,5.4,7.5,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,1.05,0.35,0,0.12,21.75,6.9,6.9,0,0,17.7,6.9,6.9,12,0,100,,125,17,2.2,4.00,1.3,9,9,9,56,153,153,,,,,,,,,,,,,,,2.45,0.82,0.45,0.14,0.01,21.99,359.09
Khalil Herbert,!,0,RB,5600,CHI,@ ATL,25,23.25,8.2,5.1,11,0,0,0,0,0,0.2878,9.94,50.75,0.28,9.94,0,0,0,0,0,0,0,0,0,0,0,6.76,6.76,0,0,23.16,6.76,6.76,61,0,100,,163,0,1.2,0.00,,22,42,42,32,154,154,,,,,,,,8.79,44.88,0.25,0.96,0.83,6.58,0.04,,,,,,,
Terrace Marshall Jr.,,0,WR,4400,CAR,@ BAL,22,14.25,4.1,2.7,7.4,0,0,0,0,0,0,0,0,0,4.84,0.1707,4.84,2.72,33.27,0.11,0,0,0,0,0,0,6.71,6.71,0,0.56,14.91,6.71,6.71,32,0,100,,75,5,1.5,10.60,2.4,35,65,65,44,155,155,,,,,,,,,,,3.06,1.72,21.22,0.06,,,,,,,
Robert Tonyan,,0,TE,3500,GB,vs TEN,29,21.75,6.5,6.3,7.7,0,0,0,0,0,0,0,0,0,3.12,0.1012,3.12,2.49,24.75,0.29,0,0,0,0,0,0,6.71,6.71,0,0,19.71,6.71,6.71,23,0,100,,126,14,1.9,3.90,1.1,18,20,20,53,155,155,,,,,,,,,,,3.35,2.67,28,0.35,,,,,,,
Ashton Dulin,,0,WR,3000,IND,vs PHI,4,19.75,3.5,2.8,5.8,0,0,0,0,0,0,0,0,0,3.82,0.1281,3.82,2.33,32.44,0.19,0,0,0,0,0,0,6.71,6.71,0,1.46,13.71,6.71,6.71,76,0,100,,163,0,2.2,0.00,,49,65,65,58,155,155,,,,,,,,0.23,1.77,,1.77,1.08,15.15,0.08,,,,,,,
Bills,,0,DST,3800,BUF,vs CLE,12,21.25,5.8,8.1,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1.3,0.3,0.1,0.1,21.25,6.7,6.7,0,0,18.3,6.7,6.7,11,0,100,,116,18,1.8,5.00,1.3,3,10,10,50,156,156,,,,,,,,,,,,,,,2.26,0.98,0.53,0.12,0.03,20.79,333.14
Commanders,,0,DST,3100,WAS,@ HOU,29,19.25,5.1,5.4,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.43,0.65,0.11,0.11,19.25,6.64,6.64,0,0,16.84,6.64,6.64,1,0,100,,30,23,2.1,19.00,6.1,10,11,11,57,157,157,,,,,,,,,,,,,,,2.55,0.78,0.57,0.13,0.03,23.12,359.54
Equanimeous St. Brown,,0,WR,3400,CHI,@ ATL,32,23.25,3.5,1.6,3.9,0,0,0,0,0,0,0,0,0,4.49,0.1426,4.49,2.39,35.05,0.1,0,0,0,0,0,0,6.5,6.5,0,1.25,13.5,6.5,6.5,55,0,100,,121,0,1.9,4.40,1.3,45,66,66,54,158,158,,,,,,,,0.27,1.95,,2.29,1.22,18.15,0.05,,,,,,,
Justin Watson,,0,WR,3000,KC,@ LAC,12,28.75,5.1,0,3.4,0,0,0,0,0,0,0,0,0,3.67,0.0841,3.67,2,25.65,0.32,0,0,0,0,0,0,6.49,6.49,0,0,16.69,6.49,6.49,35,0,100,,79,0,2.2,9.70,3.2,49,67,67,58,159,159,,,,,,,,,,,2.62,1.43,17.67,0.19,,,,,,,
Jauan Jennings,,0,WR,3300,SF,@ ARI,9,26.00,5.7,5.8,5,0,0,0,0,0,0,0,0,0,3.63,0.1132,3.63,2.29,25.94,0.25,0,0,0,0,0,0,6.38,6.38,0,0,17.78,6.38,6.38,76,0,100,,163,0,1.9,0.00,,46,68,68,55,160,160,,,,,,,,,,,3.17,2,22.71,0.21,,,,,,,
Samaje Perine,,0,RB,5100,CIN,@ PIT,5,21.25,6.1,5.2,5.5,0,0,0,0,0,0.1146,2.24,8.96,0.03,5.34,0.0972,3.1,2.63,19.41,0.12,0,0,0,0,0,0,6.37,6.37,0,0,18.57,6.37,6.37,2,0,100,,8,0,1.2,30.20,5.9,27,43,43,37,161,161,,,,,,,,5.88,23.52,0.09,1.79,1.52,11.11,0.07,,,,,,,
Broncos,,0,DST,3500,DEN,vs LV,7,19.75,6.1,6.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0.69,0.45,0.11,0,19.75,6.36,6.36,0,0,18.56,6.36,6.36,14,0,100,,155,20,1.8,1.00,0.3,6,12,12,53,162,162,,,,,,,,,,,,,,,2.53,0.77,0.53,0.15,0.02,20.17,327.69
DeAndre Carter,,0,WR,5000,LAC,vs KC,25,23.75,4.6,5.1,8.1,0,0,0,0,0,0,0,0,0,3.64,0.0974,3.64,2.55,29.17,0.14,0,0,0,0,0,0,6.31,6.31,0,0,15.51,6.31,6.31,44,0,100,,104,22,1.3,6.30,1.3,29,69,69,38,163,163,,,,,,,,0.32,2.29,,3.17,2.22,26.02,0.12,,,,,,,
Robby Anderson,,0,WR,3100,ARI,vs SF,11,17.00,8,8.1,5.3,0,0,0,0,0,0,0,0,0,4.2,0.12,4.2,2.34,29.31,0.17,0,0,0,0,0,0,6.29,6.29,0,0,22.29,6.29,6.29,76,0,100,,163,25,2,0.00,,48,70,70,57,164,164,,,,,,,,0.16,0.97,,6.55,3.65,48.27,0.29,,,,,,,
Giants,,0,DST,3600,NYG,vs DET,21,20.75,5.9,5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.23,1.15,0,0,20.75,6.06,6.06,0,0,17.86,6.06,6.06,16,0,100,,167,3,1.7,-1.00,,5,13,13,52,165,165,,,,,,,,,,,,,,,2.01,0.8,0.53,0.16,0.03,23.68,370.72
Isaiah Hodgins,,0,WR,3000,NYG,vs DET,20,23.75,1,0,7.1,0,0,0,0,0,0,0,0,0,3.08,0.1018,3.08,2.31,29.48,0.13,0,0,0,0,0,0,6.04,6.04,0,4.54,8.04,6.04,6.04,51,0,100,,117,0,2,4.90,1.6,49,71,71,58,166,166,,,,,,,,,,,4,3,41,,,,,,,,
Tom Kennedy,,0,WR,3400,DET,@ NYG,16,20.75,3.3,3.1,4,0,0,0,0,0,0,0,0,0,3.97,0.1166,3.97,2.06,29.53,0.17,0,0,0,0,0,0,6.03,6.03,0,1.08,12.63,6.03,6.03,67,0,100,,141,6,1.8,2.30,0.7,45,72,72,54,167,167,0.09,0.09,6.82,,,0.09,14.39,,,,2.27,1.18,16.55,,,,,,,,
Bengals,,0,DST,3400,CIN,@ PIT,31,18.25,4.9,6.6,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1,0.63,0,0,18.25,6.01,6.01,0,0,15.81,6.01,6.01,14,0,100,,155,14,1.8,1.00,0.3,7,14,14,54,168,168,,,,,,,,,,,,,,,2.11,0.89,0.34,0.1,0.02,22.67,370.88
Denzel Mims,,0,WR,3300,NYJ,@ NE,15,17.75,3.7,2.1,4.4,0,0,0,0,0,0,0,0,0,4.29,0.1321,4.29,1.95,30.28,0.17,0,0,0,0,0,0,6,6,0,0.45,13.4,6,6,49,0,100,,113,14,1.8,5.50,1.7,46,73,73,55,169,169,,,,,,,,,,,3.5,1.59,26.45,,,,,,,,
Phillip Dorsett,,0,WR,3500,HOU,vs WAS,30,19.25,5.3,3.6,4.4,0,0,0,0,0,0,0,0,0,3.67,0.1099,3.67,2.07,27.27,0.19,0,0,0,0,0,0,5.94,5.94,0,0,16.54,5.94,5.94,76,0,100,,163,12,1.7,0.00,,44,74,74,53,170,170,,,,,,,,0.19,1.14,,3.54,2,27.39,0.19,,,,,,,
Treylon Burks,,0,WR,3500,TEN,@ GB,3,18.75,2.3,0,5.9,0,0,0,0,0,0,0,0,0,3.73,0.1743,3.73,2.2,25.46,0.18,0,0,0,0,0,0,5.83,5.83,0,2.38,10.43,5.83,5.83,9,0,100,,26,61,1.7,21.10,6,44,75,75,53,171,171,,,,,,,,0.4,2.4,,4.4,2.6,30.6,,,,,,,,
Tre' McKitty,,0,TE,2900,LAC,vs KC,28,23.75,2.1,1.8,2.4,0,0,0,0,0,0,0,0,0,4.14,0.111,4.14,2.56,18.09,0.24,0,0,0,0,0,0,5.81,5.81,0,2.66,10.01,5.81,5.81,40,0,100,,163,5,2,0.00,,24,21,21,59,172,172,,,,,,,,,,,2.1,1.3,9.4,,,,,,,,
Nick Westbrook,,0,WR,4100,TEN,@ GB,3,18.75,7.2,7,7.5,0,0,0,0,0,0,0,0,0,3.03,0.1417,3.03,1.89,26.49,0.21,0,0,0,0,0,0,5.8,5.8,0,0,20.2,5.8,5.8,52,0,100,,118,0,1.4,4.80,1.2,38,76,76,47,173,173,,,,,,,,,,,2.93,1.83,26.1,0.2,,,,,,,
Logan Thomas,,0,TE,2800,WAS,@ HOU,22,22.25,6,10.9,5.5,0,0,0,0,0,0,0,0,0,3.81,0.1135,3.81,2.44,22.89,0.17,0,0,0,0,0,0,5.75,5.75,0,0,17.75,5.75,5.75,8,0,100,,68,8,2.1,11.50,4.1,25,22,22,60,174,174,0.04,0.04,0.78,,,,4.85,0.05,0.09,,4.13,2.65,25.09,0.22,,,,,,,
Chigoziem Okonkwo,,0,TE,2600,TEN,@ GB,17,18.75,4.2,0,3.8,0,0,0,0,0,0,0,0,0,2.8,0.1307,2.8,1.51,29.76,0.21,0,0,0,0,0,0,5.75,5.75,0,0,14.15,5.75,5.75,21,0,100,,124,0,2.2,4.10,1.6,27,22,22,62,174,174,,,,,,,,0.14,-0.57,,1.86,1,20.14,0.14,,,,,,,
Isaiah Likely,,0,TE,3600,BAL,vs CAR,23,27.25,5.9,0,6.2,0,0,0,0,0,0,0,0,0,3.41,0.1,3.41,1.94,22.76,0.23,0,0,0,0,0,0,5.6,5.6,0,0,17.4,5.6,5.6,38,0,100,,154,5,1.6,1.10,0.3,17,23,23,52,175,175,,,,,,,,,,,3.75,2.13,25.63,0.25,,,,,,,
Packers,,0,DST,3300,GB,vs TEN,26,18.75,5.1,7.1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.68,0.29,0.1,0.1,18.75,5.6,5.6,0,0,15.8,5.6,5.6,11,0,100,,116,19,1.7,5.00,1.5,8,15,15,55,175,175,,,,,,,,,,,,,,,2.47,0.84,0.45,0.08,0.02,22.2,348.22
Tyquan Thornton,,0,WR,3300,NE,vs NYJ,1,20.75,7.6,0,6.1,0,0,0,0,0,0,0,0,0,4.48,0.1609,4.48,2.12,19.46,0.25,0,0,0,0,0,0,5.57,5.57,0,0,20.77,5.57,5.57,72,0,100,,149,0,1.7,1.50,0.5,46,77,77,55,176,176,,,,,,,,0.6,3.2,0.2,3.8,1.8,16.2,0.2,,,,,,,
Saints,,0,DST,3000,NO,vs LAR,27,18.75,6.1,8.4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0.22,0.54,0,0,18.75,5.55,5.55,0,0,17.75,5.55,5.55,11,0,100,,116,9,1.9,5.00,1.7,11,16,16,58,177,177,,,,,,,,,,,,,,,2.55,0.81,0.56,0.12,0.02,22.98,351.55
Marcus Johnson,,0,WR,3500,NYG,vs DET,20,23.75,5.8,4,3.1,0,0,0,0,0,0,0,0,0,3.85,0.1269,3.85,1.98,29.43,0.09,0,0,0,0,0,0,5.46,5.46,0,0,17.06,5.46,5.46,76,0,100,,163,0,1.6,0.00,,44,78,78,53,178,178,,,,,,,,0.08,-0.11,,3.03,1.56,24.81,0.08,,,,,,,
Chiefs,,0,DST,2600,KC,@ LAC,20,23.75,6.9,6.7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0.33,0.44,0.11,0.11,23.75,5.43,5.43,0,0,19.23,5.43,5.43,7,0,100,,83,15,2.1,9.00,3.5,15,17,17,62,179,179,,,,,,,,,,,,,,,2.36,0.99,0.57,0.27,0.03,21.35,366.39
Brevin Jordan,!,0,TE,2600,HOU,vs WAS,2,19.25,4.6,7,1.8,0,0,0,0,0,0,0,0,0,3.68,0.1102,3.68,2.18,16.88,0.23,0,0,0,0,0,0,5.25,5.25,0,0,14.45,5.25,5.25,40,0,100,,163,8,2,0.00,,27,24,24,62,180,180,,,,,,,,,,,3.38,2,16.15,0.23,,,,,,,
Texans,,0,DST,2400,HOU,vs WAS,25,22.25,6.3,5.1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0.84,0.47,0,0,22.25,5.24,5.24,0,0,17.84,5.24,5.24,15,0,100,,163,0,2.2,0.00,,17,18,18,64,181,181,,,,,,,,,,,,,,,2.2,0.76,0.52,0.15,0.02,23.61,365.01
Quez Watkins,,0,WR,3700,PHI,@ IND,2,25.75,4.9,6.9,4,0,0,0,0,0,0,0,0,0,2.95,0.092,2.95,1.92,28.77,0.07,0,0,0,0,0,0,5.22,5.22,0,0,15.02,5.22,5.22,30,0,100,,71,20,1.4,11.10,3,42,79,79,51,182,182,,,,,,,,0.07,,,3.27,2.13,32.7,0.1,,,,,,,
Laviska Shenault Jr.,,0,WR,3700,CAR,@ BAL,22,14.25,5.4,8,7,0,0,0,0,0,0,0,0,0,3.23,0.1138,3.23,2.21,22.57,0.12,0,0,0,0,0,0,5.19,5.19,0,0,15.99,5.19,5.19,53,0,100,,119,41,1.4,4.70,1.3,42,80,80,51,183,183,,,,,,,,0.94,5,0.03,5.36,3.67,37.78,0.17,,,,,,,
