,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Juwan Johnson,,0,TE,3000,NO,@ PIT,8,19.25,5.1,4.4,7.4,0,0,0,0,0,0,0,0,0,4.64,0.1462,4.64,2.73,29.99,0.45,0,0,0,0,0,0,8.43,8.43,0,0.78,18.63,8.43,8.43,4,0,100,,53,0,2.8,15.40,5.1,19,12,12,59,127,127,,,,,,,,,,,2.62,1.54,17.54,0.27,,,,,,,
George Pickens,,0,WR,5000,PIT,vs NO,15,20.25,7.1,0,8.6,0,0,0,0,0,0,0,0,0,6.03,0.1847,6.03,3.56,42.86,0.09,0,0,0,0,0,0,8.39,8.39,0,0,22.59,8.39,8.39,24,0,100,,61,17,1.7,14.50,2.9,30,53,53,39,128,128,,,,,,,,0.13,0.13,,5.5,3.25,42.25,0.13,,,,,,,
Julio Jones,,0,WR,4700,TB,vs SEA,6,23.25,11.2,8.7,7.1,0,0,0,0,0,0,0,0,0,4.54,0.1027,4.54,2.97,42.32,0.19,0,0,0,0,0,0,8.34,8.34,0,0,30.74,8.34,8.34,25,0,100,,62,41,1.8,14.30,3,33,54,54,42,129,129,,,,,,,,0.09,0.51,,9.44,6.17,91.7,0.38,,,,,,,
Van Jefferson,,0,WR,3500,LAR,vs ARI,12,20.75,5.7,9,0,0,0,0,0,0,0,0,0,0,5.48,0.1771,5.48,3.08,36.82,0.26,0,0,0,0,0,0,8.32,8.32,0,0,19.72,8.32,8.32,33,0,100,,76,19,2.4,11.70,3.3,45,55,55,54,130,130,,,,,,,,0.11,0.94,,4.14,2.33,32.5,0.22,,,,,,,
49ers,,0,DST,3000,SF,vs LAC,17,18.75,5.7,7.6,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.78,0.4,0,0.26,18.75,8.32,8.32,0,0,19.72,8.32,8.32,7,0,100,,116,5,2.8,6.00,2,11,4,4,59,130,130,,,,,,,,,,,,,,,2.38,0.61,0.54,0.12,0.02,23.5,341.54
Evan Engram,,0,TE,3300,JAC,@ KC,30,21.25,6.3,6.9,8.3,0,0,0,0,0,0,0,0,0,5.84,0.1635,5.84,3.62,36.76,0.16,0,0,0,0,0,0,8.26,8.26,0,0,20.86,8.26,8.26,22,0,100,,125,37,2.5,4.40,1.3,16,13,13,56,131,131,,,,,,,,0.2,1.08,0.01,6.43,3.99,42.78,0.23,,,,,,,
Tyler Higbee,,0,TE,3600,LAR,vs ARI,18,20.75,6.3,9.3,8.4,0,0,0,0,0,0,0,0,0,5.48,0.1771,5.48,3.7,32.78,0.21,0,0,0,0,0,0,8.24,8.24,0,0,20.84,8.24,8.24,5,0,100,,54,13,2.3,15.30,4.3,13,14,14,53,132,132,,,,,,,,0.01,0.01,,4.32,2.92,30.19,0.18,,,,,,,
Jarvis Landry,,0,WR,4500,NO,@ PIT,31,19.25,7.4,11.5,9.2,0,0,0,0,0,0,0,0,0,5.35,0.1684,5.35,3.45,37.38,0.17,0,0,0,0,0,0,8.21,8.21,0,0,23.01,8.21,8.21,54,0,100,,110,49,1.8,6.70,1.5,35,56,56,44,133,133,0.08,0.05,1.26,,0.01,0.01,8.78,0.32,2.08,0.04,8.65,5.58,62.59,0.29,,,,,,,
Parris Campbell,,0,WR,3900,IND,@ LV,28,18.75,5.8,5.4,8.5,0,0,0,0,0,0,0,0,0,5.19,0.1776,5.19,3.5,30.94,0.26,0,0,0,0,0,0,8.15,8.15,0,0,19.75,8.15,8.15,11,0,100,,27,15,2.1,20.60,5.3,41,57,57,50,134,134,,,,,,,,0.33,3.29,,4.08,2.75,27.38,0.17,,,,,,,
Jahan Dotson,,0,WR,3800,WAS,@ PHI,8,15.75,6.1,0,13.1,0,0,0,0,0,0,0,0,0,3.83,0.1413,3.83,2.09,26.3,0.57,0,0,0,0,0,0,8.14,8.14,0,0,20.34,8.14,8.14,70,0,100,,139,53,2.1,2.40,0.6,42,58,58,51,135,135,,,,,,,,0.25,-2.5,,5.5,3,38,1,,,,,,,
Foster Moreau,,0,TE,3200,LV,vs IND,26,22.75,4.4,5.7,6.7,0,0,0,0,0,0,0,0,0,4.22,0.1375,4.22,2.9,32.61,0.33,0,0,0,0,0,0,8.14,8.14,0,1.54,16.94,8.14,8.14,6,0,100,,67,28,2.5,13.30,4.2,17,15,15,57,135,135,,,,,,,,,0.06,,3.03,2.08,23.94,0.28,,,,,,,
Chigoziem Okonkwo,,0,TE,2500,TEN,vs DEN,14,20.75,4.6,0,3.6,0,0,0,0,0,0,0,0,0,3.99,0.1507,3.99,2.18,36.08,0.38,0,0,0,0,0,0,8.07,8.07,0,1.17,17.27,8.07,8.07,20,0,100,,121,0,3.2,5.10,2,24,16,16,64,136,136,,,,,,,,0.17,-0.67,,1.83,1,16.67,0.17,,,,,,,
Harrison Bryant,,0,TE,2700,CLE,@ MIA,29,23.25,4.1,4.8,4.2,0,0,0,0,0,0,0,0,0,5,0.1441,5,3.35,30.05,0.27,0,0,0,0,0,0,7.98,7.98,0,1.83,16.18,7.98,7.98,8,0,100,,82,13,3,10.50,3.9,22,17,17,62,137,137,,,,,,,,,,,2.75,1.84,18.28,0.19,,,,,,,
Bills,,0,DST,3700,BUF,vs MIN,18,20.25,5.8,8.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,1.28,0.35,0.12,0.12,20.25,7.88,7.88,0,0,19.48,7.88,7.88,6,0,100,,108,18,2.1,7.00,1.9,4,5,5,52,138,138,,,,,,,,,,,,,,,2.25,0.98,0.53,0.13,0.03,20.7,331.98
Tanner Hudson,,0,TE,2600,NYG,vs HOU,25,23.25,2.4,0,4,0,0,0,0,0,0,0,0,0,5.38,0.1663,5.38,2.58,36.52,0.27,0,0,0,0,0,0,7.85,7.85,0,4.25,12.65,7.85,7.85,19,0,100,,119,0,3,5.40,2.1,23,18,18,63,139,139,,,,,,,,,,,1.92,0.92,13.75,,,,,,,,
K.J. Osborn,,0,WR,4000,MIN,@ BUF,17,20.25,6.5,9.3,6.4,0,0,0,0,0,0,0,0,0,4.38,0.1319,4.38,2.7,30.58,0.33,0,0,0,0,0,0,7.74,7.74,0,0,20.74,7.74,7.74,48,0,100,,100,23,1.9,7.70,1.9,40,59,59,49,140,140,,,,,,,,0.08,0.36,,4.6,2.84,33.6,0.36,,,,,,,
Titans,,0,DST,3200,TEN,vs DEN,32,18.75,5.4,7.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,1.04,0.4,0,0.14,18.75,7.73,7.73,0,0,18.53,7.73,7.73,2,0,100,,73,17,2.4,12.00,3.8,9,6,6,57,141,141,,,,,,,,,,,,,,,2.42,0.82,0.45,0.14,0.01,22.09,359.46
Seahawks,,0,DST,2900,SEA,@ TB,27,23.25,4.9,5.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.57,1.02,0,0.23,23.25,7.63,7.63,0,0.28,17.43,7.63,7.63,9,0,100,,128,34,2.6,4.00,1.4,12,7,7,60,142,142,,,,,,,,,,,,,,,2.44,0.75,0.63,0.15,0.05,21.12,352.71
Equanimeous St. Brown,,0,WR,3500,CHI,vs DET,23,25.75,3.5,1.6,4.2,0,0,0,0,0,0,0,0,0,5.12,0.1542,5.12,2.72,39.82,0.11,0,0,0,0,0,0,7.36,7.36,0,2.11,14.36,7.36,7.36,79,0,100,,153,3,2.1,0.90,0.3,45,60,60,54,143,143,,,,,,,,0.23,1.78,,2.35,1.25,18.6,0.05,,,,,,,
Dawson Knox,,0,TE,3300,BUF,vs MIN,28,26.25,5.9,11.5,7.2,0,0,0,0,0,0,0,0,0,3.91,0.1236,3.91,2.52,28.53,0.33,0,0,0,0,0,0,7.35,7.35,0,0,19.15,7.35,7.35,12,0,100,,89,25,2.2,9.70,2.9,16,19,19,56,144,144,,,,,,,,0.02,0.24,,3.98,2.57,30.06,0.37,,,,,,,
Nico Collins,,0,WR,4000,HOU,@ NYG,22,18.25,3.5,6,8.1,0,0,0,0,0,0,0,0,0,5.18,0.1502,5.18,2.9,40.49,0.06,0,0,0,0,0,0,7.31,7.31,0,2.06,14.31,7.31,7.31,19,0,100,,52,47,1.8,15.90,4,40,61,61,49,145,145,,,,,,,,,,,4.55,2.55,37.55,0.05,,,,,,,
Austin Hooper,,0,TE,2500,TEN,vs DEN,14,20.75,6.3,6.2,3.4,0,0,0,0,0,0,0,0,0,4,0.1511,4,2.9,29.1,0.23,0,0,0,0,0,0,7.19,7.19,0,0,19.79,7.19,7.19,13,0,100,,91,24,2.9,9.10,3.6,24,20,20,64,146,146,,,,,,,,,,,4.56,3.31,33.43,0.25,,,,,,,
Cade Otton,,0,TE,3500,TB,vs SEA,32,23.25,5.2,0,7.7,0,0,0,0,0,0,0,0,0,4.34,0.0981,4.34,3.12,32.02,0.14,0,0,0,0,0,0,7.16,7.16,0,0,17.56,7.16,7.16,17,0,100,,111,32,2,6.50,1.9,14,21,21,54,147,147,,,,,,,,,,,4.57,3.29,35.14,0.14,,,,,,,
Falcons,,0,DST,3600,ATL,@ CAR,23,19.75,5.7,3.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,1.03,0.38,0.13,0.25,19.75,7.12,7.12,0,0,18.52,7.12,7.12,12,0,100,,152,0,2,1.00,0.3,5,8,8,53,148,148,,,,,,,,,,,,,,,1.78,0.77,0.49,0.17,0.02,23.73,367.62
Brian Robinson,,0,RB,5000,WAS,@ PHI,16,15.75,4.2,0,6.5,0,0,0,0,0,0.4528,11.28,36.87,0.17,13.05,0.0654,1.77,1.77,3.08,0.04,0,0,0,0,0,0,7.03,7.03,0,0.73,15.43,7.03,7.03,14,0,100,,60,35,1.4,14.60,2.9,30,36,36,39,149,149,,,,,,,,13.4,43.8,0.2,0.8,0.8,1.4,,,,,,,,
Robby Anderson,,0,WR,3200,ARI,@ LAR,14,17.75,8,8.1,5.3,0,0,0,0,0,0,0,0,0,4.64,0.1373,4.64,2.59,32.98,0.19,0,0,0,0,0,0,7.03,7.03,0,0,23.03,7.03,7.03,81,0,100,,164,25,2.2,0.00,,48,62,62,57,149,149,,,,,,,,0.16,0.97,,6.55,3.65,48.27,0.29,,,,,,,
Allen Robinson,,0,WR,4800,LAR,vs ARI,12,20.75,9.1,7.3,7.7,0,0,0,0,0,0,0,0,0,4.62,0.1493,4.62,2.72,30.12,0.21,0,0,0,0,0,0,6.99,6.99,0,0,25.19,6.99,6.99,45,0,100,,97,36,1.5,8.40,1.8,32,63,63,41,150,150,,,,,,,,0.03,0.1,,8.28,4.88,63.07,0.41,,,,,,,
Marcus Johnson,,0,WR,3400,NYG,vs HOU,4,23.25,5.8,4,3.1,0,0,0,0,0,0,0,0,0,4.85,0.1497,4.85,2.5,37.64,0.11,0,0,0,0,0,0,6.92,6.92,0,0,18.52,6.92,6.92,81,0,100,,164,0,2,0.00,,46,64,64,55,151,151,,,,,,,,0.08,-0.11,,3.03,1.56,24.81,0.08,,,,,,,
Kenny Golladay,,0,WR,4000,NYG,vs HOU,4,23.25,8.4,6.6,1.4,0,0,0,0,0,0,0,0,0,4.03,0.1244,4.03,2.26,35.37,0.18,0,0,0,0,0,0,6.88,6.88,0,0,23.68,6.88,6.88,81,0,100,,164,28,1.7,0.00,,40,65,65,49,152,152,,,,,,,,0.03,0.26,,6.18,3.46,57.23,0.32,,,,,,,
Broncos,,0,DST,3000,DEN,@ TEN,24,20.75,6.1,6.8,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0.8,0.4,0.14,0,20.75,6.87,6.87,0,0,19.07,6.87,6.87,9,0,100,,128,20,2.3,4.00,1.3,11,9,9,59,153,153,,,,,,,,,,,,,,,2.54,0.78,0.53,0.15,0.02,20.2,327.85
Olamide Zaccheaus,,0,WR,3500,ATL,@ CAR,7,21.75,5.6,6,7.3,0,0,0,0,0,0,0,0,0,3.43,0.129,3.43,2.27,33.26,0.21,0,0,0,0,0,0,6.86,6.86,0,0,18.06,6.86,6.86,58,0,100,,119,14,2,5.40,1.5,45,66,66,54,154,154,,,,,,,,0.08,-0.11,,3.19,2.11,31.28,0.19,,,,,,,
Rachaad White,,0,RB,4800,TB,vs SEA,25,23.25,4.1,0,6.3,0,0,0,0,0,0.2784,4.74,14.6,0.13,7.78,0.0687,3.04,2.43,15.73,0.09,0,0,0,0,0,0,6.78,6.78,0,0.63,14.98,6.78,6.78,16,0,100,,65,35,1.4,13.50,2.8,32,37,37,41,155,155,,,,,,,,4.75,14.63,0.13,3.13,2.5,16.88,,,,,,,,
Nyheim Hines,,0,RB,5400,BUF,vs MIN,11,26.25,6.1,6.7,6.7,0,0,0,0,0,0.1018,2.56,10.81,0.08,6.12,0.1124,3.56,2.76,19.52,0.07,0,0,0,0,0,0,6.69,6.69,0,0,18.89,6.69,6.69,49,0,100,,144,30,1.2,1.90,0.4,26,38,38,35,156,156,,,,,,,,4.12,17.39,0.13,4.07,3.16,23.11,0.09,,,,,,,
Cole Kmet,,0,TE,3400,CHI,vs DET,27,25.75,4.9,7.1,6.4,0,0,0,0,0,0,0,0,0,4.48,0.135,4.48,2.95,28.2,0.14,0,0,0,0,0,0,6.61,6.61,0,0,16.41,6.61,6.61,1,0,100,,19,21,1.9,23.40,6.9,15,22,22,55,157,157,,,,,,,,0.1,0.15,,4.18,2.75,26.78,0.13,,,,,,,
Will Dissly,,0,TE,2900,SEA,@ TB,3,21.25,5.7,3.9,7.2,0,0,0,0,0,0,0,0,0,3,0.1072,3,2.44,25.98,0.26,0,0,0,0,0,0,6.6,6.6,0,0,18,6.6,6.6,21,0,100,,123,10,2.3,4.80,1.7,20,23,23,60,158,158,,,,,,,,0.02,0.15,,2.7,2.2,24.59,0.26,,,,,,,
Isaiah McKenzie,,0,WR,4700,BUF,vs MIN,21,26.25,5.9,4.1,9.1,0,0,0,0,0,0,0,0,0,3.91,0.1236,3.91,2.76,24.41,0.21,0,0,0,0,0,0,6.46,6.46,0,0,18.26,6.46,6.46,42,0,100,,90,0,1.4,9.50,2,33,67,67,42,159,159,0.02,0.02,0.19,,,0.02,2.48,0.79,3.89,0.06,2.92,2.06,18.87,0.17,,,,,,,
Steelers,,0,DST,2800,PIT,vs NO,16,19.25,6.2,6.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.04,0.26,0,0.14,19.25,6.4,6.4,0,0,18.8,6.4,6.4,3,0,100,,86,21,2.3,10.00,3.6,13,10,10,61,160,160,,,,,,,,,,,,,,,2.98,0.91,0.61,0.14,0.04,21.12,339.98
Noah Fant,,0,TE,3200,SEA,@ TB,3,21.25,6.1,9.9,6.7,0,0,0,0,0,0,0,0,0,3.91,0.1396,3.91,2.72,28.57,0.13,0,0,0,0,0,0,6.36,6.36,0,0,18.56,6.36,6.36,18,0,100,,112,31,2,6.40,2,17,24,24,57,161,161,,,,,,,,0.05,-0.22,,5.15,3.58,39.58,0.2,,,,,,,
Dante Pettis,,0,WR,3300,CHI,vs DET,23,25.75,7.4,8.4,4.7,0,0,0,0,0,0,0,0,0,3.2,0.0964,3.2,1.82,25.67,0.32,0,0,0,0,0,0,6.31,6.31,0,0,21.11,6.31,6.31,68,0,100,,137,3,1.9,2.70,0.8,47,68,68,56,162,162,0.07,0.07,1.07,,,,9.03,0.07,0.9,,3.7,2.1,30.2,0.37,,,,,,,
Michael Bandy,,0,WR,3700,LAC,@ SF,16,18.75,3.2,0,4.1,0,0,0,0,0,0,0,0,0,5.19,0.139,5.19,2.6,21.95,0.25,0,0,0,0,0,0,6.3,6.3,0,1.5,12.7,6.3,6.3,81,0,100,,164,22,1.7,0.00,,43,69,69,52,163,163,,,,,,,,,,,4.5,2.25,18.5,,,,,,,,
Chris Moore,,0,WR,3900,HOU,@ NYG,22,18.25,4.6,5.9,7.2,0,0,0,0,0,0,0,0,0,3.8,0.1102,3.8,2.42,25.35,0.22,0,0,0,0,0,0,6.28,6.28,0,0,15.48,6.28,6.28,39,0,100,,86,0,1.6,10.00,2.6,41,70,70,50,164,164,,,,,,,,0.22,0.54,,2.39,1.52,16.83,0.15,,,,,,,
Latavius Murray,,0,RB,5200,DEN,@ TEN,1,18.75,8,7.6,11,0,0,0,0,0,0.4301,9.72,39.64,0.38,9.72,0,0,0,0,0,0,0,0,0,0,0,6.24,6.24,0,0,22.24,6.24,6.24,29,0,100,,100,24,1.2,7.70,1.5,28,39,39,37,165,165,,,,,,,,11.41,46.53,0.45,2.07,1.65,11.19,0.03,,,,,,,
Tre'Quan Smith,,0,WR,4300,NO,@ PIT,31,19.25,7.4,8.8,7.5,0,0,0,0,0,0,0,0,0,2.91,0.0916,2.91,1.94,25.97,0.27,0,0,0,0,0,0,6.16,6.16,0,0,20.96,6.16,6.16,81,0,100,,164,6,1.4,0.00,,37,71,71,46,166,166,,,,,,,,0.04,0.14,,3.53,2.35,32.63,0.35,,,,,,,
Eno Benjamin,,0,RB,5700,ARI,@ LAR,2,17.75,5.5,3.7,9.6,0,0,0,0,0,0.2006,5.01,19.72,0.14,7.27,0.0668,2.26,1.72,13.08,0.05,0,0,0,0,0,0,6.14,6.14,0,0,17.14,6.14,6.14,60,0,100,,164,21,1.1,0.00,,23,40,40,32,167,167,,,,,,,,6.35,25,0.18,2.47,1.88,14.82,,,,,,,,
Jordan Wilkins,,0,RB,4000,IND,@ LV,17,18.75,4.2,0,6.8,0,0,0,0,0,0.1244,3.24,15.77,0.06,6.18,0.1005,2.94,2.3,12.95,0.1,0,0,0,0,0,0,6.13,6.13,0,0,14.53,6.13,6.13,50,0,100,,145,9,1.5,1.80,0.5,40,41,41,49,168,168,,,,,,,,5,24.33,0.1,1.25,0.98,6.2,,,,,,,,
Mike Gesicki,,0,TE,3500,MIA,vs CLE,20,26.25,7.1,9.9,7.8,0,0,0,0,0,0,0,0,0,3.89,0.1091,3.89,2.46,26.33,0.17,0,0,0,0,0,0,6.11,6.11,0,0,20.31,6.11,6.11,20,0,100,,121,14,1.7,5.10,1.5,14,25,25,54,169,169,0.01,,,,,,0.57,,,,5,3.16,35.61,0.24,,,,,,,
Vikings,,0,DST,2200,MIN,@ BUF,4,26.25,5.8,7.2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0.94,0.7,0,0,26.25,6.09,6.09,0,0,17.69,6.09,6.09,1,0,100,,56,23,2.8,15.00,6.8,19,11,11,67,170,170,,,,,,,,,,,,,,,2.58,0.9,0.55,0.18,0.03,21.04,344.52
Giants,,0,DST,3900,NYG,vs HOU,28,18.25,5.9,5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0.15,1.26,0,0,18.25,6.06,6.06,0,0,17.86,6.06,6.06,4,0,100,,93,3,1.6,9.00,2.3,2,12,12,50,171,171,,,,,,,,,,,,,,,1.99,0.8,0.52,0.16,0.03,23.75,370.59
Isiah Pacheco,,0,RB,5000,KC,vs JAC,18,30.25,3.8,0,3.8,0,0,0,0,0,0.314,7.99,35.78,0.19,8.83,0.0196,0.84,0.84,3.65,0.02,0,0,0,0,0,0,6.04,6.04,0,0.34,13.64,6.04,6.04,32,0,100,,106,0,1.2,7.20,1.4,30,42,42,39,172,172,,,,,,,,5.5,24.63,0.13,0.38,0.38,1.63,,,,,,,,
Tyler Allgeier,,0,RB,5200,ATL,@ CAR,29,21.75,5,0,8.7,0,0,0,0,0,0.2359,6.96,31.32,0.08,7.6,0.0242,0.64,0.64,10.03,0.12,0,0,0,0,0,0,5.98,5.98,0,0,15.98,5.98,5.98,41,0,100,,132,43,1.2,3.30,0.6,28,43,43,37,173,173,,,,,,,,11.75,52.88,0.13,0.75,0.75,11.88,0.13,,,,,,,
Buccaneers,,0,DST,3200,TB,vs SEA,8,21.25,6.1,8.1,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0.65,0.32,0,0.11,21.25,5.72,5.72,0,0,17.92,5.72,5.72,7,0,100,,116,14,1.8,6.00,1.9,9,13,13,57,174,174,,,,,,,,,,,,,,,2.5,0.84,0.72,0.17,0.02,23.72,355.31
Chase Edmonds,,0,RB,4700,DEN,@ TEN,1,18.75,7.6,11.5,6.2,0,0,0,0,0,0.1115,2.52,11.18,0.07,5.16,0.0934,2.64,1.99,14.31,0.12,0,0,0,0,0,0,5.68,5.68,0,0,20.88,5.68,5.68,49,0,100,,144,7,1.2,1.90,0.4,33,44,44,42,175,175,,,,,,,,6.08,26.97,0.17,2.9,2.19,16.14,0.1,,,,,,,
Chuba Hubbard,,0,RB,5400,CAR,vs ATL,23,19.75,6.1,8.9,3.1,0,0,0,0,0,0.2138,4.72,17.9,0.15,7.11,0.0712,2.39,1.63,10.32,0.05,0,0,0,0,0,0,5.65,5.65,0,0,17.85,5.65,5.65,51,0,100,,148,25,1,1.40,0.3,26,45,45,35,176,176,,,,,,,,9.35,35.45,0.3,2.05,1.4,9.25,0.05,,,,,,,
Phillip Dorsett,,0,WR,3600,HOU,@ NYG,22,18.25,5.3,3.6,4.4,0,0,0,0,0,0,0,0,0,3.46,0.1002,3.46,1.96,25.51,0.18,0,0,0,0,0,0,5.59,5.59,0,0,16.19,5.59,5.59,62,0,100,,127,12,1.6,4.20,1.2,44,72,72,53,177,177,,,,,,,,0.19,1.15,,3.53,2,27.47,0.19,,,,,,,
Chiefs,,0,DST,3400,KC,vs JAC,12,21.25,6.9,6.7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0.38,0.5,0.13,0.13,21.25,5.58,5.58,0,0,19.38,5.58,5.58,7,0,100,,116,15,1.6,6.00,1.8,7,14,14,55,178,178,,,,,,,,,,,,,,,2.34,0.99,0.58,0.27,0.03,21.38,366.77
Jauan Jennings,,0,WR,3200,SF,vs LAC,20,26.75,5.8,5.8,4.6,0,0,0,0,0,0,0,0,0,3.17,0.1038,3.17,1.93,22.18,0.23,0,0,0,0,0,0,5.53,5.53,0,0,17.13,5.53,5.53,47,0,100,,99,0,1.7,8.00,2.5,48,73,73,57,179,179,,,,,,,,,,,3.13,1.91,21.96,0.22,,,,,,,
Texans,,0,DST,2600,HOU,@ NYG,21,23.25,6.3,5.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0.94,0.53,0,0,23.25,5.48,5.48,0,0,18.08,5.48,5.48,10,0,100,,135,0,2.1,3.00,1.2,15,15,15,63,180,180,,,,,,,,,,,,,,,2.19,0.76,0.52,0.15,0.02,23.61,364.99
Logan Thomas,,0,TE,2800,WAS,@ PHI,13,15.75,6,10.9,5.9,0,0,0,0,0,0,0,0,0,3.56,0.1312,3.56,2.3,21.7,0.16,0,0,0,0,0,0,5.43,5.43,0,0,17.43,5.43,5.43,26,0,100,,133,9,1.9,3.20,1.1,21,26,26,61,181,181,0.04,0.04,0.8,,,,4.94,0.06,0.09,,4.13,2.67,25.33,0.22,,,,,,,
Raiders,,0,DST,3800,LV,vs IND,31,18.75,4.4,3.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.43,0.28,0,0.28,18.75,5.37,5.37,0,0,14.17,5.37,5.37,10,0,100,,135,0,1.4,3.00,0.8,3,16,16,51,182,182,,,,,,,,,,,,,,,1.66,0.62,0.47,0.07,0.02,25.58,365.5
Rams,,0,DST,3300,LAR,vs ARI,20,17.75,6.2,7,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.68,0.41,0,0,17.75,5.33,5.33,0,0,17.73,5.33,5.33,11,0,100,,143,23,1.6,2.00,0.6,8,17,17,56,183,183,,,,,,,,,,,,,,,2.69,0.89,0.55,0.19,0.05,21.27,341.6
Cam Akers,,0,RB,4500,LAR,vs ARI,26,20.75,7.1,7,4,0,0,0,0,0,0.434,10.06,37.06,0.16,10.43,0.0121,0.37,0.29,2.51,0.01,0,0,0,0,0,0,5.27,5.27,0,0,19.47,5.27,5.27,47,0,100,,141,19,1.2,2.20,0.5,35,46,46,44,184,184,,,,,,,,13.29,48.96,0.21,1.46,1.13,11.58,0.04,,,,,,,
JaMycal Hasty,,0,RB,4300,JAC,@ KC,15,21.25,3.1,3.7,3.3,0,0,0,0,0,0.1289,3.23,14.67,0.15,5.38,0.0601,2.15,1.66,9.33,0.05,0,0,0,0,0,0,5.26,5.26,0,0.61,11.46,5.26,5.26,52,0,100,,149,30,1.2,1.30,0.3,37,47,47,46,185,185,,,,,,,,2.79,12.67,0.13,2,1.54,9.17,,,,,,,,
Panthers,,0,DST,3100,CAR,vs ATL,11,21.75,6.3,5.1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0.68,0.11,0,0.34,21.75,5.21,5.21,0,0,17.81,5.21,5.21,3,0,100,,86,11,1.7,10.00,3.2,10,18,18,58,186,186,,,,,,,,,,,,,,,2.55,0.86,0.62,0.17,0.03,23.51,351.73
Christian Watson,,0,WR,3700,GB,vs DAL,10,20.75,2.7,0,4.5,0,0,0,0,0,0,0,0,0,3.34,0.1013,3.34,2.39,19.25,0.14,0,0,0,0,0,0,5.16,5.16,0,1.11,10.56,5.16,5.16,3,0,100,,4,40,1.4,35.70,9.6,43,74,74,52,187,187,,,,,,,,0.5,3.17,0.17,2.33,1.67,14.67,,,,,,,,
Saints,,0,DST,3500,NO,@ PIT,30,20.25,6.1,8.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.23,0.57,0,0,20.25,5.1,5.1,0,0,17.3,5.1,5.1,6,0,100,,108,9,1.5,7.00,2,6,19,19,54,188,188,,,,,,,,,,,,,,,2.52,0.81,0.57,0.12,0.02,23,351.33
Shi Smith,,0,WR,3300,CAR,vs ATL,32,19.75,3.9,3.2,2.4,0,0,0,0,0,0,0,0,0,3.71,0.1106,3.71,1.68,24.63,0.16,0,0,0,0,0,0,5.1,5.1,0,0,12.9,5.1,5.1,68,0,100,,137,0,1.5,2.70,0.8,47,75,75,56,188,188,,,,,,,,0.08,-0.23,,2.54,1.15,17.62,,,,,,,,
Dontrell Hilliard,,0,RB,4700,TEN,vs DEN,20,20.75,6.1,10.1,8.3,0,0,0,0,0,0,0,0,0,3.14,0.1186,3.14,2.49,18.72,0.12,0,0,0,0,0,0,5.08,5.08,0,0,17.28,5.08,5.08,50,0,100,,145,13,1.1,1.80,0.4,33,48,48,42,189,189,0.03,,,0.03,,,-14.3,3.28,19.59,0.14,2.52,2,15.14,0.1,,,,,,,
Treylon Burks,,0,WR,3000,TEN,vs DEN,1,20.75,2.6,0,6,0,0,0,0,0,0,0,0,0,2.93,0.1106,2.93,1.83,23.44,0.15,0,0,0,0,0,0,5.07,5.07,0,1.17,10.27,5.07,5.07,58,0,100,,119,57,1.7,5.40,1.8,50,76,76,59,190,190,,,,,,,,0.5,3,,4,2.5,32.25,,,,,,,,
O.J. Howard,,0,TE,2700,HOU,@ NYG,19,18.25,6.5,3.3,4.4,0,0,0,0,0,0,0,0,0,2.51,0.0726,2.51,1.63,22.32,0.2,0,0,0,0,0,0,5.06,5.06,0,0,18.06,5.06,5.06,39,0,100,,164,11,1.9,0.00,,22,27,27,62,191,191,,,,,,,,,,,3.47,2.26,32.58,0.3,,,,,,,
