,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Jason Huntley,,0,RB,4000,PIT,vs NO,21,20.25,1.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,5,0,0.00,,40,67,67,49,250,250,,,,,,,,4.5,17.5,,0.75,0.25,,,,,,,,,
Logan Woodside,,0,QB,4000,TEN,vs DEN,1,20.75,0.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Trenton Cannon,!,0,RB,4000,TEN,vs DEN,20,20.75,3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,6,0,0.00,,40,67,67,49,250,250,,,,,,,,2.83,8.33,0.06,1.56,1.11,8.89,,,,,,,,
Julius Chestnut,,0,RB,4000,TEN,vs DEN,20,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Tory Carter,,0,RB,4000,TEN,vs DEN,20,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Chase Garbers,,0,QB,4000,LV,vs IND,13,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Zamir White,,0,RB,4000,LV,vs IND,8,22.75,1.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,165,0,0,-0.10,,40,67,67,49,250,250,,,,,,,,1.2,4,,,,,,,,,,,,
Brittain Brown,,0,RB,4000,LV,vs IND,8,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Sincere McCormick,!,0,RB,4000,LV,vs IND,8,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Austin Walter,,0,RB,4000,LV,vs IND,8,22.75,3.2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,33,0,0.00,,40,67,67,49,250,250,,,,,,,,6.5,25.25,0.25,0.75,0.5,2.25,,,,,,,,
Jakob Johnson,,0,RB,4000,LV,vs IND,8,22.75,2,1.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,9,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,1.31,1.08,6.46,0.08,,,,,,,
Danny Etling,,0,QB,4000,GB,vs DAL,5,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Patrick Taylor,,0,RB,4000,GB,vs DAL,12,20.75,5.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,5.75,22.25,0.25,0.5,0.5,0.75,,,,,,,,
Tyler Goodson,,0,RB,4000,GB,vs DAL,12,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Bryce Perkins,,0,QB,4000,LAR,vs ARI,21,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,30,0,100,,161,0,0,0.28,0.1,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Kyren Williams,,0,RB,4000,LAR,vs ARI,26,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,33,0,100,,109,0,0,6.90,1.7,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Malcolm Brown,,0,RB,4000,LAR,vs ARI,26,20.75,4.6,3.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,5.03,19.63,0.17,1,0.7,5.36,0.01,,,,,,,
Trey Lance,!,0,QB,4000,SF,vs LAC,18,26.75,7.4,11.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,26,0,0.00,,25,29,29,49,250,250,12.75,7,99.63,0.38,0.75,0.63,71.03,6.75,29.38,0.13,,,,,,,,,,,
Kurt Benkert,,0,QB,4000,SF,vs LAC,18,26.75,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,,,,,,,,2,-1,,,,,,,,,,,,
Jordan Mason,,0,RB,4000,SF,vs LAC,24,26.75,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,1,7,,,,,,,,,,,,
Eli Mitchell,,0,RB,4000,SF,vs LAC,24,26.75,7.3,15.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,100,,88,50,0,9.80,2.5,40,67,67,49,250,250,,,,,,,,17.87,78.2,0.4,1.93,1.73,12.93,0.07,,,,,,,
Ian Book,,0,QB,4000,PHI,vs WAS,27,26.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,,,25,29,29,49,250,250,20,12,135,2,8,,40.6,3,6,,,,,,,,,,,,
Trey Sermon,,0,RB,4000,PHI,vs WAS,3,26.75,4.2,4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,16,0,0.00,,40,67,67,49,250,250,,,,,,,,7.17,31,0.17,0.67,0.5,4.33,,,,,,,,
Kennedy Brooks,,0,RB,4000,PHI,vs WAS,3,26.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Damien Williams,!,0,RB,4000,ATL,@ CAR,29,21.75,9,5.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,5.05,21.63,0.26,2.72,2.04,15.93,0.2,,,,,,,
Keith Smith,,0,RB,4000,ATL,@ CAR,29,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
B.J. Baylor,,0,RB,4000,ATL,@ CAR,29,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Sean Mannion,,0,QB,4000,SEA,@ TB,15,21.25,3.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,,,25,29,29,49,250,250,7.86,4.79,40.93,0.21,0.36,0.07,39.71,1.79,-0.21,,,,,,,,,,,,
Tony Jones,!,0,RB,4000,SEA,@ TB,6,21.25,1.9,2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,17,0,0.00,,40,67,67,49,250,250,,,,,,,,4.92,13.58,,0.83,0.58,3.42,,,,,,,,
Rashaad Penny,!,0,RB,4000,SEA,@ TB,6,21.25,10,13.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,8.53,48.68,0.33,0.9,0.68,5.55,0.03,,,,,,,
Cullen Gillaspia,!,0,RB,4000,SEA,@ TB,6,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,,,40,67,67,49,250,250,,,,,,,,,,,1,1,6,,,,,,,,
Darwin Thompson,,0,RB,4000,SEA,@ TB,6,21.25,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,3.88,13.65,0.12,1.35,0.94,6.35,0.06,,,,,,,
David Blough,,0,QB,4000,MIN,@ BUF,3,20.25,5.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,39,0,0.00,,25,29,29,49,250,250,26.29,14.29,147.57,1,2.29,0.57,50.5,1.43,7.86,,,,,,,,,,,,
Kene Nwangwu,,0,RB,4000,MIN,@ BUF,4,20.25,2.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,39,0,0.00,,40,67,67,49,250,250,,,,,,,,2.17,10.17,,0.83,0.67,1.5,,,,,,,,
Ty Chandler,!,0,RB,4000,MIN,@ BUF,4,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
C.J. Ham,,0,RB,4000,MIN,@ BUF,4,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,113,0,0,6.30,1.6,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Bryant Koback,,0,RB,4000,MIN,@ BUF,4,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Tim Boyle,,0,QB,4000,DET,@ CHI,9,22.75,5.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,7,4.57,38.64,0.43,,0.21,18.65,1.43,-0.21,,,,,,,,,,,,
Justin Jackson,,0,RB,4000,DET,@ CHI,32,22.75,6.6,6.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,100,,123,0,0,4.80,1.2,40,67,67,49,250,250,,,,,,,,5.34,26.63,0.1,2.07,1.68,12.76,0.02,,,,,,,
Greg Bell,!,0,RB,4000,DET,@ CHI,32,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Jermar Jefferson,,0,RB,4000,DET,@ CHI,32,22.75,5.2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,19,0,0.00,,40,67,67,49,250,250,,,,,,,,3.75,18.5,0.5,1.25,1,5.75,,,,,,,,
Jason Cabinda,,0,RB,4000,DET,@ CHI,32,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
E.J. Perry,,0,QB,4000,JAC,@ KC,28,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,32,0,100,,164,0,0,,,25,29,29,49,250,250,,,,,,,,,,,,,,,,,,,,,
Snoop Conner,,0,RB,4000,JAC,@ KC,15,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Mekhi Sargent,,0,RB,4000,JAC,@ KC,15,21.25,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,67,0,0.00,,40,67,67,49,250,250,,,,,,,,1.25,2.75,,0.25,,,,,,,,,,
Kellen Mond,!,0,QB,4000,CLE,@ MIA,26,23.25,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,3,2,5,,,,70.1,,,,,,,,,,,,,,
D'Ernest Johnson,,0,RB,4000,CLE,@ MIA,19,23.25,7.4,8.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,154,0,0,0.80,0.2,40,67,67,49,250,250,,,,,,,,5.64,29.52,0.12,1.52,1.2,9.24,,,,,,,,
Demetric Felton,!,0,RB,4000,CLE,@ MIA,19,23.25,3.8,3.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,5,0,0.00,,40,67,67,49,250,250,,,,,,,,0.62,1.54,,1.77,1.46,14.15,0.15,,,,,,,
Jerome Ford,,0,RB,4000,CLE,@ MIA,19,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
John Kelly,,0,RB,4000,CLE,@ MIA,19,23.25,2.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,14,0,0.00,,40,67,67,49,250,250,,,,,,,,6.4,19.2,,0.6,0.4,5.4,,,,,,,,
Jeff Driskel,,0,QB,4000,HOU,@ NYG,22,18.25,7.7,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,33,0,0.00,,25,29,29,49,250,250,21.56,12.63,132.5,0.5,2.38,0.81,70.89,3.44,20.25,0.19,,,,,,,,,,,
Dare Ogunbowale,,0,RB,4000,HOU,@ NYG,10,18.25,4.3,3.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,100,,140,10,0,2.30,0.6,40,67,67,49,250,250,,,,,,,,2.49,8.77,0.09,2.71,1.83,14.51,0.03,,,,,,,
Darius Anderson,!,0,RB,4000,HOU,@ NYG,10,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Gerrid Doaks,,0,RB,4000,HOU,@ NYG,10,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Royce Freeman,,0,RB,4000,HOU,@ NYG,10,18.25,4.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,26,0,0.00,,40,67,67,49,250,250,,,,,,,,6.79,26.08,0.15,1.9,1.52,9.35,0.02,,,,,,,
Troy Hairston,,0,RB,4000,HOU,@ NYG,10,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Brett Hundley,,0,QB,4000,NO,@ PIT,29,19.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,17.74,10.47,100.11,0.68,1.63,0.47,55.46,2.47,17,0.11,,,,,,,,,,,
Adam Prentice,,0,RB,4000,NO,@ PIT,14,19.25,0.6,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,54,0,0.00,,40,67,67,49,250,250,,,,,,,,0.6,1,,0.8,0.8,3.6,,,,,,,,
Jordan Howard,,0,RB,4000,NO,@ PIT,14,19.25,8.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,100,,163,29,0,0.10,0,40,67,67,49,250,250,,,,,,,,14.28,61.03,0.51,1.82,1.19,9.17,0.03,,,,,,,
Jake Funk,,0,RB,4000,NO,@ PIT,14,19.25,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,1.33,3.33,,,,,,,,,,,,
Josh Johnson,,0,QB,4000,DEN,@ TEN,30,18.75,12,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,31,0,,,25,29,29,49,250,250,28.33,19,212.67,0.67,1,1.67,87.73,3,9.33,,,,,,,,,,,,
Marlon Mack,,0,RB,4000,DEN,@ TEN,1,18.75,8.7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,22,0,0.00,,40,67,67,49,250,250,,,,,,,,12.5,55.79,0.44,1.83,1.23,9.46,0.04,,,,,,,
Javonte Williams,!,0,RB,4000,DEN,@ TEN,1,18.75,6.9,12.5,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,43,0,0.00,,40,67,67,49,250,250,,,,,,,,11.9,52.71,0.19,3.57,2.81,18.67,0.14,,,,,,,
Damarea Crockett,!,0,RB,4000,DEN,@ TEN,1,18.75,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,3,7,,,,,,,,,,,,
Devine Ozigbo,,0,RB,4000,DEN,@ TEN,1,18.75,2.8,1.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,15,0,0.00,,40,67,67,49,250,250,,,,,,,,1.71,3.86,,2.14,1.86,10.29,,,,,,,,
Phillip Lindsay,,0,RB,4000,IND,@ LV,17,18.75,7.7,3.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,20,0,0.00,,40,67,67,49,250,250,,,,,,,,10.8,48.27,0.31,2.07,1.47,8.97,0.03,,,,,,,
D'vonte Price,,0,RB,4000,IND,@ LV,17,18.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,,,,,,,,,,,,,,
Will Grier,!,0,QB,4000,DAL,@ GB,2,23.75,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,26,14,114,2,3,,4.25,3.5,11,,,,,,,,,,,,
Rico Dowdle,!,0,RB,4000,DAL,@ GB,22,23.75,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,3.5,12,,,,,,,,,,,,
Qadree Ollison,,0,RB,4000,DAL,@ GB,22,23.75,3.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,23,0,0.00,,40,67,67,49,250,250,,,,,,,,3.38,12.15,0.38,0.62,0.38,1.46,,,,,,,,
Trace McSorley,,0,QB,4000,ARI,@ LAR,11,17.75,3.4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,0.00,,25,29,29,49,250,250,3.5,1.25,25.5,,0.25,0.25,54.58,2.25,9.5,,,,,,,,,,,,
Darrel Williams,!,0,RB,4000,ARI,@ LAR,2,17.75,7.1,11,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,8,0,0.00,,40,67,67,49,250,250,,,,,,,,5.65,22.69,0.25,2.33,1.8,15.61,0.08,,,,,,,
Jonathan Ward,!,0,RB,4000,ARI,@ LAR,2,17.75,2.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,1.29,4.71,,0.71,0.57,6.43,0.14,,,,,,,
Ty'Son Williams,,0,RB,4000,ARI,@ LAR,2,17.75,6.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,5,26.43,0.14,1.71,1.29,12,,,,,,,,
Corey Clement,,0,RB,4000,ARI,@ LAR,2,17.75,6.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,4.93,20.2,0.17,1.56,1.29,12.39,0.1,,,,,,,
Keaontay Ingram,,0,RB,4000,ARI,@ LAR,2,17.75,5.3,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,100,,158,0,0,0.50,0.1,40,67,67,49,250,250,,,,,,,,4.33,7.67,0.33,0.67,0.67,7.67,,,,,,,,
Easton Stick,!,0,QB,4000,LAC,@ SF,10,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,0,0,,,25,29,29,49,250,250,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
Larry Rountree III,,0,RB,4000,LAC,@ SF,7,18.75,2.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,4.5,10.88,0.13,0.25,0.13,-0.13,,,,,,,,
Zander Horvath,,0,RB,4000,LAC,@ SF,7,18.75,3.6,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,100,,151,0,0,1.10,0.3,40,67,67,49,250,250,,,,,,,,0.5,0.83,,1.17,0.67,1.17,0.33,,,,,,,
Jake Fromm,,0,QB,4000,WAS,@ PHI,8,15.75,3.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,22,0,0.00,,25,29,29,49,250,250,20,9,70,1,2,0.33,43.93,2.67,21.67,,,,,,,,,,,,
Jonathan Williams,,0,RB,4000,WAS,@ PHI,16,15.75,6,4.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,0.04,,,,,,1.72,4.48,20.3,0.13,0.78,0.65,4.74,,,,,,,,
Jaret Patterson,,0,RB,4000,WAS,@ PHI,16,15.75,5.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,4.86,19,0.14,0.79,0.71,5.21,,,,,,,,
Alex Armah,,0,RB,4000,WAS,@ PHI,16,15.75,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,40,67,67,49,250,250,,,,,,,,0.65,1.76,,0.59,0.35,1.12,0.06,,,,,,,
Randall Cobb,!,0,WR,3800,GB,vs DAL,10,20.75,7.4,7.9,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,32,0,0.00,,42,98,98,51,250,250,0.03,0.01,0.1,,,,1.5,0.41,1.36,,5.96,4.03,46.74,0.31,,,,,,,
K.J. Hamler,!,0,WR,3800,DEN,@ TEN,29,18.75,5.3,4.1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,13,0,0.00,,42,98,98,51,250,250,,,,,,,,0.52,3,,3.81,2,29.52,0.14,,,,,,,
Rashid Shaheed,,0,WR,3700,NO,@ PIT,31,19.25,2.3,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,100,,141,77,0,2.20,0.6,43,98,98,52,250,250,,,,,,,,0.33,14.67,0.33,1.67,1.33,30.33,0.33,,,,,,,
