,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Nyheim Hines,,0,RB,5500,BUF,@ NYJ,25,27.75,6,6.7,7.6,0,0,0,0,0,0.0926,2.49,10.5,0.08,7.11,0.1089,4.62,3.6,25.42,0.09,0,0,0,0,0,0,8.21,8.21,0,0,20.21,8.21,8.21,54,0,100,,155,32,1.5,0.00,,20,30,30,28,123,123,,,,,,,,4.18,17.62,0.14,4.11,3.2,23.42,0.09,,,,,,,
Will Dissly,,0,TE,3000,SEA,@ ARI,17,23.75,5.7,3.9,7.5,0,0,0,0,0,0,0,0,0,3.77,0.1168,3.77,3.08,31.42,0.33,0,0,0,0,0,0,8.2,8.2,0,0,19.6,8.2,8.2,22,0,100,,106,10,2.7,5.40,1.8,17,17,17,53,124,124,,,,,,,,0.02,0.16,,2.67,2.18,24.6,0.27,,,,,,,
Chase Claypool,,0,WR,4800,CHI,vs MIA,14,21.25,,,,0,0,0,0,0,0,0,0,0,4.95,0.1568,4.95,2.98,38.04,0.23,0,0,0,0,0,0,8.16,8.16,0,0,,8.16,8.16,48,0,100,,121,0,1.7,3.70,0.8,33,54,54,35,125,125,,,,,,,,,,,,,,,,,,,,,
Hunter Henry,,0,TE,3000,NE,vs IND,24,22.25,6.2,9.9,5,0,0,0,0,0,0,0,0,0,4.13,0.15,4.13,2.79,33.81,0.32,0,0,0,0,0,0,8.09,8.09,0,0,20.49,8.09,8.09,11,0,100,,82,37,2.7,9.00,3,17,18,18,53,126,126,,,,,,,,,,,5.04,3.4,40.9,0.4,,,,,,,
Juwan Johnson,,0,TE,3000,NO,vs BAL,27,22.25,5,4.4,6.8,0,0,0,0,0,0,0,0,0,4.91,0.149,4.91,2.83,28.41,0.39,0,0,0,0,0,0,8.01,8.01,0,0.51,18.01,8.01,8.01,8,0,100,,61,0,2.7,12.20,4.1,17,19,19,53,127,127,,,,,,,,,,,2.64,1.52,16.56,0.24,,,,,,,
Chiefs,,0,DST,3300,KC,vs TEN,22,15.75,6.9,6.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0.51,0.67,0.17,0.17,15.75,7.93,7.93,0,0,21.73,7.93,7.93,9,0,100,,119,15,2.4,4.00,1.2,9,5,5,50,128,128,,,,,,,,,,,,,,,2.34,1,0.58,0.28,0.03,21.41,367.8
Noah Fant,,0,TE,2900,SEA,@ ARI,17,23.75,6.1,9.9,5.7,0,0,0,0,0,0,0,0,0,5.03,0.1558,5.03,3.49,34.19,0.17,0,0,0,0,0,0,7.93,7.93,0,0,20.13,7.93,7.93,7,0,100,,49,30,2.7,14.60,5,18,20,20,54,128,128,,,,,,,,0.06,-0.22,,5.13,3.56,38.54,0.2,,,,,,,
D'Andre Swift,,0,RB,6400,DET,vs GB,16,22.75,7.7,16.6,17,0,0,0,0,0,0.2393,5.91,27.36,0.28,8,0.0589,2.09,1.66,12.84,0.08,0,0,0,0,0,0,7.84,7.84,0,0,23.24,7.84,7.84,24,0,100,,88,52,1.2,8.00,1.3,11,31,31,19,129,129,0.03,,,,,,1.32,9.9,45.83,0.47,5.07,4.03,30.43,0.2,,,,,,,
Allen Robinson,,0,WR,5000,LAR,@ TB,21,19.75,9.1,7.3,8.1,0,0,0,0,0,0,0,0,0,4.74,0.1442,4.74,2.79,36.1,0.23,0,0,0,0,0,0,7.78,7.78,0,0,25.98,7.78,7.78,37,0,100,,106,36,1.6,5.40,1.1,31,55,55,33,130,130,,,,,,,,0.03,0.1,,8.31,4.9,63.46,0.41,,,,,,,
Olamide Zaccheaus,,0,WR,3600,ATL,vs LAC,22,23.75,5.7,6,7.7,0,0,0,0,0,0,0,0,0,3.93,0.1304,3.93,2.57,37.67,0.24,0,0,0,0,0,0,7.78,7.78,0,0,19.18,7.78,7.78,47,0,100,,120,12,2.2,3.90,1.1,45,55,55,47,130,130,,,,,,,,0.09,-0.11,,3.23,2.11,31.63,0.2,,,,,,,
Equanimeous St. Brown,,0,WR,3700,CHI,vs MIA,14,21.25,3.5,1.6,4.7,0,0,0,0,0,0,0,0,0,5.28,0.1673,5.28,2.86,42.44,0.11,0,0,0,0,0,0,7.76,7.76,0,2.51,14.76,7.76,7.76,68,0,100,,155,5,2.1,0.00,,44,56,56,46,131,131,,,,,,,,0.23,1.82,,2.36,1.28,19.08,0.05,,,,,,,
Cade Otton,,0,TE,3100,TB,vs LAR,2,22.75,3.4,0,6,0,0,0,0,0,0,0,0,0,4.52,0.107,4.52,3.13,29.64,0.27,0,0,0,0,0,0,7.71,7.71,0,2.61,14.51,7.71,7.71,4,0,100,,31,43,2.5,17.80,5.7,16,21,21,52,132,132,,,,,,,,,,,4.33,3,29.67,,,,,,,,
Jeff Wilson,,0,RB,4900,MIA,@ CHI,31,25.25,,,,0,0,0,0,0,0.3778,9.73,38.64,0.27,11.18,0.0352,1.45,1.08,7.93,0.04,0,0,0,0,0,0,7.6,7.6,0,0,,7.6,7.6,9,0,100,,39,0,1.6,16.20,3.3,26,32,32,34,133,133,,,,,,,,,,,,,,,,,,,,,
Kadarius Toney,,0,WR,4600,KC,vs TEN,27,29.75,8.6,9.5,2.2,0,0,0,0,0,0,0,0,0,4.43,0.1161,4.43,3.03,31.05,0.23,0,0,0,0,0,0,7.52,7.52,0,0,24.72,7.52,7.52,52,0,100,,126,0,1.6,3.20,0.7,35,57,57,37,134,134,0.27,0.09,1.73,,0.09,,18,0.45,2.64,,5.45,3.73,38.18,,,,,,,,
Cardinals,,0,DST,2900,ARI,vs SEA,8,23.75,6.4,6.8,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.63,0.74,0,0.5,23.75,7.48,7.48,0,0,20.28,7.48,7.48,4,0,100,,82,9,2.6,9.00,3.1,13,6,6,54,135,135,,,,,,,,,,,,,,,2.52,0.75,0.65,0.17,0.04,23.15,350.49
Samaje Perine,,0,RB,5300,CIN,vs CAR,13,24.75,6.1,5.2,5.4,0,0,0,0,0,0.1122,2.67,10.47,0.04,6.12,0.0903,3.45,2.97,22.1,0.14,0,0,0,0,0,0,7.31,7.31,0,0,19.51,7.31,7.31,27,0,100,,98,0,1.4,6.40,1.2,22,33,33,30,136,136,,,,,,,,5.87,23.02,0.09,1.78,1.53,11.25,0.07,,,,,,,
Terrace Marshall Jr.,,0,WR,3900,CAR,@ CIN,6,17.75,3.5,2.7,6.2,0,0,0,0,0,0,0,0,0,5.22,0.1749,5.22,3,30.34,0.21,0,0,0,0,0,0,7.29,7.29,0,2.04,14.29,7.29,7.29,18,0,100,,51,3,1.9,14.30,3.7,42,58,58,44,137,137,,,,,,,,,,,2.94,1.69,17.88,,,,,,,,
Seahawks,,0,DST,2500,SEA,@ ARI,11,25.75,4.9,5.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0.61,0.97,0,0.24,25.75,7.28,7.28,0,0,17.08,7.28,7.28,6,0,100,,95,34,2.9,7.00,2.8,17,7,7,58,138,138,,,,,,,,,,,,,,,2.42,0.76,0.63,0.15,0.05,21.12,353.41
Buccaneers,,0,DST,3000,TB,vs LAR,28,19.75,6.1,8.1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0.76,0.39,0,0.13,19.75,7.27,7.27,0,0,19.47,7.27,7.27,5,0,100,,88,13,2.4,8.00,2.7,12,8,8,53,139,139,,,,,,,,,,,,,,,2.49,0.85,0.72,0.17,0.02,23.81,356.5
Jerick McKinnon,,0,RB,4700,KC,vs TEN,1,29.75,7.3,7.3,6.1,0,0,0,0,0,0.1957,5.1,20.01,0.12,7.94,0.0745,2.84,2.13,16.65,0.11,0,0,0,0,0,0,7.18,7.18,0,0,21.78,7.18,7.18,19,0,100,,70,15,1.5,10.40,2.2,28,34,34,36,140,140,0.01,,,,,,0.5,6.6,25.89,0.16,3.24,2.43,18.98,0.11,,,,,,,
Rashid Shaheed,,0,WR,3600,NO,vs BAL,25,22.25,2.3,0,9.8,0,0,0,0,0,0,0,0,0,2.02,0.0612,2.02,1.61,33.84,0.35,0,0,0,0,0,0,7.09,7.09,0,3.64,11.69,7.09,7.09,68,0,100,,155,77,2,0.00,,45,59,59,47,141,141,,,,,,,,0.33,14.67,0.33,1.67,1.33,30.33,0.33,,,,,,,
Sammy Watkins,,0,WR,3600,GB,@ DET,28,26.75,9.5,6.5,6,0,0,0,0,0,0,0,0,0,3.85,0.1013,3.85,2.36,35.3,0.2,0,0,0,0,0,0,7.09,7.09,0,0,26.09,7.09,7.09,59,0,100,,138,14,2,1.90,0.5,45,59,59,47,141,141,0.01,,,0.01,0.01,,,0.12,0.89,,5.74,3.52,52.38,0.32,,,,,,,
Ravens,,0,DST,3100,BAL,@ NO,18,22.25,6.9,4.7,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0.98,0.74,0,0.13,22.25,7.05,7.05,0,0,20.85,7.05,7.05,3,0,100,,73,10,2.3,10.00,3.2,11,9,9,52,142,142,,,,,,,,,,,,,,,2.3,0.79,0.53,0.22,0.02,20.18,330.45
Marquez Callaway,,0,WR,3500,NO,vs BAL,25,22.25,5.7,9.1,5.1,0,0,0,0,0,0,0,0,0,4.52,0.137,4.52,2.6,31.59,0.2,0,0,0,0,0,0,6.96,6.96,0,0,18.36,6.96,6.96,37,0,100,,106,25,2,5.40,1.5,46,60,60,48,143,143,,,,,,,,,,,4.57,2.63,34.63,0.23,,,,,,,
Tyquan Thornton,,0,WR,3300,NE,vs IND,5,22.25,8.1,0,7.3,0,0,0,0,0,0,0,0,0,4.82,0.175,4.82,2.57,24.63,0.31,0,0,0,0,0,0,6.89,6.89,0,0,23.09,6.89,6.89,63,0,100,,142,0,2.1,1.50,0.5,48,61,61,50,144,144,,,,,,,,0.75,4,0.25,3.75,2,19,0.25,,,,,,,
JaMycal Hasty,,0,RB,4800,JAC,vs LV,21,22.75,3.2,3.7,3.5,0,0,0,0,0,0.1144,3.28,15.29,0.15,6.54,0.0866,3.26,2.51,14.19,0.07,0,0,0,0,0,0,6.78,6.78,0,1.98,13.18,6.78,6.78,42,0,100,,136,29,1.4,2.10,0.4,27,35,35,35,145,145,,,,,,,,2.78,12.96,0.13,2.04,1.57,9.35,,,,,,,,
Darrell Henderson,,0,RB,5100,LAR,@ TB,10,19.75,7,13.2,8.1,0,0,0,0,0,0.2414,4.64,20.31,0.15,7.17,0.0769,2.53,1.81,13.45,0.11,0,0,0,0,0,0,6.75,6.75,0,0,20.75,6.75,6.75,30,0,100,,104,23,1.3,5.60,1.1,24,36,36,32,146,146,,,,,,,,9.05,39.62,0.29,2.26,1.62,12.05,0.1,,,,,,,
Rachaad White,,0,RB,4700,TB,vs LAR,2,22.75,4.4,0,6.3,0,0,0,0,0,0.2551,4.51,13.52,0.15,7.46,0.0698,2.95,2.28,16.44,0.08,0,0,0,0,0,0,6.66,6.66,0,0.06,15.46,6.66,6.66,27,0,100,,98,30,1.4,6.40,1.4,28,37,37,36,147,147,,,,,,,,4.29,12.86,0.14,3.14,2.43,18.29,,,,,,,,
Denzel Mims,,0,WR,3100,NYJ,vs BUF,15,17.75,3.7,2.1,5.5,0,0,0,0,0,0,0,0,0,4.49,0.1249,4.49,2.09,33.71,0.17,0,0,0,0,0,0,6.48,6.48,0,0.93,13.88,6.48,6.48,57,0,100,,135,16,2.1,2.20,0.7,50,62,62,52,148,148,,,,,,,,,,,3.48,1.62,27.14,,,,,,,,
Cam Akers,,0,RB,5000,LAR,@ TB,10,19.75,7,7,4.8,0,0,0,0,0,0.2116,4.07,15.19,0.07,6.7,0.0799,2.63,2.02,20.86,0.07,0,0,0,0,0,0,6.47,6.47,0,0,20.47,6.47,6.47,52,0,100,,153,24,1.3,0.30,0.1,25,38,38,33,149,149,,,,,,,,13.65,50.96,0.22,1.52,1.17,12.09,0.04,,,,,,,
Robby Anderson,,0,WR,3800,ARI,vs SEA,9,25.75,8,8.1,5.9,0,0,0,0,0,0,0,0,0,4.1,0.0979,4.1,2.29,29.59,0.19,0,0,0,0,0,0,6.39,6.39,0,0,22.39,6.39,6.39,67,0,100,,150,25,1.7,0.60,0.2,43,63,63,45,150,150,,,,,,,,0.16,0.98,,6.59,3.68,48.79,0.29,,,,,,,
Nelson Agholor,,0,WR,3200,NE,vs IND,5,22.25,7.2,7.1,6.4,0,0,0,0,0,0,0,0,0,3.79,0.1375,3.79,2.28,29.01,0.19,0,0,0,0,0,0,6.32,6.32,0,0,20.72,6.32,6.32,68,0,100,,155,17,2,0.00,,49,64,64,51,151,151,0.01,0.01,0.13,,,,1.3,0.17,0.98,,5.01,3.02,38.02,0.26,,,,,,,
Tyron Johnson,,0,WR,3000,HOU,vs PHI,4,16.25,5.4,0.5,0,0,0,0,0,0,0,0,0,0,2.47,0.0795,2.47,1.75,31.89,0.2,0,0,0,0,0,0,6.14,6.14,0,0,16.94,6.14,6.14,60,0,100,,139,2,2,1.80,0.6,51,65,65,53,152,152,,,,,,,,0.2,1.13,,2.07,1.47,27.6,0.2,,,,,,,
Ronnie Rivers,,0,RB,4800,LAR,@ TB,10,19.75,2.6,0,5,0,0,0,0,0,0.32,6.15,14.35,0.17,8.23,0.0632,2.08,2.08,12.03,0.06,0,0,0,0,0,0,6.1,6.1,0,2.2,11.3,6.1,6.1,54,0,100,,155,0,1.3,0.00,,27,39,39,35,153,153,,,,,,,,4.5,10.5,,2.5,2.5,14.5,,,,,,,,
Ben Skowronek,,0,WR,3300,LAR,@ TB,21,19.75,4.4,1.8,7.8,0,0,0,0,0,0,0,0,0,3.78,0.1151,3.78,2.49,25.31,0.18,0,0,0,0,0,0,6.1,6.1,0,0,14.9,6.1,6.1,68,0,100,,155,14,1.8,0.00,,48,66,66,50,153,153,,,,,,,,0.06,1.06,0.06,3.5,2.31,23.5,,,,,,,,
Michael Bandy,,0,WR,3500,LAC,@ ATL,32,25.75,2.8,0,2.9,0,0,0,0,0,0,0,0,0,5.13,0.1188,5.13,2.05,25.04,0.25,0,0,0,0,0,0,6.05,6.05,0,1.85,11.65,6.05,6.05,33,0,100,,89,3,1.7,7.60,2.2,46,67,67,48,154,154,,,,,,,,,,,3.33,1.33,16,,,,,,,,
James Robinson,,0,RB,5400,NYJ,vs BUF,3,17.75,8.9,12.8,9.5,0,0,0,0,0,0.4301,8.82,39.49,0.32,8.82,0,0,0,0,0,0,0,0,0,0,0,5.87,5.87,0,0,23.67,5.87,5.87,14,0,100,,55,38,1.1,13.30,2.5,21,40,40,29,155,155,,,,,0.03,,,13.61,60.94,0.5,3.28,2.47,17,0.11,,,,,,,
Bengals,,0,DST,4000,CIN,vs CAR,27,17.75,4.9,6.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0.85,0.56,0,0,17.75,5.8,5.8,0,0,15.6,5.8,5.8,7,0,100,,100,14,1.5,6.00,1.5,4,10,10,43,156,156,,,,,,,,,,,,,,,2.13,0.88,0.33,0.1,0.02,22.68,372.02
Cole Kmet,,0,TE,3000,CHI,vs MIA,29,21.25,4.2,7.1,4.5,0,0,0,0,0,0,0,0,0,4.02,0.1274,4.02,2.62,25.56,0.08,0,0,0,0,0,0,5.66,5.66,0,0,14.06,5.66,5.66,3,0,100,,18,28,1.9,22.00,7.3,17,22,22,53,157,157,,,,,,,,0.05,-0.08,,4.13,2.69,26.41,0.08,,,,,,,
Trent Sherfield,,0,WR,3300,MIA,@ CHI,2,25.25,3.6,1.7,3.8,0,0,0,0,0,0,0,0,0,4.42,0.1069,4.42,2.47,25.97,0.09,0,0,0,0,0,0,5.61,5.61,0,0.21,12.81,5.61,5.61,35,0,100,,103,0,1.7,5.70,1.7,48,68,68,50,158,158,,,,,,,,,,,2.74,1.53,17.18,0.06,,,,,,,
Brevin Jordan,,0,TE,2700,HOU,vs PHI,18,16.25,4.6,7,1.9,0,0,0,0,0,0,0,0,0,3.85,0.1239,3.85,2.29,18.2,0.24,0,0,0,0,0,0,5.55,5.55,0,0,14.75,5.55,5.55,36,0,100,,142,13,2.1,1.50,0.6,20,23,23,56,159,159,,,,,,,,,,,3.5,2.08,17.08,0.25,,,,,,,
Falcons,,0,DST,2800,ATL,vs LAC,7,25.75,5.7,3.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.84,0.36,0.12,0.24,25.75,5.51,5.51,0,0,16.91,5.51,5.51,10,0,100,,127,0,2,3.00,1.1,14,11,11,55,160,160,,,,,,,,,,,,,,,1.79,0.77,0.5,0.17,0.02,23.76,367.87
Dontrell Hilliard,,0,RB,4700,TEN,@ KC,7,15.75,6.1,10.1,9.4,0,0,0,0,0,0,0,0,0,3.58,0.1625,3.58,2.84,17.59,0.14,0,0,0,0,0,0,5.44,5.44,0,0,17.64,5.44,5.44,44,0,100,,139,14,1.2,1.80,0.4,28,41,41,36,161,161,0.04,,,0.04,,,-14.81,3.29,19.86,0.14,2.57,2.04,15.82,0.11,,,,,,,
Panthers,,0,DST,2300,CAR,@ CIN,13,24.75,6.3,5.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.74,0.13,0,0.37,24.75,5.43,5.43,0,0,18.03,5.43,5.43,12,0,100,,159,13,2.4,-2.00,,19,12,12,60,162,162,,,,,,,,,,,,,,,2.56,0.86,0.62,0.17,0.03,23.36,350.82
Jamal Agnew,,0,WR,3300,JAC,vs LV,24,22.75,7.3,0,5,0,0,0,0,0,0,0,0,0,2.56,0.068,2.56,1.64,17.28,0.34,0,0,0,0,0,0,5.41,5.41,0,0,20.01,5.41,5.41,68,0,100,,155,0,1.6,0.00,,48,69,69,50,163,163,,,,,,,,0.83,4.83,,1.83,1.17,13,0.33,,,,,,,
Jets,,0,DST,2000,NYJ,vs BUF,2,27.75,5.4,3.4,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1.06,0.36,0.12,0.12,27.75,5.27,5.27,0,0,16.07,5.27,5.27,3,0,100,,73,4,2.6,10.00,5,22,13,13,63,164,164,,,,,,,,,,,,,,,2.07,0.73,0.51,0.13,0.03,24.4,359.72
Chargers,,0,DST,3400,LAC,@ ATL,6,23.75,5.5,4.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0.99,0.29,0.14,0,23.75,5.25,5.25,0,0,16.25,5.25,5.25,8,0,100,,110,10,1.5,5.00,1.5,8,14,14,49,165,165,,,,,,,,,,,,,,,2.16,0.83,0.48,0.16,0.02,23.4,348.12
Nick Westbrook,,0,WR,3800,TEN,@ KC,31,15.75,5.4,7,4.2,0,0,0,0,0,0,0,0,0,3.3,0.15,3.3,2.09,22.14,0.15,0,0,0,0,0,0,5.2,5.2,0,0,16,5.2,5.2,68,0,100,,155,0,1.4,0.00,,43,70,70,45,166,166,,,,,,,,,,,2.82,1.79,23.71,0.14,,,,,,,
Boston Scott,,0,RB,4100,PHI,@ HOU,32,29.25,7.7,9.2,2.8,0,0,0,0,0,0.172,6.58,28.49,0.39,6.58,0,0,0,0,0,0,0,0,0,0,0,5.19,5.19,0,0,20.59,5.19,5.19,50,0,100,,151,5,1.3,0.50,0.1,34,42,42,42,167,167,,,,,,,,6.45,27.93,0.38,2.08,1.68,13.13,0.03,,,,,,,
Brian Robinson,,0,RB,5400,WAS,vs MIN,19,20.25,4.6,0,6.7,0,0,0,0,0,0.4538,11.65,37.75,0.22,11.65,0,0,0,0,0,0,0,0,0,0,0,5.1,5.1,0,0,14.3,5.1,5.1,29,0,100,,102,31,0.9,5.80,1.1,21,43,43,29,168,168,,,,,,,,13.5,43.75,0.25,0.5,0.5,3.25,,,,,,,,
Mo Alie-Cox,,0,TE,2800,IND,@ NE,26,18.25,5.2,4.7,6.1,0,0,0,0,0,0,0,0,0,2.47,0.0858,2.47,1.63,22.13,0.21,0,0,0,0,0,0,5.1,5.1,0,0,15.5,5.1,5.1,26,0,100,,125,0,1.8,3.30,1.2,19,24,24,55,168,168,,,,,,,,,,,2.26,1.49,19.37,0.18,,,,,,,
Chigoziem Okonkwo,,0,TE,2500,TEN,@ KC,28,15.75,4.9,0,3.2,0,0,0,0,0,0,0,0,0,2.75,0.125,2.75,1.72,14.27,0.32,0,0,0,0,0,0,5.07,5.07,0,0,14.87,5.07,5.07,20,0,100,,102,0,2,5.80,2.3,22,25,25,58,169,169,,,,,,,,0.2,-0.8,,1.6,1,10.4,0.2,,,,,,,
Dyami Brown,,0,WR,3300,WAS,vs MIN,23,20.25,7.3,2.8,7.3,0,0,0,0,0,0,0,0,0,3.21,0.0914,3.21,1.42,25.47,0.18,0,0,0,0,0,0,5.05,5.05,0,0,19.65,5.05,5.05,68,0,100,,155,0,1.5,0.00,,48,71,71,50,170,170,,,,,,,,0.08,-0.33,,2.83,1.25,23,0.17,,,,,,,
Packers,,0,DST,3700,GB,@ DET,5,22.75,5.2,7.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0.51,0.38,0.13,0.13,22.75,4.98,4.98,0,0,15.38,4.98,4.98,10,0,100,,127,17,1.3,3.00,0.8,6,15,15,46,171,171,,,,,,,,,,,,,,,2.49,0.83,0.46,0.08,0.02,22.21,348.38
Dante Pettis,,0,WR,3500,CHI,vs MIA,14,21.25,7.5,8.4,5.1,0,0,0,0,0,0,0,0,0,2.52,0.0797,2.52,1.42,20.38,0.24,0,0,0,0,0,0,4.9,4.9,0,0,19.9,4.9,4.9,57,0,100,,135,3,1.4,2.20,0.6,46,72,72,48,172,172,0.07,0.07,1.1,,,,9.34,0.07,0.93,,3.79,2.14,30.83,0.38,,,,,,,
Colby Parkinson,,0,TE,2500,SEA,@ ARI,17,23.75,3.1,1.7,5.3,0,0,0,0,0,0,0,0,0,2.52,0.078,2.52,2.04,22.58,0.1,0,0,0,0,0,0,4.9,4.9,0,0.25,11.1,4.9,4.9,28,0,100,,131,16,2,2.60,1,22,26,26,58,172,172,,,,,,,,,,,1.75,1.42,17.33,0.08,,,,,,,
Khalil Shakir,,0,WR,3500,BUF,@ NYJ,16,27.75,6.1,0,4.6,0,0,0,0,0,0,0,0,0,2.85,0.0672,2.85,1.32,23.7,0.2,0,0,0,0,0,0,4.89,4.89,0,0,17.09,4.89,4.89,68,0,100,,155,0,1.4,0.00,,46,73,73,48,173,173,,,,,,,,,,,2.6,1.2,22.4,0.2,,,,,,,
Jaguars,,0,DST,3100,JAC,vs LV,9,24.75,6.6,3.5,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0.97,0.24,0,0.13,24.75,4.89,4.89,0,0,18.09,4.89,4.89,8,0,100,,110,0,1.6,5.00,1.6,11,16,16,52,173,173,,,,,,,,,,,,,,,2.24,0.71,0.42,0.21,0.02,23.85,355.9
Tre'Quan Smith,,0,WR,3800,NO,vs BAL,25,22.25,7.4,8.8,7.8,0,0,0,0,0,0,0,0,0,2.29,0.0694,2.29,1.52,19.62,0.2,0,0,0,0,0,0,4.68,4.68,0,0,19.48,4.68,4.68,34,0,100,,101,6,1.2,5.90,1.6,43,74,74,45,174,174,,,,,,,,0.04,0.14,,3.52,2.34,32.7,0.36,,,,,,,
Titans,,0,DST,2200,TEN,@ KC,1,29.75,5.4,7.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0.89,0.38,0,0.12,29.75,4.68,4.68,0,0,15.48,4.68,4.68,6,0,100,,95,17,2.1,7.00,3.2,20,17,17,61,174,174,,,,,,,,,,,,,,,2.4,0.82,0.45,0.14,0.01,22.1,358.35
Tom Kennedy,,0,WR,3000,DET,vs GB,3,22.75,3.6,3.1,3.9,0,0,0,0,0,0,0,0,0,3.09,0.087,3.09,1.79,20.34,0.14,0,0,0,0,0,0,4.66,4.66,0,0,11.86,4.66,4.66,56,0,100,,131,0,1.6,2.60,0.9,51,75,75,53,175,175,0.11,0.11,8.33,,,0.11,17.59,,,,2.11,1.22,13.56,,,,,,,,
Dolphins,,0,DST,3800,MIA,@ CHI,15,21.25,6.9,8.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.52,0.4,0,0.14,21.25,4.64,4.64,0,0,18.44,4.64,4.64,4,0,100,,82,0,1.2,9.00,2.4,5,18,18,45,176,176,,,,,,,,,,,,,,,2.06,0.9,0.43,0.22,0.02,24.44,374.36
Laviska Shenault Jr.,,0,WR,3300,CAR,@ CIN,6,17.75,5.3,8,6.6,0,0,0,0,0,0,0,0,0,2.98,0.0999,2.98,2.04,20.35,0.08,0,0,0,0,0,0,4.56,4.56,0,0,15.16,4.56,4.56,67,0,100,,150,42,1.4,0.60,0.2,48,76,76,50,177,177,,,,,,,,0.88,3.88,,5.53,3.79,39.5,0.18,,,,,,,
James Mitchell,,0,TE,2500,DET,vs GB,6,22.75,0,0,2.4,0,0,0,0,0,0,0,0,0,1.65,0.0464,1.65,1.65,23.65,0.09,0,0,0,0,0,0,4.56,4.56,0,4.56,4.56,4.56,4.56,12,0,100,,83,0,1.8,8.80,3.5,22,27,27,58,177,177,,,,,,,,,,,1,1,14,,,,,,,,
Kylen Granson,,0,TE,2700,IND,@ NE,26,18.25,2.4,2.2,4.7,0,0,0,0,0,0,0,0,0,2.45,0.085,2.45,1.85,17.6,0.15,0,0,0,0,0,0,4.51,4.51,0,0.91,9.31,4.51,4.51,40,0,100,,155,27,1.7,0.00,,20,28,28,56,178,178,,,,,,,,,,,2.28,1.72,15.67,,,,,,,,
Austin Hooper,,0,TE,2600,TEN,@ KC,28,15.75,6.3,6.2,3.1,0,0,0,0,0,0,0,0,0,2.75,0.125,2.75,2,16.06,0.15,0,0,0,0,0,0,4.51,4.51,0,0,17.11,4.51,4.51,22,0,100,,106,24,1.7,5.40,2.1,21,28,28,57,178,178,,,,,,,,,,,4.57,3.33,33.43,0.26,,,,,,,
Bears,,0,DST,2500,CHI,vs MIA,23,25.25,6,6.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,1.04,0.46,0,0,25.25,4.51,4.51,0,0,16.51,4.51,4.51,13,0,100,,160,13,1.8,-4.00,,17,19,19,58,178,178,,,,,,,,,,,,,,,2.37,0.73,0.52,0.17,0.04,21.33,332.57
Shi Smith,,0,WR,3200,CAR,@ CIN,6,17.75,4,3.2,2.3,0,0,0,0,0,0,0,0,0,3.36,0.1124,3.36,1.52,21.68,0.13,0,0,0,0,0,0,4.47,4.47,0,0,12.47,4.47,4.47,53,0,100,,127,0,1.4,3.00,0.9,49,77,77,51,179,179,,,,,,,,0.08,-0.25,,2.58,1.17,17.42,,,,,,,,
Raiders,,0,DST,3200,LV,@ JAC,19,22.75,4.4,3.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0.46,0.15,0,0.31,22.75,4.47,4.47,0,0,13.27,4.47,4.47,11,0,100,,137,0,1.4,2.00,0.6,10,20,20,51,179,179,,,,,,,,,,,,,,,1.67,0.62,0.47,0.07,0.02,25.57,365.19
Brock Wright,,0,TE,2500,DET,vs GB,6,22.75,0,0.6,0,0,0,0,0,0,0,0,0,0,4.78,0.1344,4.78,2.39,4.89,0.26,0,0,0,0,0,0,4.44,4.44,0,4.44,4.44,4.44,4.44,40,0,100,,155,0,1.8,0.00,,22,29,29,58,180,180,,,,,,,,,,,2,1,2,,,,,,,,
