,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Chad Henne,,0,QB,4900,KC,vs TEN,29,29.75,4.6,0.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,21,26,26,34,222,222,5.31,3.62,32.69,0.08,0.23,0.15,46.5,2.08,0.23,0.08,,,,,,,,,,,
Darren Waller,!,0,TE,4900,LV,@ JAC,11,24.75,9.7,12.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,100,,155,22,0,0.00,,5,36,36,34,222,222,,,,,,,,0.05,0.42,,6.77,4.73,55.44,0.27,,,,,,,
Drew Lock,,0,QB,4900,SEA,@ ARI,27,23.75,8.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,39,0,0.00,,21,26,26,34,222,222,29.58,17.54,197.5,0.83,1.38,1.04,78.59,3,11.88,0.21,,,,,,,,,,,
John Wolford,,0,QB,4900,LAR,@ TB,16,19.75,6,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,21,26,26,34,222,222,12,6.5,66.25,0.5,1,,46.2,2.25,14.25,,,,,,,,,,,,
Tyler Huntley,,0,QB,4900,BAL,@ NO,6,23.25,10.3,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,,,21,26,26,34,222,222,20.6,13.1,115.6,0.4,1.9,0.3,64.99,6,34.9,0.2,,,,,,,,,,,
Kyle Allen,,0,QB,4800,HOU,vs PHI,5,16.25,7.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,44,0,0.00,,22,26,26,35,222,222,29.81,18.81,205.62,0.81,2.62,1.14,90.53,2.19,7.71,0.19,,,,,,,,,,,
Desmond Ridder,,0,QB,4800,ATL,vs LAC,24,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,29,0,100,,155,0,0,0.00,,22,26,26,35,222,222,,,,,,,,,,,,,,,,,,,,,
Trevor Siemian,,0,QB,4800,CHI,vs MIA,20,21.25,8.1,15.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,39,0,0.00,,22,26,26,35,222,222,30.29,17.85,201.41,0.79,2.21,1.21,80.44,2.03,5.97,0.06,,,,,,,,,,,
Nate Sudfeld,,0,QB,4800,DET,vs GB,4,22.75,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,22,26,26,35,222,222,7.4,5,37.6,0.2,1,0.2,123.6,1.6,5.6,,,,,,,,,,,,
Sam Howell,,0,QB,4800,WAS,vs MIN,22,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,29,0,100,,155,0,0,0.00,,22,26,26,35,222,222,,,,,,,,,,,,,,,,,,,,,
Mark Ingram,!,0,RB,4800,NO,vs BAL,17,22.25,9,7.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,30,0,0.00,,27,62,62,35,222,222,,,,,,,,11.67,53.52,0.41,2.84,2.32,17.17,0.09,,,,,,,
Jarrett Stidham,,0,QB,4800,LV,@ JAC,23,24.75,2.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,22,26,26,35,222,222,6.78,3.56,38,0.44,0.67,0.22,41.27,1,0.56,,,,,,,,,,,,
Matt Ryan,!,0,QB,4800,IND,@ NE,18,18.25,8.4,14.8,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,57,0,0.00,,22,26,26,35,222,222,36.79,24.66,282.4,0.72,2.4,1.66,97,2.15,6.54,0.07,,,,,,,,,,,
Zack Moss,!,0,RB,4800,IND,@ NE,4,18.25,5.3,7.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,25,0,0.00,,27,62,62,35,222,222,,,,,,,,7.06,28.42,0.24,1.88,1.45,10.45,0.06,,,,,,,
Nick Mullens,,0,QB,4800,MIN,@ WAS,21,23.25,7.1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,100,,157,51,0,-0.12,,22,26,26,35,222,222,31.5,20.35,243.05,1.1,1.8,1.3,83.84,1.5,-0.55,,,,,,,,,,,,
Logan Woodside,,0,QB,4800,TEN,@ KC,32,15.75,0.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,22,26,26,35,222,222,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Nick Foles,,0,QB,4700,IND,@ NE,18,18.25,9,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,27,0,0.00,,23,26,26,36,222,222,30.2,19.25,197.45,0.7,1.48,1.02,81.52,1.66,1.48,0.07,,,,,,,,,,,
Josh Reynolds,!,0,WR,4600,DET,vs GB,3,22.75,5.9,8.1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,16,0,0.00,,35,90,90,37,222,222,,,,,,,,0.14,0.85,,4.38,2.49,33.18,0.18,,,,,,,
Joshua Kelley,!,0,RB,4600,LAC,@ ATL,28,25.75,4.3,2.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,14,0,0.00,,29,62,62,37,222,222,,,,,,,,6.42,21.54,0.12,1.5,1.35,9.31,,,,,,,,
J.D. McKissic,!,0,RB,4500,WAS,vs MIN,19,20.25,6.2,11.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,26,0,0.00,,30,62,62,38,222,222,,,,,,,,3.55,15.65,0.07,4.35,3.23,24.41,0.12,,,,,,,
Kenneth Gainwell,,0,RB,4500,PHI,@ HOU,32,29.25,6.6,8.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,100,,58,7,0,12.80,2.8,30,62,62,38,222,222,,,,,,,,3.88,16.54,0.29,2.67,1.79,13.79,0.08,,,,,,,
Isaiah Spiller,,0,RB,4500,LAC,@ ATL,28,25.75,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,100,,128,0,0,2.90,0.6,30,62,62,38,222,222,,,,,,,,1,-5,,,,,,,,,,,,
DeeJay Dallas,,0,RB,4500,SEA,@ ARI,15,23.75,5.4,3.5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,100,,152,0,0,0.40,0.1,30,62,62,38,222,222,0.04,,,0.04,,,,3.29,12.79,0.17,2,1.79,11.38,0.04,,,,,,,
Treylon Burks,!,0,WR,4500,TEN,@ KC,31,15.75,2.6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,57,0,0.00,,36,90,90,38,222,222,,,,,,,,0.5,3,,4,2.5,32.25,,,,,,,,
D.J. Chark,!,0,WR,4400,DET,vs GB,3,22.75,9.3,11.5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,15,0,0.00,,37,90,90,39,222,222,,,,,,,,0.04,0.44,,6.36,3.47,49.04,0.38,,,,,,,
Travis Homer,,0,RB,4400,SEA,@ ARI,15,23.75,4.4,4.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,100,,99,6,0,6.20,1.4,31,62,62,39,222,222,,,,,,,,2.71,13.94,0.03,1.68,1.42,12.68,0.03,,,,,,,
Trestan Ebner,,0,RB,4300,CHI,vs MIA,22,21.25,1.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,32,62,62,40,222,222,,,,,,,,4.5,11.5,,1,0.5,2,,,,,,,,
Ty Johnson,,0,RB,4300,NYJ,vs BUF,3,17.75,5.5,7.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,100,,140,5,0,1.70,0.4,32,62,62,40,222,222,,,,,,,,4.21,18,0.07,2.63,1.77,13.72,0.07,,,,,,,
Corey Davis,!,0,WR,4300,NYJ,vs BUF,15,17.75,8.3,12.1,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,20,0,0.00,,38,90,90,40,222,222,,,,,,,,0.08,0.71,,5.9,3.53,50,0.26,,,,,,,
Jarvis Landry,!,0,WR,4300,NO,vs BAL,25,22.25,7.4,11.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,49,0,0.00,,38,90,90,40,222,222,0.08,0.05,1.26,,0.01,0.01,8.78,0.32,2.08,0.04,8.65,5.58,62.59,0.29,,,,,,,
Ameer Abdullah,,0,RB,4300,LV,@ JAC,26,24.75,5.1,5.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,100,,139,16,0,1.80,0.4,32,62,62,40,222,222,,,,,,,,5.54,21.41,0.08,2.38,1.72,12.57,0.09,,,,,,,
Dare Ogunbowale,,0,RB,4200,HOU,vs PHI,14,16.25,4.3,3.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,10,0,0.00,,33,62,62,41,222,222,,,,,,,,2.49,8.77,0.09,2.71,1.83,14.51,0.03,,,,,,,
Ke'Shawn Vaughn,,0,RB,4200,TB,vs LAR,2,22.75,5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,100,,152,7,0,0.40,0.1,33,62,62,41,222,222,,,,,,,,6,25.93,0.21,1.5,0.79,4.93,0.07,,,,,,,
Jahan Dotson,!,0,WR,4100,WAS,vs MIN,23,20.25,6.1,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,53,0,0.00,,40,90,90,42,222,222,,,,,,,,0.25,-2.5,,5.5,3,38,1,,,,,,,
Russell Gage,!,0,WR,4100,TB,vs LAR,10,22.75,7.7,13.2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,20,0,0.00,,40,90,90,42,222,222,0.04,0.02,0.71,,,0.02,3.6,0.11,0.38,,5.95,4.04,41.75,0.18,,,,,,,
Jeff Driskel,,0,QB,4000,HOU,vs PHI,5,16.25,7.7,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,33,0,,,24,26,26,43,222,222,21.56,12.63,132.5,0.5,2.38,0.81,70.89,3.44,20.25,0.19,,,,,,,,,,,
Darius Anderson,!,0,RB,4000,HOU,vs PHI,14,16.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Royce Freeman,,0,RB,4000,HOU,vs PHI,14,16.25,4.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,26,0,0.00,,35,62,62,43,222,222,,,,,,,,6.79,26.08,0.15,1.9,1.52,9.35,0.02,,,,,,,
Troy Hairston,,0,RB,4000,HOU,vs PHI,14,16.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Gerrid Doaks,,0,RB,4000,HOU,vs PHI,14,16.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Damien Williams,!,0,RB,4000,ATL,vs LAC,24,23.75,9,5.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,5.05,21.63,0.26,2.72,2.04,15.93,0.2,,,,,,,
Keith Smith,,0,RB,4000,ATL,vs LAC,24,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
B.J. Baylor,,0,RB,4000,ATL,vs LAC,24,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,,0,QB,4000,CHI,vs MIA,20,21.25,4.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,12.55,6.55,53.36,1.18,0.91,0.27,51.25,1.91,8,0.09,,,,,,,,,,,
Darrynton Evans,,0,RB,4000,CHI,vs MIA,22,21.25,4.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,2.83,10.33,,1,0.67,6.33,0.17,,,,,,,
Khari Blasingame,,0,RB,4000,CHI,vs MIA,22,21.25,1.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,0.23,0.46,,1,0.77,7.46,,,,,,,,
Jake Browning,,0,QB,4000,CIN,vs CAR,19,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,,,,,,,,,,,,,,,,,,,,,
Trayveon Williams,!,0,RB,4000,CIN,vs CAR,13,24.75,3.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,16,0,0.00,,35,62,62,43,222,222,,,,,,,,5.13,26,,0.88,0.75,4.25,,,,,,,,
Elijah Holyfield,!,0,RB,4000,CIN,vs CAR,13,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Tim Boyle,,0,QB,4000,DET,vs GB,4,22.75,5.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,7,4.57,38.64,0.43,,0.21,18.65,1.43,-0.21,,,,,,,,,,,,
Justin Jackson,,0,RB,4000,DET,vs GB,16,22.75,6.7,6.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,100,,130,0,0,2.70,0.7,35,62,62,43,222,222,,,,,,,,5.38,26.63,0.1,2.13,1.73,13.08,0.03,,,,,,,
Greg Bell,!,0,RB,4000,DET,vs GB,16,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Jermar Jefferson,,0,RB,4000,DET,vs GB,16,22.75,5.2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,19,0,0.00,,35,62,62,43,222,222,,,,,,,,3.75,18.5,0.5,1.25,1,5.75,,,,,,,,
Jason Cabinda,,0,RB,4000,DET,vs GB,16,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
E.J. Perry,,0,QB,4000,JAC,vs LV,31,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,,,,,,,,,,,,,,,,,,,,,
Snoop Conner,,0,RB,4000,JAC,vs LV,21,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Mekhi Sargent,,0,RB,4000,JAC,vs LV,21,22.75,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,67,0,0.00,,35,62,62,43,222,222,,,,,,,,1.25,2.75,,0.25,,,,,,,,,,
Brian Hoyer,!,0,QB,4000,NE,vs IND,13,22.25,9.6,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,20.49,12.47,138.82,0.44,1.22,0.76,65.58,1.49,0.73,0.02,,,,,,,,,,,
Garrett Gilbert,,0,QB,4000,NE,vs IND,13,22.25,5.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,9.38,5.38,59.63,0.13,0.63,0.13,33.99,0.75,3.13,,,,,,,,,,,,
Pierre Strong,,0,RB,4000,NE,vs IND,12,22.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,1,5,,,,,,,,,,,,
Kevin Harris,!,0,RB,4000,NE,vs IND,12,22.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,3,5,,,,,,,,,,,,
J.J. Taylor,,0,RB,4000,NE,vs IND,12,22.25,4.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,100,,130,0,0,2.70,0.7,35,62,62,43,222,222,,,,,,,,4.2,14.7,0.2,0.6,0.5,1.2,,,,,,,,
DeVante Parker,!,0,WR,4000,NE,vs IND,5,22.25,7.6,11.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,32,0,0.00,,41,90,90,43,222,222,,,,,,,,,,,6.59,3.8,54.29,0.27,,,,,,,
Chris Streveler,,0,QB,4000,NYJ,vs BUF,3,17.75,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,6.25,4.25,35.25,0.25,1,0.25,38.95,1.75,5.25,,,,,,,,,,,,
Breece Hall,!,0,RB,4000,NYJ,vs BUF,3,17.75,6.5,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,63,0,0.00,,35,62,62,43,222,222,,,,,,,,11.43,66.14,0.57,4.43,2.71,31.14,0.14,,,,,,,
Bam Knight,!,0,RB,4000,NYJ,vs BUF,3,17.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
Nick Bawden,!,0,RB,4000,NYJ,vs BUF,3,17.75,0.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,40,0,0.00,,35,62,62,43,222,222,,,,,,,,,,,1.17,0.83,6.17,,,,,,,,
Jake Fromm,,0,QB,4000,WAS,vs MIN,22,20.25,3.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,22,0,0.00,,24,26,26,43,222,222,20,9,70,1,2,0.33,43.93,2.67,21.67,,,,,,,,,,,,
Jonathan Williams,,0,RB,4000,WAS,vs MIN,19,20.25,6,4.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,0.04,,,,,,1.72,4.48,20.3,0.13,0.78,0.65,4.74,,,,,,,,
Alex Armah,,0,RB,4000,WAS,vs MIN,19,20.25,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,0.65,1.76,,0.59,0.35,1.12,0.06,,,,,,,
Jaret Patterson,,0,RB,4000,WAS,vs MIN,19,20.25,5.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,4.86,19,0.14,0.79,0.71,5.21,,,,,,,,
Trace McSorley,!,0,QB,4000,ARI,vs SEA,15,25.75,3.4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,3.5,1.25,25.5,,0.25,0.25,54.58,2.25,9.5,,,,,,,,,,,,
Jonathan Ward,!,0,RB,4000,ARI,vs SEA,27,25.75,2.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,1.29,4.71,,0.71,0.57,6.43,0.14,,,,,,,
Corey Clement,,0,RB,4000,ARI,vs SEA,27,25.75,6.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,4.93,20.2,0.17,1.56,1.29,12.39,0.1,,,,,,,
Ty'Son Williams,,0,RB,4000,ARI,vs SEA,27,25.75,6.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,0,0,0.00,,35,62,62,43,222,222,,,,,,,,5,26.43,0.14,1.71,1.29,12,,,,,,,,
Kyle Trask,!,0,QB,4000,TB,vs LAR,7,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,,,,,,,,,,,,,,,,,,,,,
Giovani Bernard,!,0,RB,4000,TB,vs LAR,2,22.75,6.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,22,0,0.00,,35,62,62,43,222,222,,,,,,,,6.16,24.77,0.13,3.72,2.76,21.9,0.09,,,,,,,
Patrick Laird,,0,RB,4000,TB,vs LAR,2,22.75,4.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,6,0,0.00,,35,62,62,43,222,222,,,,,,,,3.8,12.2,0.05,2.25,1.8,14.45,,,,,,,,
Shane Buechele,!,0,QB,4000,KC,vs TEN,29,29.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,,,,,,,,,,,,,,,,,,,,,
Chris Oladokun,,0,QB,4000,KC,vs TEN,29,29.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,29,0,100,,155,0,0,0.00,,24,26,26,43,222,222,,,,,,,,,,,,,,,,,,,,,
Ronald Jones,!,0,RB,4000,KC,vs TEN,1,29.75,7.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,21,0,0.00,,35,62,62,43,222,222,,,,,,,,9.64,42.49,0.34,2,1.43,10.77,0.02,,,,,,,
Wayne Gallman,,0,RB,4000,KC,vs TEN,1,29.75,6.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,3,0,0.00,,35,62,62,43,222,222,,,,,,,,6.65,28.15,0.16,2.09,1.47,9.44,0.04,,,,,,,
Michael Burton,,0,RB,4000,KC,vs TEN,1,29.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,43,0,100,,138,0,0,1.90,0.5,35,62,62,43,222,222,,,,,,,,,,,,,,,,,,,,,
