,,,,,,,Receiving,,,,,,,,,,,,,,,
422,Charlie Jones,26,CIN,WR,8,0,1,1,5,0,5,5,0,0,5,0,,0,0,0,87.5,
423,Marcus Jones,26,NWE,CB,14,9,1,1,18,1,-7,-7,25,25,-7,0,,0,0,0,118.7,
424,Velus Jones Jr.,27,CHI,WR,1,0,1,1,8,0,-5,-5,13,13,-5,0,,0,0,0,100,
425,Ramel Keyton,24,LVR,WR,6,0,3,1,7,1,7,7,0,0,10,0,,0,0,0,42.4,
426,JC Latham,21,TEN,OT,15,15,1,1,0,0,-4,-4,4,4,-4,0,,0,0,0,79.2,
427,Marcedes Lewis,40,CHI,TE,15,4,2,1,2,1,1,1,1,1,7,0,,0,0,0,56.2,
428,MarShawn Lloyd,23,GNB,RB,1,0,1,1,3,0,-5,-5,8,8,-5,0,,0,0,0,79.2,
429,Vederian Lowe,25,NWE,T,12,11,1,1,4,1,4,4,0,0,4,0,,0,0,0,122.9,
430,Patrick Mahomes,29,KAN,QB,15,15,1,1,2,0,-1,-1,3,3,-1,0,,0,0,0,79.2,
431,Chris Manhertz,32,NYG,TE,15,9,2,1,2,1,2,2,0,0,3,0,,0,0,0,95.8,
432,David Martin-Robinson,25,TEN,TE,3,0,2,1,6,1,0,0,6,6,0,0,,0,0,0,56.2,
433,Wanya Morris,24,KAN,OL,15,10,1,1,1,1,1,1,0,0,1,0,,0,0,0,118.7,
434,Bo Nix,24,DEN,QB,15,15,1,1,2,1,2,2,0,0,2,0,,0,0,0,118.7,
435,Kendric Pryor,26,CIN,WR,1,0,1,1,9,0,9,9,0,0,9,0,,0,0,0,104.2,
436,Craig Reynolds,28,DET,RB,15,0,1,1,5,0,-4,-4,9,9,-4,0,,0,0,0,87.5,
437,Anthony Richardson,22,IND,QB,11,11,1,1,-1,0,-8,-8,7,7,-8,0,,0,0,0,79.2,
438,Ronnie Rivers,25,LAR,RB,15,0,1,1,0,0,-7,-7,7,7,-7,0,,0,0,0,79.2,
439,John Ross,29,PHI,WR,1,0,2,1,6,1,4,4,2,2,23.5,0,,0,0,0,56.2,
440,Trenton Scott,30,WAS,T,15,1,1,1,1,1,1,1,0,0,1,0,,0,0,0,118.7,
441,Tyler Scott,23,CHI,WR,9,0,1,1,5,0,-2,-2,7,7,-2,0,,0,0,0,87.5,
442,John Samuel Shenker,26,LVR,TE,6,0,1,1,7,0,4,4,3,3,4,0,,0,0,0,95.8,
443,Dan Skipper,30,DET,T,15,5,1,1,9,1,1,1,8,8,1,0,,0,0,0,143.7,
444,Tyler Smith,23,DAL,OL,14,14,1,1,0,0,-6,-6,6,6,-6,0,,0,0,0,79.2,
445,Geoff Swaim,31,CLE,TE,8,2,1,1,7,0,2,2,5,5,2,0,,0,0,0,95.8,
446,Juanyeh Thomas,24,DAL,S,11,0,1,1,4,0,4,4,0,0,4,0,,0,0,0,83.3,
447,Brycen Tremayne,25,WAS,WR,1,0,1,1,-2,0,-2,-2,0,0,-2,0,,0,0,0,79.2,
448,Ben VanSumeren,24,PHI,LB,11,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,79.2,
449,Devontez Walker,23,BAL,WR,7,0,1,1,21,1,21,21,0,0,21,0,,0,0,0,158.3,
450,Casey Washington,23,ATL,WR,8,0,2,1,14,1,3,3,11,11,18,0,,0,0,0,72.9,
451,Blake Watson,25,DEN,RB,2,0,2,1,13,0,-5,-5,18,18,-2,0,,1,50,0,70.8,
452,Jared Wiley,24,KAN,TE,7,2,1,1,7,0,4,4,3,3,4,0,,0,0,0,95.8,
453,Shane Zylstra,28,DET,TE,10,1,1,1,22,1,9,9,13,13,9,0,,0,0,0,118.7,
454,Josh Allen,28,BUF,QB,15,15,0,0,7,0,0,,7,,,0,,0,,0,,
455,Javon Baker,22,NWE,WR,9,1,2,0,0,0,0,,0,,16,0,,0,0,0,39.6,
456,Andrew Beck,28,2TM,FB,4,0,2,0,0,0,0,,0,,10.5,0,,0,0,0,39.6,
456,Andrew Beck,28,GNB,FB,3,0,1,0,0,0,0,,0,,-6,0,,0,0,0,39.6,
456,Andrew Beck,28,HOU,FB,1,0,1,0,0,0,0,,0,,27,0,,0,0,0,39.6,
457,Braxton Berrios,29,MIA,WR,6,0,4,0,0,0,0,,0,,6.5,0,,0,0,0,39.6,
458,Jake Brendel,32,SFO,OL,15,15,0,0,2,0,0,,2,,,0,,0,,0,,
459,Irvin Charles,27,NYJ,WR,13,0,1,0,0,0,0,,0,,3,0,,0,0,0,39.6,
460,Baylor Cupp,24,KAN,TE,1,0,1,0,0,0,0,,0,,0,0,,1,100,0,39.6,
461,Taylor Decker,30,DET,T,12,12,1,0,0,0,0,,0,,2,0,,0,0,0,39.6,
462,Erik Ezukanma,24,MIA,WR,2,0,2,0,0,0,0,,0,,29.5,0,,0,0,0,39.6,
463,Sam Franklin,28,CAR,S,8,0,1,0,0,0,0,,0,,11,0,,0,0,0,39.6,
464,Feleipe Franks,27,CAR,TE,14,0,2,0,0,0,0,,0,,18.5,0,,0,0,0,39.6,
465,Zach Frazier,23,PIT,C,13,13,0,0,-2,0,0,,-2,,,0,,0,,0,,
466,C.J. Goodwin,34,DAL,CB,15,0,1,0,0,0,0,,0,,7,0,,0,0,0,39.6,
467,Kameron Johnson,22,TAM,WR,4,0,1,0,0,0,0,,0,,3,0,,1,100,0,39.6,
468,Tom Kennedy,28,DET,WR,3,0,1,0,0,0,0,,0,,11,0,,0,0,0,39.6,
469,Trevor Lawrence,25,JAX,QB,10,10,0,0,-5,0,0,,-5,,,0,,0,,0,,
470,Jordan Matthews,32,CAR,TE,4,1,1,0,0,0,0,,0,,16,0,,0,0,0,39.6,
471,Skyy Moore,24,KAN,WR,6,0,3,0,0,0,0,,0,,6,0,,2,66.7,0,39.6,
472,James Pierre,28,PIT,CB,13,1,1,0,0,0,0,,0,,14,0,,1,100,0,39.6,
473,Adam Prentice,27,NOR,FB,15,7,3,0,0,0,0,,0,,2.3,0,,0,0,0,39.6,
474,Dominick Puni,24,SFO,OL,15,15,0,0,-3,0,0,,-3,,,0,,0,,0,,
475,Justyn Ross,25,KAN,WR,2,0,1,0,0,0,0,,0,,10,0,,0,0,0,39.6,
476,C.J. Stroud,23,HOU,QB,15,15,1,0,0,0,0,,0,,10,0,,0,0,0,39.6,
477,Stephen Sullivan,28,CAR,TE,1,0,1,0,0,0,0,,0,,16,0,,0,0,0,39.6,
