,,,,,,,Receiving,,,,,,,,,,,,,,,
427,Patrick Taylor,26,SFO,RB,9,0,2,1,12,1,3,3,9,9,1.5,0,,0,0,0,68.7,
428,Juanyeh Thomas,24,DAL,S,11,0,1,1,4,0,4,4,0,0,4,0,,0,0,0,83.3,
429,Brycen Tremayne,25,WAS,WR,1,0,1,1,-2,0,-2,-2,0,0,-2,0,,0,0,0,79.2,
430,Sione Vaki,23,DET,RB,12,0,1,1,17,1,15,15,2,2,15,0,,0,0,0,118.7,
431,Ben VanSumeren,24,PHI,LB,11,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,79.2,
432,Casey Washington,23,ATL,WR,8,0,2,1,14,1,3,3,11,11,18,0,,0,0,0,72.9,
433,Jared Wiley,24,KAN,TE,7,2,1,1,7,0,4,4,3,3,4,0,,0,0,0,95.8,
434,Shane Zylstra,28,DET,TE,8,1,1,1,22,1,9,9,13,13,9,0,,0,0,0,118.7,
435,Josh Allen,28,BUF,QB,13,13,0,0,7,0,0,,7,,,0,,0,,0,,
436,Javon Baker,22,NWE,WR,8,1,1,0,0,0,0,,0,,13,0,,0,0,0,39.6,
437,Andrew Beck,28,GNB,FB,3,0,1,0,0,0,0,,0,,-6,0,,0,0,0,39.6,
438,Braxton Berrios,29,MIA,WR,6,0,4,0,0,0,0,,0,,6.5,0,,0,0,0,39.6,
439,Jake Brendel,32,SFO,OL,13,13,0,0,2,0,0,,2,,,0,,0,,0,,
440,Irvin Charles,27,NYJ,WR,13,0,1,0,0,0,0,,0,,3,0,,0,0,0,39.6,
441,Baylor Cupp,24,KAN,TE,1,0,1,0,0,0,0,,0,,0,0,,1,100,0,39.6,
442,Taylor Decker,30,DET,T,10,10,1,0,0,0,0,,0,,2,0,,0,0,0,39.6,
443,Erik Ezukanma,24,MIA,WR,1,0,2,0,0,0,0,,0,,29.5,0,,0,0,0,39.6,
444,Sam Franklin,28,CAR,S,6,0,1,0,0,0,0,,0,,11,0,,0,0,0,39.6,
445,Feleipe Franks,27,CAR,TE,12,0,2,0,0,0,0,,0,,18.5,0,,0,0,0,39.6,
446,Zach Frazier,23,PIT,C,11,11,0,0,-2,0,0,,-2,,,0,,0,,0,,
447,C.J. Goodwin,34,DAL,CB,13,0,1,0,0,0,0,,0,,7,0,,0,0,0,39.6,
448,Kameron Johnson,22,TAM,WR,4,0,1,0,0,0,0,,0,,3,0,,1,100,0,39.6,
449,Tom Kennedy,28,DET,WR,2,0,1,0,0,0,0,,0,,11,0,,0,0,0,39.6,
450,Trevor Lawrence,25,JAX,QB,10,10,0,0,-5,0,0,,-5,,,0,,0,,0,,
451,David Martin-Robinson,25,TEN,TE,1,0,1,0,0,0,0,,0,,0,0,,0,0,0,39.6,
452,Jordan Matthews,32,CAR,TE,4,1,1,0,0,0,0,,0,,16,0,,0,0,0,39.6,
453,Skyy Moore,24,KAN,WR,6,0,3,0,0,0,0,,0,,6,0,,2,66.7,0,39.6,
454,James Pierre,28,PIT,CB,11,0,1,0,0,0,0,,0,,14,0,,1,100,0,39.6,
455,Adam Prentice,27,NOR,FB,13,6,3,0,0,0,0,,0,,2.3,0,,0,0,0,39.6,
456,Dominick Puni,24,SFO,OL,13,13,0,0,-3,0,0,,-3,,,0,,0,,0,,
457,Justyn Ross,25,KAN,WR,2,0,1,0,0,0,0,,0,,10,0,,0,0,0,39.6,
458,C.J. Stroud,23,HOU,QB,13,13,1,0,0,0,0,,0,,10,0,,0,0,0,39.6,
459,Stephen Sullivan,28,CAR,TE,1,0,1,0,0,0,0,,0,,16,0,,0,0,0,39.6,
460,Kadarius Toney,25,CLE,WR,3,0,1,0,0,0,0,,0,,-5,0,,0,0,0,39.6,
461,Xavier Weaver,24,ARI,WR,1,0,1,0,0,0,0,,0,,21,0,,0,0,0,39.6,
462,Tristan Wirfs,25,TAM,T,12,12,0,0,9,0,0,,9,,,0,,0,,0,,
463,Dareke Young,25,SEA,WR,10,0,1,0,0,0,0,,0,,9,0,,0,0,0,39.6,
,League Average,,,,,,,,,,,5.7,,5.3,7.7,,16.6,,4.8,,,
